variant.id;id;sku;title;price;product_id;title.1;totalInventory;totalVariants;mediaCount;sku_2
gid://shopify/ProductVariant/46393459081511;gid://shopify/ProductVariant/46393459081511;AL00069-12;12;2600.0;gid://shopify/Product/8582658031911;Alianca Clássico De Ouro Rosa 18K;69;13;3;AL00069
gid://shopify/ProductVariant/46393459114279;gid://shopify/ProductVariant/46393459114279;AL00069-13;13;2600.0;gid://shopify/Product/8582658031911;Alianca Clássico De Ouro Rosa 18K;69;13;3;AL00069
gid://shopify/ProductVariant/46393459147047;gid://shopify/ProductVariant/46393459147047;AL00069-14;14;2600.0;gid://shopify/Product/8582658031911;Alianca Clássico De Ouro Rosa 18K;69;13;3;AL00069
gid://shopify/ProductVariant/46393459212583;gid://shopify/ProductVariant/46393459212583;AL00069-16;16;2600.0;gid://shopify/Product/8582658031911;Alianca Clássico De Ouro Rosa 18K;69;13;3;AL00069
gid://shopify/ProductVariant/46393459245351;gid://shopify/ProductVariant/46393459245351;AL00069-17;17;2600.0;gid://shopify/Product/8582658031911;Alianca Clássico De Ouro Rosa 18K;69;13;3;AL00069
gid://shopify/ProductVariant/46393459278119;gid://shopify/ProductVariant/46393459278119;AL00069-18;18;2600.0;gid://shopify/Product/8582658031911;Alianca Clássico De Ouro Rosa 18K;69;13;3;AL00069
gid://shopify/ProductVariant/46393459310887;gid://shopify/ProductVariant/46393459310887;AL00069-19;19;2600.0;gid://shopify/Product/8582658031911;Alianca Clássico De Ouro Rosa 18K;69;13;3;AL00069
gid://shopify/ProductVariant/46393459376423;gid://shopify/ProductVariant/46393459376423;AL00069-21;21;2600.0;gid://shopify/Product/8582658031911;Alianca Clássico De Ouro Rosa 18K;69;13;3;AL00069
gid://shopify/ProductVariant/46393459409191;gid://shopify/ProductVariant/46393459409191;AL00069-22;22;2600.0;gid://shopify/Product/8582658031911;Alianca Clássico De Ouro Rosa 18K;69;13;3;AL00069
gid://shopify/ProductVariant/46393459704103;gid://shopify/ProductVariant/46393459704103;AL02775-10;10;3800.0;gid://shopify/Product/8582658162983;Alianca Clássico De Ouro Rosa 18K;65;13;1;AL02775
gid://shopify/ProductVariant/46393459736871;gid://shopify/ProductVariant/46393459736871;AL02775-11;11;3800.0;gid://shopify/Product/8582658162983;Alianca Clássico De Ouro Rosa 18K;65;13;1;AL02775
gid://shopify/ProductVariant/46393459769639;gid://shopify/ProductVariant/46393459769639;AL02775-12;12;3800.0;gid://shopify/Product/8582658162983;Alianca Clássico De Ouro Rosa 18K;65;13;1;AL02775
gid://shopify/ProductVariant/46393459802407;gid://shopify/ProductVariant/46393459802407;AL02775-13;13;3800.0;gid://shopify/Product/8582658162983;Alianca Clássico De Ouro Rosa 18K;65;13;1;AL02775
gid://shopify/ProductVariant/46393459835175;gid://shopify/ProductVariant/46393459835175;AL02775-14;14;3800.0;gid://shopify/Product/8582658162983;Alianca Clássico De Ouro Rosa 18K;65;13;1;AL02775
gid://shopify/ProductVariant/46393459867943;gid://shopify/ProductVariant/46393459867943;AL02775-15;15;3800.0;gid://shopify/Product/8582658162983;Alianca Clássico De Ouro Rosa 18K;65;13;1;AL02775
gid://shopify/ProductVariant/46393459900711;gid://shopify/ProductVariant/46393459900711;AL02775-16;16;3800.0;gid://shopify/Product/8582658162983;Alianca Clássico De Ouro Rosa 18K;65;13;1;AL02775
gid://shopify/ProductVariant/46393459933479;gid://shopify/ProductVariant/46393459933479;AL02775-17;17;3800.0;gid://shopify/Product/8582658162983;Alianca Clássico De Ouro Rosa 18K;65;13;1;AL02775
gid://shopify/ProductVariant/46393459966247;gid://shopify/ProductVariant/46393459966247;AL02775-18;18;3800.0;gid://shopify/Product/8582658162983;Alianca Clássico De Ouro Rosa 18K;65;13;1;AL02775
gid://shopify/ProductVariant/46393459999015;gid://shopify/ProductVariant/46393459999015;AL02775-19;19;3800.0;gid://shopify/Product/8582658162983;Alianca Clássico De Ouro Rosa 18K;65;13;1;AL02775
gid://shopify/ProductVariant/46393460031783;gid://shopify/ProductVariant/46393460031783;AL02775-20;20;3800.0;gid://shopify/Product/8582658162983;Alianca Clássico De Ouro Rosa 18K;65;13;1;AL02775
gid://shopify/ProductVariant/46393460064551;gid://shopify/ProductVariant/46393460064551;AL02775-21;21;3800.0;gid://shopify/Product/8582658162983;Alianca Clássico De Ouro Rosa 18K;65;13;1;AL02775
gid://shopify/ProductVariant/46393460097319;gid://shopify/ProductVariant/46393460097319;AL02775-22;22;3800.0;gid://shopify/Product/8582658162983;Alianca Clássico De Ouro Rosa 18K;65;13;1;AL02775
gid://shopify/ProductVariant/46393460621607;gid://shopify/ProductVariant/46393460621607;AN03191-10;10;7700.0;gid://shopify/Product/8582658294055;Anel Deco 2019 De Ouro Amarelo 18K E Diamante;66;13;2;AN03191
gid://shopify/ProductVariant/46393460654375;gid://shopify/ProductVariant/46393460654375;AN03191-11;11;7700.0;gid://shopify/Product/8582658294055;Anel Deco 2019 De Ouro Amarelo 18K E Diamante;66;13;2;AN03191
gid://shopify/ProductVariant/46393460687143;gid://shopify/ProductVariant/46393460687143;AN03191-12;12;7700.0;gid://shopify/Product/8582658294055;Anel Deco 2019 De Ouro Amarelo 18K E Diamante;66;13;2;AN03191
gid://shopify/ProductVariant/46393460719911;gid://shopify/ProductVariant/46393460719911;AN03191-13;13;7700.0;gid://shopify/Product/8582658294055;Anel Deco 2019 De Ouro Amarelo 18K E Diamante;66;13;2;AN03191
gid://shopify/ProductVariant/46393460752679;gid://shopify/ProductVariant/46393460752679;AN03191-14;14;7700.0;gid://shopify/Product/8582658294055;Anel Deco 2019 De Ouro Amarelo 18K E Diamante;66;13;2;AN03191
gid://shopify/ProductVariant/46393460785447;gid://shopify/ProductVariant/46393460785447;AN03191-15;15;7700.0;gid://shopify/Product/8582658294055;Anel Deco 2019 De Ouro Amarelo 18K E Diamante;66;13;2;AN03191
gid://shopify/ProductVariant/46393460850983;gid://shopify/ProductVariant/46393460850983;AN03191-17;17;7700.0;gid://shopify/Product/8582658294055;Anel Deco 2019 De Ouro Amarelo 18K E Diamante;66;13;2;AN03191
gid://shopify/ProductVariant/46393460883751;gid://shopify/ProductVariant/46393460883751;AN03191-18;18;7700.0;gid://shopify/Product/8582658294055;Anel Deco 2019 De Ouro Amarelo 18K E Diamante;66;13;2;AN03191
gid://shopify/ProductVariant/46393460916519;gid://shopify/ProductVariant/46393460916519;AN03191-19;19;7700.0;gid://shopify/Product/8582658294055;Anel Deco 2019 De Ouro Amarelo 18K E Diamante;66;13;2;AN03191
gid://shopify/ProductVariant/46393460949287;gid://shopify/ProductVariant/46393460949287;AN03191-20;20;7700.0;gid://shopify/Product/8582658294055;Anel Deco 2019 De Ouro Amarelo 18K E Diamante;66;13;2;AN03191
gid://shopify/ProductVariant/46393460982055;gid://shopify/ProductVariant/46393460982055;AN03191-21;21;7700.0;gid://shopify/Product/8582658294055;Anel Deco 2019 De Ouro Amarelo 18K E Diamante;66;13;2;AN03191
gid://shopify/ProductVariant/46393461014823;gid://shopify/ProductVariant/46393461014823;AN03191-22;22;7700.0;gid://shopify/Product/8582658294055;Anel Deco 2019 De Ouro Amarelo 18K E Diamante;66;13;2;AN03191
gid://shopify/ProductVariant/46393461080359;gid://shopify/ProductVariant/46393461080359;AN03190-10;10;8300.0;gid://shopify/Product/8582658359591;Anel Deco 2019 De Ouro Branco 18K Com Ródio Negro E Diamante;67;13;2;AN03190
gid://shopify/ProductVariant/46393461113127;gid://shopify/ProductVariant/46393461113127;AN03190-11;11;8300.0;gid://shopify/Product/8582658359591;Anel Deco 2019 De Ouro Branco 18K Com Ródio Negro E Diamante;67;13;2;AN03190
gid://shopify/ProductVariant/46393461145895;gid://shopify/ProductVariant/46393461145895;AN03190-12;12;8300.0;gid://shopify/Product/8582658359591;Anel Deco 2019 De Ouro Branco 18K Com Ródio Negro E Diamante;67;13;2;AN03190
gid://shopify/ProductVariant/46393461178663;gid://shopify/ProductVariant/46393461178663;AN03190-13;13;8300.0;gid://shopify/Product/8582658359591;Anel Deco 2019 De Ouro Branco 18K Com Ródio Negro E Diamante;67;13;2;AN03190
gid://shopify/ProductVariant/46393461211431;gid://shopify/ProductVariant/46393461211431;AN03190-14;14;8300.0;gid://shopify/Product/8582658359591;Anel Deco 2019 De Ouro Branco 18K Com Ródio Negro E Diamante;67;13;2;AN03190
gid://shopify/ProductVariant/46393461244199;gid://shopify/ProductVariant/46393461244199;AN03190-15;15;8300.0;gid://shopify/Product/8582658359591;Anel Deco 2019 De Ouro Branco 18K Com Ródio Negro E Diamante;67;13;2;AN03190
gid://shopify/ProductVariant/46393461342503;gid://shopify/ProductVariant/46393461342503;AN03190-18;18;8300.0;gid://shopify/Product/8582658359591;Anel Deco 2019 De Ouro Branco 18K Com Ródio Negro E Diamante;67;13;2;AN03190
gid://shopify/ProductVariant/46393461375271;gid://shopify/ProductVariant/46393461375271;AN03190-19;19;8300.0;gid://shopify/Product/8582658359591;Anel Deco 2019 De Ouro Branco 18K Com Ródio Negro E Diamante;67;13;2;AN03190
gid://shopify/ProductVariant/46393461408039;gid://shopify/ProductVariant/46393461408039;AN03190-20;20;8300.0;gid://shopify/Product/8582658359591;Anel Deco 2019 De Ouro Branco 18K Com Ródio Negro E Diamante;67;13;2;AN03190
gid://shopify/ProductVariant/46393461440807;gid://shopify/ProductVariant/46393461440807;AN03190-21;21;8300.0;gid://shopify/Product/8582658359591;Anel Deco 2019 De Ouro Branco 18K Com Ródio Negro E Diamante;67;13;2;AN03190
gid://shopify/ProductVariant/46393461473575;gid://shopify/ProductVariant/46393461473575;AN03190-22;22;8300.0;gid://shopify/Product/8582658359591;Anel Deco 2019 De Ouro Branco 18K Com Ródio Negro E Diamante;67;13;2;AN03190
gid://shopify/ProductVariant/46393461604647;gid://shopify/ProductVariant/46393461604647;AN03189-10;10;9800.0;gid://shopify/Product/8582658457895;Anel Deco 2019 De Ouro Branco 18K E Diamante;65;13;2;AN03189
gid://shopify/ProductVariant/46393461637415;gid://shopify/ProductVariant/46393461637415;AN03189-11;11;9800.0;gid://shopify/Product/8582658457895;Anel Deco 2019 De Ouro Branco 18K E Diamante;65;13;2;AN03189
gid://shopify/ProductVariant/46393461670183;gid://shopify/ProductVariant/46393461670183;AN03189-12;12;9800.0;gid://shopify/Product/8582658457895;Anel Deco 2019 De Ouro Branco 18K E Diamante;65;13;2;AN03189
gid://shopify/ProductVariant/46393461702951;gid://shopify/ProductVariant/46393461702951;AN03189-13;13;9800.0;gid://shopify/Product/8582658457895;Anel Deco 2019 De Ouro Branco 18K E Diamante;65;13;2;AN03189
gid://shopify/ProductVariant/46393461735719;gid://shopify/ProductVariant/46393461735719;AN03189-14;14;9800.0;gid://shopify/Product/8582658457895;Anel Deco 2019 De Ouro Branco 18K E Diamante;65;13;2;AN03189
gid://shopify/ProductVariant/46393461768487;gid://shopify/ProductVariant/46393461768487;AN03189-15;15;9800.0;gid://shopify/Product/8582658457895;Anel Deco 2019 De Ouro Branco 18K E Diamante;65;13;2;AN03189
gid://shopify/ProductVariant/46393461801255;gid://shopify/ProductVariant/46393461801255;AN03189-16;16;9800.0;gid://shopify/Product/8582658457895;Anel Deco 2019 De Ouro Branco 18K E Diamante;65;13;2;AN03189
gid://shopify/ProductVariant/46393461834023;gid://shopify/ProductVariant/46393461834023;AN03189-17;17;9800.0;gid://shopify/Product/8582658457895;Anel Deco 2019 De Ouro Branco 18K E Diamante;65;13;2;AN03189
gid://shopify/ProductVariant/46393461866791;gid://shopify/ProductVariant/46393461866791;AN03189-18;18;9800.0;gid://shopify/Product/8582658457895;Anel Deco 2019 De Ouro Branco 18K E Diamante;65;13;2;AN03189
gid://shopify/ProductVariant/46393461899559;gid://shopify/ProductVariant/46393461899559;AN03189-19;19;9800.0;gid://shopify/Product/8582658457895;Anel Deco 2019 De Ouro Branco 18K E Diamante;65;13;2;AN03189
gid://shopify/ProductVariant/46393461932327;gid://shopify/ProductVariant/46393461932327;AN03189-20;20;9800.0;gid://shopify/Product/8582658457895;Anel Deco 2019 De Ouro Branco 18K E Diamante;65;13;2;AN03189
gid://shopify/ProductVariant/46393461965095;gid://shopify/ProductVariant/46393461965095;AN03189-21;21;9800.0;gid://shopify/Product/8582658457895;Anel Deco 2019 De Ouro Branco 18K E Diamante;65;13;2;AN03189
gid://shopify/ProductVariant/46393461997863;gid://shopify/ProductVariant/46393461997863;AN03189-22;22;9800.0;gid://shopify/Product/8582658457895;Anel Deco 2019 De Ouro Branco 18K E Diamante;65;13;2;AN03189
gid://shopify/ProductVariant/46393462030631;gid://shopify/ProductVariant/46393462030631;AN03556-10;10;11500.0;gid://shopify/Product/8582658490663;Anel Dolce Vita De Ouro Amarelo 18K E Ágata E Diamante;65;13;2;AN03556
gid://shopify/ProductVariant/46393462063399;gid://shopify/ProductVariant/46393462063399;AN03556-11;11;11500.0;gid://shopify/Product/8582658490663;Anel Dolce Vita De Ouro Amarelo 18K E Ágata E Diamante;65;13;2;AN03556
gid://shopify/ProductVariant/46393462096167;gid://shopify/ProductVariant/46393462096167;AN03556-12;12;11500.0;gid://shopify/Product/8582658490663;Anel Dolce Vita De Ouro Amarelo 18K E Ágata E Diamante;65;13;2;AN03556
gid://shopify/ProductVariant/46393462128935;gid://shopify/ProductVariant/46393462128935;AN03556-13;13;11500.0;gid://shopify/Product/8582658490663;Anel Dolce Vita De Ouro Amarelo 18K E Ágata E Diamante;65;13;2;AN03556
gid://shopify/ProductVariant/46393462161703;gid://shopify/ProductVariant/46393462161703;AN03556-14;14;11500.0;gid://shopify/Product/8582658490663;Anel Dolce Vita De Ouro Amarelo 18K E Ágata E Diamante;65;13;2;AN03556
gid://shopify/ProductVariant/46393462194471;gid://shopify/ProductVariant/46393462194471;AN03556-15;15;11500.0;gid://shopify/Product/8582658490663;Anel Dolce Vita De Ouro Amarelo 18K E Ágata E Diamante;65;13;2;AN03556
gid://shopify/ProductVariant/46393462227239;gid://shopify/ProductVariant/46393462227239;AN03556-16;16;11500.0;gid://shopify/Product/8582658490663;Anel Dolce Vita De Ouro Amarelo 18K E Ágata E Diamante;65;13;2;AN03556
gid://shopify/ProductVariant/46393462260007;gid://shopify/ProductVariant/46393462260007;AN03556-17;17;11500.0;gid://shopify/Product/8582658490663;Anel Dolce Vita De Ouro Amarelo 18K E Ágata E Diamante;65;13;2;AN03556
gid://shopify/ProductVariant/46393462292775;gid://shopify/ProductVariant/46393462292775;AN03556-18;18;11500.0;gid://shopify/Product/8582658490663;Anel Dolce Vita De Ouro Amarelo 18K E Ágata E Diamante;65;13;2;AN03556
gid://shopify/ProductVariant/46393462325543;gid://shopify/ProductVariant/46393462325543;AN03556-19;19;11500.0;gid://shopify/Product/8582658490663;Anel Dolce Vita De Ouro Amarelo 18K E Ágata E Diamante;65;13;2;AN03556
gid://shopify/ProductVariant/46393462358311;gid://shopify/ProductVariant/46393462358311;AN03556-20;20;11500.0;gid://shopify/Product/8582658490663;Anel Dolce Vita De Ouro Amarelo 18K E Ágata E Diamante;65;13;2;AN03556
gid://shopify/ProductVariant/46393462391079;gid://shopify/ProductVariant/46393462391079;AN03556-21;21;11500.0;gid://shopify/Product/8582658490663;Anel Dolce Vita De Ouro Amarelo 18K E Ágata E Diamante;65;13;2;AN03556
gid://shopify/ProductVariant/46393462423847;gid://shopify/ProductVariant/46393462423847;AN03556-22;22;11500.0;gid://shopify/Product/8582658490663;Anel Dolce Vita De Ouro Amarelo 18K E Ágata E Diamante;65;13;2;AN03556
gid://shopify/ProductVariant/46393462751527;gid://shopify/ProductVariant/46393462751527;AN03557-10;10;11500.0;gid://shopify/Product/8582658588967;Anel Dolce Vita De Ouro Amarelo 18K E Safira E Quartzo;66;13;2;AN03557
gid://shopify/ProductVariant/46393462784295;gid://shopify/ProductVariant/46393462784295;AN03557-11;11;11500.0;gid://shopify/Product/8582658588967;Anel Dolce Vita De Ouro Amarelo 18K E Safira E Quartzo;66;13;2;AN03557
gid://shopify/ProductVariant/46393462817063;gid://shopify/ProductVariant/46393462817063;AN03557-12;12;11500.0;gid://shopify/Product/8582658588967;Anel Dolce Vita De Ouro Amarelo 18K E Safira E Quartzo;66;13;2;AN03557
gid://shopify/ProductVariant/46393462849831;gid://shopify/ProductVariant/46393462849831;AN03557-13;13;11500.0;gid://shopify/Product/8582658588967;Anel Dolce Vita De Ouro Amarelo 18K E Safira E Quartzo;66;13;2;AN03557
gid://shopify/ProductVariant/46393462882599;gid://shopify/ProductVariant/46393462882599;AN03557-14;14;11500.0;gid://shopify/Product/8582658588967;Anel Dolce Vita De Ouro Amarelo 18K E Safira E Quartzo;66;13;2;AN03557
gid://shopify/ProductVariant/46393462915367;gid://shopify/ProductVariant/46393462915367;AN03557-15;15;11500.0;gid://shopify/Product/8582658588967;Anel Dolce Vita De Ouro Amarelo 18K E Safira E Quartzo;66;13;2;AN03557
gid://shopify/ProductVariant/46393462948135;gid://shopify/ProductVariant/46393462948135;AN03557-16;16;11500.0;gid://shopify/Product/8582658588967;Anel Dolce Vita De Ouro Amarelo 18K E Safira E Quartzo;66;13;2;AN03557
gid://shopify/ProductVariant/46393462980903;gid://shopify/ProductVariant/46393462980903;AN03557-17;17;11500.0;gid://shopify/Product/8582658588967;Anel Dolce Vita De Ouro Amarelo 18K E Safira E Quartzo;66;13;2;AN03557
gid://shopify/ProductVariant/46393463046439;gid://shopify/ProductVariant/46393463046439;AN03557-19;19;11500.0;gid://shopify/Product/8582658588967;Anel Dolce Vita De Ouro Amarelo 18K E Safira E Quartzo;66;13;2;AN03557
gid://shopify/ProductVariant/46393463079207;gid://shopify/ProductVariant/46393463079207;AN03557-20;20;11500.0;gid://shopify/Product/8582658588967;Anel Dolce Vita De Ouro Amarelo 18K E Safira E Quartzo;66;13;2;AN03557
gid://shopify/ProductVariant/46393463111975;gid://shopify/ProductVariant/46393463111975;AN03557-21;21;11500.0;gid://shopify/Product/8582658588967;Anel Dolce Vita De Ouro Amarelo 18K E Safira E Quartzo;66;13;2;AN03557
gid://shopify/ProductVariant/46393463144743;gid://shopify/ProductVariant/46393463144743;AN03557-22;22;11500.0;gid://shopify/Product/8582658588967;Anel Dolce Vita De Ouro Amarelo 18K E Safira E Quartzo;66;13;2;AN03557
gid://shopify/ProductVariant/46393463701799;gid://shopify/ProductVariant/46393463701799;AN03558-10;10;15200.0;gid://shopify/Product/8582658654503;Anel Dolce Vita De Ouro Amarelo 18K E Turquesa E Diamante;65;13;2;AN03558
gid://shopify/ProductVariant/46393463734567;gid://shopify/ProductVariant/46393463734567;AN03558-11;11;15200.0;gid://shopify/Product/8582658654503;Anel Dolce Vita De Ouro Amarelo 18K E Turquesa E Diamante;65;13;2;AN03558
gid://shopify/ProductVariant/46393463767335;gid://shopify/ProductVariant/46393463767335;AN03558-12;12;15200.0;gid://shopify/Product/8582658654503;Anel Dolce Vita De Ouro Amarelo 18K E Turquesa E Diamante;65;13;2;AN03558
gid://shopify/ProductVariant/46393463800103;gid://shopify/ProductVariant/46393463800103;AN03558-13;13;15200.0;gid://shopify/Product/8582658654503;Anel Dolce Vita De Ouro Amarelo 18K E Turquesa E Diamante;65;13;2;AN03558
gid://shopify/ProductVariant/46393463832871;gid://shopify/ProductVariant/46393463832871;AN03558-14;14;15200.0;gid://shopify/Product/8582658654503;Anel Dolce Vita De Ouro Amarelo 18K E Turquesa E Diamante;65;13;2;AN03558
gid://shopify/ProductVariant/46393463865639;gid://shopify/ProductVariant/46393463865639;AN03558-15;15;15200.0;gid://shopify/Product/8582658654503;Anel Dolce Vita De Ouro Amarelo 18K E Turquesa E Diamante;65;13;2;AN03558
gid://shopify/ProductVariant/46393463898407;gid://shopify/ProductVariant/46393463898407;AN03558-16;16;15200.0;gid://shopify/Product/8582658654503;Anel Dolce Vita De Ouro Amarelo 18K E Turquesa E Diamante;65;13;2;AN03558
gid://shopify/ProductVariant/46393463931175;gid://shopify/ProductVariant/46393463931175;AN03558-17;17;15200.0;gid://shopify/Product/8582658654503;Anel Dolce Vita De Ouro Amarelo 18K E Turquesa E Diamante;65;13;2;AN03558
gid://shopify/ProductVariant/46393463963943;gid://shopify/ProductVariant/46393463963943;AN03558-18;18;15200.0;gid://shopify/Product/8582658654503;Anel Dolce Vita De Ouro Amarelo 18K E Turquesa E Diamante;65;13;2;AN03558
gid://shopify/ProductVariant/46393463996711;gid://shopify/ProductVariant/46393463996711;AN03558-19;19;15200.0;gid://shopify/Product/8582658654503;Anel Dolce Vita De Ouro Amarelo 18K E Turquesa E Diamante;65;13;2;AN03558
gid://shopify/ProductVariant/46393464029479;gid://shopify/ProductVariant/46393464029479;AN03558-20;20;15200.0;gid://shopify/Product/8582658654503;Anel Dolce Vita De Ouro Amarelo 18K E Turquesa E Diamante;65;13;2;AN03558
gid://shopify/ProductVariant/46393464062247;gid://shopify/ProductVariant/46393464062247;AN03558-21;21;15200.0;gid://shopify/Product/8582658654503;Anel Dolce Vita De Ouro Amarelo 18K E Turquesa E Diamante;65;13;2;AN03558
gid://shopify/ProductVariant/46393464095015;gid://shopify/ProductVariant/46393464095015;AN03558-22;22;15200.0;gid://shopify/Product/8582658654503;Anel Dolce Vita De Ouro Amarelo 18K E Turquesa E Diamante;65;13;2;AN03558
gid://shopify/ProductVariant/46393464258855;gid://shopify/ProductVariant/46393464258855;AN03559-10;10;11500.0;gid://shopify/Product/8582658720039;Anel Dolce Vita De Ouro Amarelo 18K E Ágata E Diamante;65;13;2;AN03559
gid://shopify/ProductVariant/46393464291623;gid://shopify/ProductVariant/46393464291623;AN03559-11;11;11500.0;gid://shopify/Product/8582658720039;Anel Dolce Vita De Ouro Amarelo 18K E Ágata E Diamante;65;13;2;AN03559
gid://shopify/ProductVariant/46393464324391;gid://shopify/ProductVariant/46393464324391;AN03559-12;12;11500.0;gid://shopify/Product/8582658720039;Anel Dolce Vita De Ouro Amarelo 18K E Ágata E Diamante;65;13;2;AN03559
gid://shopify/ProductVariant/46393464357159;gid://shopify/ProductVariant/46393464357159;AN03559-13;13;11500.0;gid://shopify/Product/8582658720039;Anel Dolce Vita De Ouro Amarelo 18K E Ágata E Diamante;65;13;2;AN03559
gid://shopify/ProductVariant/46393464389927;gid://shopify/ProductVariant/46393464389927;AN03559-14;14;11500.0;gid://shopify/Product/8582658720039;Anel Dolce Vita De Ouro Amarelo 18K E Ágata E Diamante;65;13;2;AN03559
gid://shopify/ProductVariant/46393464422695;gid://shopify/ProductVariant/46393464422695;AN03559-15;15;11500.0;gid://shopify/Product/8582658720039;Anel Dolce Vita De Ouro Amarelo 18K E Ágata E Diamante;65;13;2;AN03559
gid://shopify/ProductVariant/46393464455463;gid://shopify/ProductVariant/46393464455463;AN03559-16;16;11500.0;gid://shopify/Product/8582658720039;Anel Dolce Vita De Ouro Amarelo 18K E Ágata E Diamante;65;13;2;AN03559
gid://shopify/ProductVariant/46393464488231;gid://shopify/ProductVariant/46393464488231;AN03559-17;17;11500.0;gid://shopify/Product/8582658720039;Anel Dolce Vita De Ouro Amarelo 18K E Ágata E Diamante;65;13;2;AN03559
gid://shopify/ProductVariant/46393464520999;gid://shopify/ProductVariant/46393464520999;AN03559-18;18;11500.0;gid://shopify/Product/8582658720039;Anel Dolce Vita De Ouro Amarelo 18K E Ágata E Diamante;65;13;2;AN03559
gid://shopify/ProductVariant/46393464553767;gid://shopify/ProductVariant/46393464553767;AN03559-19;19;11500.0;gid://shopify/Product/8582658720039;Anel Dolce Vita De Ouro Amarelo 18K E Ágata E Diamante;65;13;2;AN03559
gid://shopify/ProductVariant/46393464586535;gid://shopify/ProductVariant/46393464586535;AN03559-20;20;11500.0;gid://shopify/Product/8582658720039;Anel Dolce Vita De Ouro Amarelo 18K E Ágata E Diamante;65;13;2;AN03559
gid://shopify/ProductVariant/46393464619303;gid://shopify/ProductVariant/46393464619303;AN03559-21;21;11500.0;gid://shopify/Product/8582658720039;Anel Dolce Vita De Ouro Amarelo 18K E Ágata E Diamante;65;13;2;AN03559
gid://shopify/ProductVariant/46393464652071;gid://shopify/ProductVariant/46393464652071;AN03559-22;22;11500.0;gid://shopify/Product/8582658720039;Anel Dolce Vita De Ouro Amarelo 18K E Ágata E Diamante;65;13;2;AN03559
gid://shopify/ProductVariant/46393465143591;gid://shopify/ProductVariant/46393465143591;AN03560-10;10;11500.0;gid://shopify/Product/8582658851111;Anel Dolce Vita De Ouro Amarelo 18K E Malaquita E Diamante;65;13;2;AN03560
gid://shopify/ProductVariant/46393465176359;gid://shopify/ProductVariant/46393465176359;AN03560-11;11;11500.0;gid://shopify/Product/8582658851111;Anel Dolce Vita De Ouro Amarelo 18K E Malaquita E Diamante;65;13;2;AN03560
gid://shopify/ProductVariant/46393465209127;gid://shopify/ProductVariant/46393465209127;AN03560-12;12;11500.0;gid://shopify/Product/8582658851111;Anel Dolce Vita De Ouro Amarelo 18K E Malaquita E Diamante;65;13;2;AN03560
gid://shopify/ProductVariant/46393465241895;gid://shopify/ProductVariant/46393465241895;AN03560-13;13;11500.0;gid://shopify/Product/8582658851111;Anel Dolce Vita De Ouro Amarelo 18K E Malaquita E Diamante;65;13;2;AN03560
gid://shopify/ProductVariant/46393465274663;gid://shopify/ProductVariant/46393465274663;AN03560-14;14;11500.0;gid://shopify/Product/8582658851111;Anel Dolce Vita De Ouro Amarelo 18K E Malaquita E Diamante;65;13;2;AN03560
gid://shopify/ProductVariant/46393465307431;gid://shopify/ProductVariant/46393465307431;AN03560-15;15;11500.0;gid://shopify/Product/8582658851111;Anel Dolce Vita De Ouro Amarelo 18K E Malaquita E Diamante;65;13;2;AN03560
gid://shopify/ProductVariant/46393465340199;gid://shopify/ProductVariant/46393465340199;AN03560-16;16;11500.0;gid://shopify/Product/8582658851111;Anel Dolce Vita De Ouro Amarelo 18K E Malaquita E Diamante;65;13;2;AN03560
gid://shopify/ProductVariant/46393465372967;gid://shopify/ProductVariant/46393465372967;AN03560-17;17;11500.0;gid://shopify/Product/8582658851111;Anel Dolce Vita De Ouro Amarelo 18K E Malaquita E Diamante;65;13;2;AN03560
gid://shopify/ProductVariant/46393465405735;gid://shopify/ProductVariant/46393465405735;AN03560-18;18;11500.0;gid://shopify/Product/8582658851111;Anel Dolce Vita De Ouro Amarelo 18K E Malaquita E Diamante;65;13;2;AN03560
gid://shopify/ProductVariant/46393465438503;gid://shopify/ProductVariant/46393465438503;AN03560-19;19;11500.0;gid://shopify/Product/8582658851111;Anel Dolce Vita De Ouro Amarelo 18K E Malaquita E Diamante;65;13;2;AN03560
gid://shopify/ProductVariant/46393465471271;gid://shopify/ProductVariant/46393465471271;AN03560-20;20;11500.0;gid://shopify/Product/8582658851111;Anel Dolce Vita De Ouro Amarelo 18K E Malaquita E Diamante;65;13;2;AN03560
gid://shopify/ProductVariant/46393465504039;gid://shopify/ProductVariant/46393465504039;AN03560-21;21;11500.0;gid://shopify/Product/8582658851111;Anel Dolce Vita De Ouro Amarelo 18K E Malaquita E Diamante;65;13;2;AN03560
gid://shopify/ProductVariant/46393465536807;gid://shopify/ProductVariant/46393465536807;AN03560-22;22;11500.0;gid://shopify/Product/8582658851111;Anel Dolce Vita De Ouro Amarelo 18K E Malaquita E Diamante;65;13;2;AN03560
gid://shopify/ProductVariant/46393465962791;gid://shopify/ProductVariant/46393465962791;AN03562-10;10;9200.0;gid://shopify/Product/8582659014951;Anel Dolce Vita De Ouro Amarelo 18K E Lápis Lazuli;1;13;2;AN03562
gid://shopify/ProductVariant/46393465995559;gid://shopify/ProductVariant/46393465995559;AN03562-11;11;9200.0;gid://shopify/Product/8582659014951;Anel Dolce Vita De Ouro Amarelo 18K E Lápis Lazuli;1;13;2;AN03562
