variant.id;id;sku;title;price;product_id;title.1;totalInventory;totalVariants;mediaCount;sku_2
gid://shopify/ProductVariant/46393503777063;gid://shopify/ProductVariant/46393503777063;AN03409-12;12;19000.0;gid://shopify/Product/8582664093991;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Rubi - G;66;13;2;AN03409
gid://shopify/ProductVariant/46393503908135;gid://shopify/ProductVariant/46393503908135;AN03409-14;14;19000.0;gid://shopify/Product/8582664093991;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Rubi - G;66;13;2;AN03409
gid://shopify/ProductVariant/46393503940903;gid://shopify/ProductVariant/46393503940903;AN03409-15;15;19000.0;gid://shopify/Product/8582664093991;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Rubi - G;66;13;2;AN03409
gid://shopify/ProductVariant/46393504006439;gid://shopify/ProductVariant/46393504006439;AN03409-16;16;19000.0;gid://shopify/Product/8582664093991;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Rubi - G;66;13;2;AN03409
gid://shopify/ProductVariant/46393504071975;gid://shopify/ProductVariant/46393504071975;AN03409-17;17;19000.0;gid://shopify/Product/8582664093991;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Rubi - G;66;13;2;AN03409
gid://shopify/ProductVariant/46393504104743;gid://shopify/ProductVariant/46393504104743;AN03409-18;18;19000.0;gid://shopify/Product/8582664093991;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Rubi - G;66;13;2;AN03409
gid://shopify/ProductVariant/46393504137511;gid://shopify/ProductVariant/46393504137511;AN03409-19;19;19000.0;gid://shopify/Product/8582664093991;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Rubi - G;66;13;2;AN03409
gid://shopify/ProductVariant/46393504170279;gid://shopify/ProductVariant/46393504170279;AN03409-20;20;19000.0;gid://shopify/Product/8582664093991;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Rubi - G;66;13;2;AN03409
gid://shopify/ProductVariant/46393504203047;gid://shopify/ProductVariant/46393504203047;AN03409-21;21;19000.0;gid://shopify/Product/8582664093991;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Rubi - G;66;13;2;AN03409
gid://shopify/ProductVariant/46393504235815;gid://shopify/ProductVariant/46393504235815;AN03409-22;22;19000.0;gid://shopify/Product/8582664093991;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Rubi - G;66;13;2;AN03409
gid://shopify/ProductVariant/46393504366887;gid://shopify/ProductVariant/46393504366887;AN03410-10;10;19000.0;gid://shopify/Product/8582664126759;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira - G;67;13;2;AN03410
gid://shopify/ProductVariant/46393504399655;gid://shopify/ProductVariant/46393504399655;AN03410-11;11;19000.0;gid://shopify/Product/8582664126759;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira - G;67;13;2;AN03410
gid://shopify/ProductVariant/46393504432423;gid://shopify/ProductVariant/46393504432423;AN03410-12;12;19000.0;gid://shopify/Product/8582664126759;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira - G;67;13;2;AN03410
gid://shopify/ProductVariant/46393504465191;gid://shopify/ProductVariant/46393504465191;AN03410-13;13;19000.0;gid://shopify/Product/8582664126759;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira - G;67;13;2;AN03410
gid://shopify/ProductVariant/46393504497959;gid://shopify/ProductVariant/46393504497959;AN03410-14;14;19000.0;gid://shopify/Product/8582664126759;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira - G;67;13;2;AN03410
gid://shopify/ProductVariant/46393504563495;gid://shopify/ProductVariant/46393504563495;AN03410-16;16;19000.0;gid://shopify/Product/8582664126759;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira - G;67;13;2;AN03410
gid://shopify/ProductVariant/46393504629031;gid://shopify/ProductVariant/46393504629031;AN03410-18;18;19000.0;gid://shopify/Product/8582664126759;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira - G;67;13;2;AN03410
gid://shopify/ProductVariant/46393504661799;gid://shopify/ProductVariant/46393504661799;AN03410-19;19;19000.0;gid://shopify/Product/8582664126759;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira - G;67;13;2;AN03410
gid://shopify/ProductVariant/46393504694567;gid://shopify/ProductVariant/46393504694567;AN03410-20;20;19000.0;gid://shopify/Product/8582664126759;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira - G;67;13;2;AN03410
gid://shopify/ProductVariant/46393504727335;gid://shopify/ProductVariant/46393504727335;AN03410-21;21;19000.0;gid://shopify/Product/8582664126759;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira - G;67;13;2;AN03410
gid://shopify/ProductVariant/46393504760103;gid://shopify/ProductVariant/46393504760103;AN03410-22;22;19000.0;gid://shopify/Product/8582664126759;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira - G;67;13;2;AN03410
gid://shopify/ProductVariant/46393505055015;gid://shopify/ProductVariant/46393505055015;AN03456-10;10;18000.0;gid://shopify/Product/8582664290599;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Quartzo E Diamante;1;13;1;AN03456
gid://shopify/ProductVariant/46393505087783;gid://shopify/ProductVariant/46393505087783;AN03456-11;11;18000.0;gid://shopify/Product/8582664290599;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Quartzo E Diamante;1;13;1;AN03456
gid://shopify/ProductVariant/46393505120551;gid://shopify/ProductVariant/46393505120551;AN03456-12;12;18000.0;gid://shopify/Product/8582664290599;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Quartzo E Diamante;1;13;1;AN03456
gid://shopify/ProductVariant/46393505153319;gid://shopify/ProductVariant/46393505153319;AN03456-13;13;18000.0;gid://shopify/Product/8582664290599;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Quartzo E Diamante;1;13;1;AN03456
gid://shopify/ProductVariant/46393505186087;gid://shopify/ProductVariant/46393505186087;AN03456-14;14;18000.0;gid://shopify/Product/8582664290599;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Quartzo E Diamante;1;13;1;AN03456
gid://shopify/ProductVariant/46393505218855;gid://shopify/ProductVariant/46393505218855;AN03456-15;15;18000.0;gid://shopify/Product/8582664290599;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Quartzo E Diamante;1;13;1;AN03456
gid://shopify/ProductVariant/46393505251623;gid://shopify/ProductVariant/46393505251623;AN03456-16;16;18000.0;gid://shopify/Product/8582664290599;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Quartzo E Diamante;1;13;1;AN03456
gid://shopify/ProductVariant/46393505284391;gid://shopify/ProductVariant/46393505284391;AN03456-17;17;18000.0;gid://shopify/Product/8582664290599;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Quartzo E Diamante;1;13;1;AN03456
gid://shopify/ProductVariant/46393505317159;gid://shopify/ProductVariant/46393505317159;AN03456-18;18;18000.0;gid://shopify/Product/8582664290599;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Quartzo E Diamante;1;13;1;AN03456
gid://shopify/ProductVariant/46393505349927;gid://shopify/ProductVariant/46393505349927;AN03456-19;19;18000.0;gid://shopify/Product/8582664290599;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Quartzo E Diamante;1;13;1;AN03456
gid://shopify/ProductVariant/46393505415463;gid://shopify/ProductVariant/46393505415463;AN03456-21;21;18000.0;gid://shopify/Product/8582664290599;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Quartzo E Diamante;1;13;1;AN03456
gid://shopify/ProductVariant/46393505448231;gid://shopify/ProductVariant/46393505448231;AN03456-22;22;18000.0;gid://shopify/Product/8582664290599;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Quartzo E Diamante;1;13;1;AN03456
gid://shopify/ProductVariant/46393505480999;gid://shopify/ProductVariant/46393505480999;AN03542-10;10;24000.0;gid://shopify/Product/8582664323367;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Rubi;1;13;1;AN03542
gid://shopify/ProductVariant/46393505513767;gid://shopify/ProductVariant/46393505513767;AN03542-11;11;24000.0;gid://shopify/Product/8582664323367;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Rubi;1;13;1;AN03542
gid://shopify/ProductVariant/46393505546535;gid://shopify/ProductVariant/46393505546535;AN03542-12;12;24000.0;gid://shopify/Product/8582664323367;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Rubi;1;13;1;AN03542
gid://shopify/ProductVariant/46393505579303;gid://shopify/ProductVariant/46393505579303;AN03542-13;13;24000.0;gid://shopify/Product/8582664323367;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Rubi;1;13;1;AN03542
gid://shopify/ProductVariant/46393505644839;gid://shopify/ProductVariant/46393505644839;AN03542-15;15;24000.0;gid://shopify/Product/8582664323367;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Rubi;1;13;1;AN03542
gid://shopify/ProductVariant/46393505677607;gid://shopify/ProductVariant/46393505677607;AN03542-16;16;24000.0;gid://shopify/Product/8582664323367;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Rubi;1;13;1;AN03542
gid://shopify/ProductVariant/46393505710375;gid://shopify/ProductVariant/46393505710375;AN03542-17;17;24000.0;gid://shopify/Product/8582664323367;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Rubi;1;13;1;AN03542
gid://shopify/ProductVariant/46393505743143;gid://shopify/ProductVariant/46393505743143;AN03542-18;18;24000.0;gid://shopify/Product/8582664323367;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Rubi;1;13;1;AN03542
gid://shopify/ProductVariant/46393505775911;gid://shopify/ProductVariant/46393505775911;AN03542-19;19;24000.0;gid://shopify/Product/8582664323367;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Rubi;1;13;1;AN03542
gid://shopify/ProductVariant/46393505808679;gid://shopify/ProductVariant/46393505808679;AN03542-20;20;24000.0;gid://shopify/Product/8582664323367;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Rubi;1;13;1;AN03542
gid://shopify/ProductVariant/46393505841447;gid://shopify/ProductVariant/46393505841447;AN03542-21;21;24000.0;gid://shopify/Product/8582664323367;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Rubi;1;13;1;AN03542
gid://shopify/ProductVariant/46393505874215;gid://shopify/ProductVariant/46393505874215;AN03542-22;22;24000.0;gid://shopify/Product/8582664323367;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Rubi;1;13;1;AN03542
gid://shopify/ProductVariant/46393506038055;gid://shopify/ProductVariant/46393506038055;AN03397-10;10;16500.0;gid://shopify/Product/8582664388903;Anel Rock Star De Ouro Branco 18K E Ametista E Diamante;66;13;1;AN03397
gid://shopify/ProductVariant/46393506070823;gid://shopify/ProductVariant/46393506070823;AN03397-11;11;16500.0;gid://shopify/Product/8582664388903;Anel Rock Star De Ouro Branco 18K E Ametista E Diamante;66;13;1;AN03397
gid://shopify/ProductVariant/46393506136359;gid://shopify/ProductVariant/46393506136359;AN03397-12;12;16500.0;gid://shopify/Product/8582664388903;Anel Rock Star De Ouro Branco 18K E Ametista E Diamante;66;13;1;AN03397
gid://shopify/ProductVariant/46393506234663;gid://shopify/ProductVariant/46393506234663;AN03397-13;13;16500.0;gid://shopify/Product/8582664388903;Anel Rock Star De Ouro Branco 18K E Ametista E Diamante;66;13;1;AN03397
gid://shopify/ProductVariant/46393506267431;gid://shopify/ProductVariant/46393506267431;AN03397-14;14;16500.0;gid://shopify/Product/8582664388903;Anel Rock Star De Ouro Branco 18K E Ametista E Diamante;66;13;1;AN03397
gid://shopify/ProductVariant/46393506332967;gid://shopify/ProductVariant/46393506332967;AN03397-16;16;16500.0;gid://shopify/Product/8582664388903;Anel Rock Star De Ouro Branco 18K E Ametista E Diamante;66;13;1;AN03397
gid://shopify/ProductVariant/46393506365735;gid://shopify/ProductVariant/46393506365735;AN03397-17;17;16500.0;gid://shopify/Product/8582664388903;Anel Rock Star De Ouro Branco 18K E Ametista E Diamante;66;13;1;AN03397
gid://shopify/ProductVariant/46393506398503;gid://shopify/ProductVariant/46393506398503;AN03397-18;18;16500.0;gid://shopify/Product/8582664388903;Anel Rock Star De Ouro Branco 18K E Ametista E Diamante;66;13;1;AN03397
gid://shopify/ProductVariant/46393506431271;gid://shopify/ProductVariant/46393506431271;AN03397-19;19;16500.0;gid://shopify/Product/8582664388903;Anel Rock Star De Ouro Branco 18K E Ametista E Diamante;66;13;1;AN03397
gid://shopify/ProductVariant/46393506464039;gid://shopify/ProductVariant/46393506464039;AN03397-20;20;16500.0;gid://shopify/Product/8582664388903;Anel Rock Star De Ouro Branco 18K E Ametista E Diamante;66;13;1;AN03397
gid://shopify/ProductVariant/46393506496807;gid://shopify/ProductVariant/46393506496807;AN03397-21;21;16500.0;gid://shopify/Product/8582664388903;Anel Rock Star De Ouro Branco 18K E Ametista E Diamante;66;13;1;AN03397
gid://shopify/ProductVariant/46393506529575;gid://shopify/ProductVariant/46393506529575;AN03397-22;22;16500.0;gid://shopify/Product/8582664388903;Anel Rock Star De Ouro Branco 18K E Ametista E Diamante;66;13;1;AN03397
gid://shopify/ProductVariant/46393507021095;gid://shopify/ProductVariant/46393507021095;AN03398-10;10;8000.0;gid://shopify/Product/8582664585511;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira;66;13;2;AN03398
gid://shopify/ProductVariant/46393507053863;gid://shopify/ProductVariant/46393507053863;AN03398-11;11;8000.0;gid://shopify/Product/8582664585511;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira;66;13;2;AN03398
gid://shopify/ProductVariant/46393507086631;gid://shopify/ProductVariant/46393507086631;AN03398-12;12;8000.0;gid://shopify/Product/8582664585511;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira;66;13;2;AN03398
gid://shopify/ProductVariant/46393507119399;gid://shopify/ProductVariant/46393507119399;AN03398-13;13;8000.0;gid://shopify/Product/8582664585511;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira;66;13;2;AN03398
gid://shopify/ProductVariant/46393507152167;gid://shopify/ProductVariant/46393507152167;AN03398-14;14;8000.0;gid://shopify/Product/8582664585511;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira;66;13;2;AN03398
gid://shopify/ProductVariant/46393507184935;gid://shopify/ProductVariant/46393507184935;AN03398-15;15;8000.0;gid://shopify/Product/8582664585511;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira;66;13;2;AN03398
gid://shopify/ProductVariant/46393507250471;gid://shopify/ProductVariant/46393507250471;AN03398-17;17;8000.0;gid://shopify/Product/8582664585511;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira;66;13;2;AN03398
gid://shopify/ProductVariant/46393507283239;gid://shopify/ProductVariant/46393507283239;AN03398-18;18;8000.0;gid://shopify/Product/8582664585511;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira;66;13;2;AN03398
gid://shopify/ProductVariant/46393507316007;gid://shopify/ProductVariant/46393507316007;AN03398-19;19;8000.0;gid://shopify/Product/8582664585511;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira;66;13;2;AN03398
gid://shopify/ProductVariant/46393507348775;gid://shopify/ProductVariant/46393507348775;AN03398-20;20;8000.0;gid://shopify/Product/8582664585511;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira;66;13;2;AN03398
gid://shopify/ProductVariant/46393507381543;gid://shopify/ProductVariant/46393507381543;AN03398-21;21;8000.0;gid://shopify/Product/8582664585511;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira;66;13;2;AN03398
gid://shopify/ProductVariant/46393507414311;gid://shopify/ProductVariant/46393507414311;AN03398-22;22;8000.0;gid://shopify/Product/8582664585511;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira;66;13;2;AN03398
gid://shopify/ProductVariant/46393507709223;gid://shopify/ProductVariant/46393507709223;AN03399-10;10;7500.0;gid://shopify/Product/8582664782119;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira;65;13;2;AN03399
gid://shopify/ProductVariant/46393507741991;gid://shopify/ProductVariant/46393507741991;AN03399-11;11;7500.0;gid://shopify/Product/8582664782119;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira;65;13;2;AN03399
gid://shopify/ProductVariant/46393507774759;gid://shopify/ProductVariant/46393507774759;AN03399-12;12;7500.0;gid://shopify/Product/8582664782119;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira;65;13;2;AN03399
gid://shopify/ProductVariant/46393507807527;gid://shopify/ProductVariant/46393507807527;AN03399-13;13;7500.0;gid://shopify/Product/8582664782119;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira;65;13;2;AN03399
gid://shopify/ProductVariant/46393507840295;gid://shopify/ProductVariant/46393507840295;AN03399-14;14;7500.0;gid://shopify/Product/8582664782119;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira;65;13;2;AN03399
gid://shopify/ProductVariant/46393507873063;gid://shopify/ProductVariant/46393507873063;AN03399-15;15;7500.0;gid://shopify/Product/8582664782119;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira;65;13;2;AN03399
gid://shopify/ProductVariant/46393507905831;gid://shopify/ProductVariant/46393507905831;AN03399-16;16;7500.0;gid://shopify/Product/8582664782119;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira;65;13;2;AN03399
gid://shopify/ProductVariant/46393507938599;gid://shopify/ProductVariant/46393507938599;AN03399-17;17;7500.0;gid://shopify/Product/8582664782119;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira;65;13;2;AN03399
gid://shopify/ProductVariant/46393507971367;gid://shopify/ProductVariant/46393507971367;AN03399-18;18;7500.0;gid://shopify/Product/8582664782119;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira;65;13;2;AN03399
gid://shopify/ProductVariant/46393508004135;gid://shopify/ProductVariant/46393508004135;AN03399-19;19;7500.0;gid://shopify/Product/8582664782119;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira;65;13;2;AN03399
gid://shopify/ProductVariant/46393508036903;gid://shopify/ProductVariant/46393508036903;AN03399-20;20;7500.0;gid://shopify/Product/8582664782119;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira;65;13;2;AN03399
gid://shopify/ProductVariant/46393508069671;gid://shopify/ProductVariant/46393508069671;AN03399-21;21;7500.0;gid://shopify/Product/8582664782119;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira;65;13;2;AN03399
gid://shopify/ProductVariant/46393508102439;gid://shopify/ProductVariant/46393508102439;AN03399-22;22;7500.0;gid://shopify/Product/8582664782119;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira;65;13;2;AN03399
gid://shopify/ProductVariant/46393508299047;gid://shopify/ProductVariant/46393508299047;AN03400-10;10;4600.0;gid://shopify/Product/8582664913191;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante Negro - P;65;13;2;AN03400
gid://shopify/ProductVariant/46393508331815;gid://shopify/ProductVariant/46393508331815;AN03400-11;11;4600.0;gid://shopify/Product/8582664913191;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante Negro - P;65;13;2;AN03400
gid://shopify/ProductVariant/46393508364583;gid://shopify/ProductVariant/46393508364583;AN03400-12;12;4600.0;gid://shopify/Product/8582664913191;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante Negro - P;65;13;2;AN03400
gid://shopify/ProductVariant/46393508397351;gid://shopify/ProductVariant/46393508397351;AN03400-13;13;4600.0;gid://shopify/Product/8582664913191;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante Negro - P;65;13;2;AN03400
gid://shopify/ProductVariant/46393508430119;gid://shopify/ProductVariant/46393508430119;AN03400-14;14;4600.0;gid://shopify/Product/8582664913191;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante Negro - P;65;13;2;AN03400
gid://shopify/ProductVariant/46393508462887;gid://shopify/ProductVariant/46393508462887;AN03400-15;15;4600.0;gid://shopify/Product/8582664913191;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante Negro - P;65;13;2;AN03400
gid://shopify/ProductVariant/46393508495655;gid://shopify/ProductVariant/46393508495655;AN03400-16;16;4600.0;gid://shopify/Product/8582664913191;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante Negro - P;65;13;2;AN03400
gid://shopify/ProductVariant/46393508528423;gid://shopify/ProductVariant/46393508528423;AN03400-17;17;4600.0;gid://shopify/Product/8582664913191;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante Negro - P;65;13;2;AN03400
gid://shopify/ProductVariant/46393508561191;gid://shopify/ProductVariant/46393508561191;AN03400-18;18;4600.0;gid://shopify/Product/8582664913191;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante Negro - P;65;13;2;AN03400
gid://shopify/ProductVariant/46393508593959;gid://shopify/ProductVariant/46393508593959;AN03400-19;19;4600.0;gid://shopify/Product/8582664913191;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante Negro - P;65;13;2;AN03400
gid://shopify/ProductVariant/46393508626727;gid://shopify/ProductVariant/46393508626727;AN03400-20;20;4600.0;gid://shopify/Product/8582664913191;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante Negro - P;65;13;2;AN03400
gid://shopify/ProductVariant/46393508659495;gid://shopify/ProductVariant/46393508659495;AN03400-21;21;4600.0;gid://shopify/Product/8582664913191;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante Negro - P;65;13;2;AN03400
gid://shopify/ProductVariant/46393508692263;gid://shopify/ProductVariant/46393508692263;AN03400-22;22;4600.0;gid://shopify/Product/8582664913191;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante Negro - P;65;13;2;AN03400
gid://shopify/ProductVariant/46393509282087;gid://shopify/ProductVariant/46393509282087;AN03401-10;10;8100.0;gid://shopify/Product/8582665077031;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Esmeralda - P;69;13;2;AN03401
gid://shopify/ProductVariant/46393509314855;gid://shopify/ProductVariant/46393509314855;AN03401-11;11;8100.0;gid://shopify/Product/8582665077031;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Esmeralda - P;69;13;2;AN03401
gid://shopify/ProductVariant/46393509347623;gid://shopify/ProductVariant/46393509347623;AN03401-12;12;8100.0;gid://shopify/Product/8582665077031;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Esmeralda - P;69;13;2;AN03401
gid://shopify/ProductVariant/46393509380391;gid://shopify/ProductVariant/46393509380391;AN03401-13;13;8100.0;gid://shopify/Product/8582665077031;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Esmeralda - P;69;13;2;AN03401
gid://shopify/ProductVariant/46393509413159;gid://shopify/ProductVariant/46393509413159;AN03401-14;14;8100.0;gid://shopify/Product/8582665077031;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Esmeralda - P;69;13;2;AN03401
gid://shopify/ProductVariant/46393509511463;gid://shopify/ProductVariant/46393509511463;AN03401-17;17;8100.0;gid://shopify/Product/8582665077031;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Esmeralda - P;69;13;2;AN03401
gid://shopify/ProductVariant/46393509544231;gid://shopify/ProductVariant/46393509544231;AN03401-18;18;8100.0;gid://shopify/Product/8582665077031;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Esmeralda - P;69;13;2;AN03401
gid://shopify/ProductVariant/46393509576999;gid://shopify/ProductVariant/46393509576999;AN03401-19;19;8100.0;gid://shopify/Product/8582665077031;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Esmeralda - P;69;13;2;AN03401
gid://shopify/ProductVariant/46393509609767;gid://shopify/ProductVariant/46393509609767;AN03401-20;20;8100.0;gid://shopify/Product/8582665077031;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Esmeralda - P;69;13;2;AN03401
gid://shopify/ProductVariant/46393509642535;gid://shopify/ProductVariant/46393509642535;AN03401-21;21;8100.0;gid://shopify/Product/8582665077031;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Esmeralda - P;69;13;2;AN03401
gid://shopify/ProductVariant/46393509675303;gid://shopify/ProductVariant/46393509675303;AN03401-22;22;8100.0;gid://shopify/Product/8582665077031;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Esmeralda - P;69;13;2;AN03401
gid://shopify/ProductVariant/46393509904679;gid://shopify/ProductVariant/46393509904679;AN03402-10;10;6500.0;gid://shopify/Product/8582665273639;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Rubi - P;67;13;2;AN03402
gid://shopify/ProductVariant/46393509937447;gid://shopify/ProductVariant/46393509937447;AN03402-11;11;6500.0;gid://shopify/Product/8582665273639;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Rubi - P;67;13;2;AN03402
gid://shopify/ProductVariant/46393509970215;gid://shopify/ProductVariant/46393509970215;AN03402-12;12;6500.0;gid://shopify/Product/8582665273639;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Rubi - P;67;13;2;AN03402
gid://shopify/ProductVariant/46393510002983;gid://shopify/ProductVariant/46393510002983;AN03402-13;13;6500.0;gid://shopify/Product/8582665273639;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Rubi - P;67;13;2;AN03402
gid://shopify/ProductVariant/46393510035751;gid://shopify/ProductVariant/46393510035751;AN03402-14;14;6500.0;gid://shopify/Product/8582665273639;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Rubi - P;67;13;2;AN03402
gid://shopify/ProductVariant/46393510101287;gid://shopify/ProductVariant/46393510101287;AN03402-16;16;6500.0;gid://shopify/Product/8582665273639;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Rubi - P;67;13;2;AN03402
gid://shopify/ProductVariant/46393510134055;gid://shopify/ProductVariant/46393510134055;AN03402-17;17;6500.0;gid://shopify/Product/8582665273639;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Rubi - P;67;13;2;AN03402
gid://shopify/ProductVariant/46393510199591;gid://shopify/ProductVariant/46393510199591;AN03402-19;19;6500.0;gid://shopify/Product/8582665273639;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Rubi - P;67;13;2;AN03402
gid://shopify/ProductVariant/46393510232359;gid://shopify/ProductVariant/46393510232359;AN03402-20;20;6500.0;gid://shopify/Product/8582665273639;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Rubi - P;67;13;2;AN03402
gid://shopify/ProductVariant/46393510265127;gid://shopify/ProductVariant/46393510265127;AN03402-21;21;6500.0;gid://shopify/Product/8582665273639;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Rubi - P;67;13;2;AN03402
gid://shopify/ProductVariant/46393510297895;gid://shopify/ProductVariant/46393510297895;AN03402-22;22;6500.0;gid://shopify/Product/8582665273639;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Rubi - P;67;13;2;AN03402
