id;sku;title;price;compareAtPrice;product_id;title;totalInventory;totalVariants;mediaCount;sku_2
gid://shopify/ProductVariant/46355748847911;BR06492T;Default Title;14500.0;14500.0;gid://shopify/Product/8577869676839;Brinco Vita | Ouro Amarelo 18K com Safiras e Olho De Tigre;7;1;3;BR06492T
gid://shopify/ProductVariant/46355750125863;PI01477;Default Title;8900.0;8900.0;gid://shopify/Product/8577870004519;Pingente Dolce Vita | Ouro Amarelo 18K com Olho De Tigre e Safiras;6;1;3;PI01477
gid://shopify/ProductVariant/46355751239975;PI01481;Default Title;10500.0;10500.0;gid://shopify/Product/8577870135591;Pingente Dolce Vita | Ouro Amarelo 18K e Crisoprásio;5;1;3;PI01481
gid://shopify/ProductVariant/46355752517927;PI01484;Default Title;10500.0;10500.0;gid://shopify/Product/8577870299431;Pingente Dolce Vita | Ouro Amarelo 18K e Olho De Tigre;5;1;3;PI01484
gid://shopify/ProductVariant/46355790758183;BR06494T;Default Title;14500.0;14500.0;gid://shopify/Product/8577874886951;Brinco Vita | Ouro Amarelo 18K com Quartzo e Safiras;6;1;3;BR06494T
gid://shopify/ProductVariant/46355792429351;PI01478;Default Title;8900.0;8900.0;gid://shopify/Product/8577875149095;Pingente Dolce Vita | Ouro Rosa 18K com Opala e Safiras;6;1;3;PI01478
gid://shopify/ProductVariant/46356154155303;CL04313;Default Title;3500.0;3500.0;gid://shopify/Product/8577922335015;Colar JV MAN II De Prata Com Ouro Branco;9;1;2;CL04313
gid://shopify/ProductVariant/46356154351911;CL04314;Default Title;3500.0;3500.0;gid://shopify/Product/8577922466087;Colar JV MAN II De Prata Com Ródio Negro;6;1;2;CL04314
gid://shopify/ProductVariant/46356154417447;CO01305;Default Title;1550.0;1550.0;gid://shopify/Product/8577922531623;Corrente JV MAN II De Prata Com Ródio Negro;12;1;2;CO01305
gid://shopify/ProductVariant/46356154482983;CO01308;Default Title;1550.0;1550.0;gid://shopify/Product/8577922564391;Corrente JV MAN II De Prata Com Ouro Branco;8;1;2;CO01308
gid://shopify/ProductVariant/46356154614055;PI01321;Default Title;1800.0;1800.0;gid://shopify/Product/8577922662695;Pingente JV MAN II De Prata Com Ródio Negro E Diamante Negro;6;1;2;PI01321
gid://shopify/ProductVariant/46356154712359;PI01330;Default Title;3200.0;3200.0;gid://shopify/Product/8577922728231;Pingente JV MAN II De Prata Com Ródio Negro E Diamante Negro;7;1;2;PI01330
gid://shopify/ProductVariant/46356157727015;PI01320;Default Title;1980.0;1980.0;gid://shopify/Product/8577922957607;Pingente JV MAN II De Prata Com Ródio Negro E Esmeralda;6;1;2;PI01320
gid://shopify/ProductVariant/46356159562023;PI01315;Default Title;950.0;950.0;gid://shopify/Product/8577923219751;Pingente JV MAN II De Prata Com Ródio Negro E Ágata;5;1;2;PI01315
gid://shopify/ProductVariant/46356161265959;PI01318;Default Title;950.0;950.0;gid://shopify/Product/8577923416359;Pingente JV MAN II De Prata Com Ródio Negro E Olho De Tigre;7;1;2;PI01318
gid://shopify/ProductVariant/46356163035431;PI01319;Default Title;950.0;950.0;gid://shopify/Product/8577923678503;Pingente JV MAN II De Prata Com Ródio Negro E Malaquita;0;1;2;PI01319
gid://shopify/ProductVariant/46356164804903;PI01331;Default Title;950.0;950.0;gid://shopify/Product/8577923907879;Pingente JV MAN II De Prata Com Ródio Negro;7;1;3;PI01331
gid://shopify/ProductVariant/46356165984551;PI01333;Default Title;950.0;950.0;gid://shopify/Product/8577924071719;Pingente JV MAN II De Prata Com Ouro Branco;5;1;6;PI01333
gid://shopify/ProductVariant/46356167262503;PU01853T;M;6500.0;6500.0;gid://shopify/Product/8577924268327;Pulseira JV MAN II De Prata Com Ródio Negro E Diamante Negro;11;2;2;PU01853T
gid://shopify/ProductVariant/46356170703143;PU01852T;P;6500.0;6500.0;gid://shopify/Product/8577925054759;Pulseira JV MAN II De Prata Com Ródio Negro;11;2;1;PU01852T
gid://shopify/ProductVariant/46356181352743;PU01862T;PP;2700.0;2700.0;gid://shopify/Product/8577926824231;Pulseira JV MAN II De Prata Com Ródio Negro;1;1;0;PU01862T
gid://shopify/ProductVariant/46356183122215;PU01868T;P;2900.0;2900.0;gid://shopify/Product/8577927053607;Pulseira JV MAN II De Prata Com Ródio Negro;12;3;3;PU01868T
gid://shopify/ProductVariant/46356188561703;PU01873T;P;2900.0;2900.0;gid://shopify/Product/8577927676199;Pulseira JV MAN II De Prata Com Ouro Branco;8;2;3;PU01873T
gid://shopify/ProductVariant/46356210614567;PU01855T;P;1590.0;1590.0;gid://shopify/Product/8577930985767;Pulseira JV MAN II De Prata Com Ródio Negro;31;4;2;PU01855T
gid://shopify/ProductVariant/46356211204391;PU01858T;P;1590.0;1590.0;gid://shopify/Product/8577931280679;Pulseira JV MAN II De Prata Com Ouro Branco;29;4;2;PU01858T
gid://shopify/ProductVariant/46356289356071;PU01900T;P;1590.0;1590.0;gid://shopify/Product/8577941307687;Pulseira JV MAN II De Prata Com Ródio Negro Fosco;26;4;1;PU01900T
gid://shopify/ProductVariant/46356295876903;PU01904T;P;1590.0;1590.0;gid://shopify/Product/8577942192423;Pulseira JV MAN II De Prata Com Ouro Branco Fosco;22;4;1;PU01904T
gid://shopify/ProductVariant/46356299809063;PU01885T;P;2700.0;2700.0;gid://shopify/Product/8577943175463;Pulseira JV MAN II De Prata Com Ouro Branco Fosco;24;4;2;PU01885T
gid://shopify/ProductVariant/46356303970599;PU01890T;GG;2700.0;2700.0;gid://shopify/Product/8577943830823;Pulseira JV MAN II De Prata Com Ródio Negro Fosco;34;4;1;PU01890T
gid://shopify/ProductVariant/46356305084711;PU01892T;P;2900.0;2900.0;gid://shopify/Product/8577943961895;Pulseira JV MAN II De Prata Com Ródio Negro Fosco;7;1;2;PU01892T
gid://shopify/ProductVariant/46356306788647;PU01893T;P;2900.0;2900.0;gid://shopify/Product/8577944191271;Pulseira JV MAN II De Prata Com Ouro Branco Fosco;5;1;2;PU01893T
gid://shopify/ProductVariant/46356311638311;PU01909T;M;6500.0;5900.0;gid://shopify/Product/8577944781095;Pulseira JV MAN II De Prata Com Ródio Negro Fosco E Diamante Negro;20;4;1;PU01909T
gid://shopify/ProductVariant/46356739948839;BR06212T;Default Title;1600.0;1600.0;gid://shopify/Product/8577997570343;Brinco Mini Argola Rock | Prata com Ouro Amarelo 18K;8;1;5;BR06212T
gid://shopify/ProductVariant/46356741456167;BR06209T;Default Title;2100.0;2100.0;gid://shopify/Product/8577997734183;Brinco Earhook Rock | Prata com Ouro Amarelo 18K;17;1;5;BR06209T
gid://shopify/ProductVariant/46356780319015;BR06207T;Default Title;3200.0;3200.0;gid://shopify/Product/8578001436967;Brinco Dois Elos Rock  | Prata com Ouro Amarelo 18K;15;1;5;BR06207T
gid://shopify/ProductVariant/46356781859111;CL04525;Default Title;8900.0;8900.0;gid://shopify/Product/8578001633575;Colar Chain Rock| Prata com Ouro Amarelo 18K;10;1;4;CL04525
gid://shopify/ProductVariant/46356783464743;PI01383;Default Title;1100.0;1100.0;gid://shopify/Product/8578001797415;Piercing Rock | Prata Com Ouro Amarelo 18K;10;1;4;PI01383
gid://shopify/ProductVariant/46356784415015;PI01387;P;700.0;700.0;gid://shopify/Product/8578001961255;Pingente Rock Retangular - P | Prata com Ouro Amarelo 18K e Quartzo;0;1;3;PI01387
gid://shopify/ProductVariant/46356785791271;PI01388;G;1300.0;1300.0;gid://shopify/Product/8578002092327;Pingente Rock Retangular - G | Prata com Ouro Amarelo 18K e Quartzo;0;1;3;PI01388
gid://shopify/ProductVariant/46356787200295;PI01389;P;650.0;650.0;gid://shopify/Product/8578002256167;Pingente Rock Gota Pequeno - P | Prata com Ouro Amarelo 18K e Quartzo;2;1;3;PI01389
gid://shopify/ProductVariant/46356787626279;PI01390;G;1050.0;1050.0;gid://shopify/Product/8578002387239;Pingente Rock Gota - G | Prata com Ouro Amarelo 18K e Quartzo;6;1;3;PI01390
gid://shopify/ProductVariant/46356788019495;PI01391;P;700.0;700.0;gid://shopify/Product/8578002485543;Pingente Rock Retangular - P | Prata com Ouro Amarelo 18K e Quartzo;1;1;3;PI01391
gid://shopify/ProductVariant/46356788117799;PI01392;P;700.0;700.0;gid://shopify/Product/8578002583847;Pingente Rock Retangular - P | Prata com Ouro Amarelo 18K e Ametista;2;1;3;PI01392
gid://shopify/ProductVariant/46356788871463;PI01393;G;1300.0;1300.0;gid://shopify/Product/8578002682151;Pingente Rock Retangular - G | Prata com Ouro Amarelo 18K e Quartzo;1;1;3;PI01393
gid://shopify/ProductVariant/46356789297447;PI01394;G;1300.0;1300.0;gid://shopify/Product/8578002780455;Pingente Rock Retangular - G | Prata com Ouro Amarelo 18K e Ametista;2;1;3;PI01394
gid://shopify/ProductVariant/46356790083879;PI01395;P;650.0;650.0;gid://shopify/Product/8578002878759;Pingente Rock Gota - P | Prata com Ouro Amarelo 18K e Quartzo;2;1;3;PI01395
gid://shopify/ProductVariant/46356791263527;PI01396;P;650.0;650.0;gid://shopify/Product/8578003042599;Pingente Rock Gota - P | Prata com Ouro Amarelo 18K E Ametista;0;1;3;PI01396
gid://shopify/ProductVariant/46356792869159;PI01397;G;1050.0;1050.0;gid://shopify/Product/8578003173671;Pingente Rock Gota - G | Prata com Ouro Amarelo 18K e Quartzo;6;1;3;PI01397
gid://shopify/ProductVariant/46356794474791;PI01398;G;1050.0;1050.0;gid://shopify/Product/8578003304743;Pingente Rock Gota - G | Prata com Ouro Amarelo 18K e Ametista;5;1;3;PI01398
gid://shopify/ProductVariant/46356795621671;PI01460;P;700.0;700.0;gid://shopify/Product/8578003501351;Pingente Rock Chain De Prata Com Ouro Amarelo E Quartzo - P;0;1;0;PI01460
gid://shopify/ProductVariant/46356797718823;PI01461;P;700.0;700.0;gid://shopify/Product/8578003730727;Pingente Rock Chain De Prata Com Ouro Amarelo E Ametista - P;3;1;0;PI01461
gid://shopify/ProductVariant/46356799652135;PI01462;P;650.0;650.0;gid://shopify/Product/8578004189479;Pingente Rock Chain De Prata Com Ouro Amarelo E Quartzo - P;2;1;0;PI01462
gid://shopify/ProductVariant/46356800930087;PI01463;Default Title;2900.0;2900.0;gid://shopify/Product/8578004353319;Pingente Rock Gota Maxi | Prata com Ouro Amarelo 18K e Quartzo;0;1;3;PI01463
gid://shopify/ProductVariant/46356802502951;PI01466;Default Title;2900.0;2900.0;gid://shopify/Product/8578004549927;Pingente Rock Gota Maxi | Prata com Ouro Amarelo 18K e Quartzo;0;1;2;PI01466
gid://shopify/ProductVariant/46356803649831;PI01467;Default Title;2900.0;2900.0;gid://shopify/Product/8578004975911;Pingente Rock Retangular Maxi | Prata com Ouro Amarelo 18K e Quartzo;4;1;2;PI01467
gid://shopify/ProductVariant/46356804993319;PI01380;Default Title;450.0;450.0;gid://shopify/Product/8578005106983;Clip Rock | Prata Com Ouro Amarelo 18K;11;1;4;PI01380
gid://shopify/ProductVariant/46356807024935;PU02014T;P;2800.0;2800.0;gid://shopify/Product/8578005369127;Pulseira Rock Chain | Prata com Ouro Amarelo 18K;24;3;5;PU02014T
gid://shopify/ProductVariant/46356811415847;PU02067T;P;2800.0;2800.0;gid://shopify/Product/8578005827879;Pulseira Rock Chain - P | Prata com Ródio Negro;24;3;3;PU02067T
gid://shopify/ProductVariant/46356815282471;PU02007T;P;5100.0;5100.0;gid://shopify/Product/8578006384935;Pulseira Chain Rock | Prata com Ouro Amarelo 18K;21;3;4;PU02007T
gid://shopify/ProductVariant/46356876001575;PI01464;Default Title;2900.0;2900.0;gid://shopify/Product/8578012283175;Pingente Rock Retangular Maxi | Prata com Ouro Amarelo 18K e Quartzo Negro;0;1;2;PI01464
gid://shopify/ProductVariant/46356878721319;AB01009;Default Title;1100.0;1100.0;gid://shopify/Product/8578012905767;ABOTOADURA JV MAN | PRATA COM RÓDIO NEGRO;5;1;2;AB01009
gid://shopify/ProductVariant/46356879868199;AB01010;Default Title;8500.0;5100.0;gid://shopify/Product/8578013069607;ABOTOADURA JV MAN | PRATA COM RÓDIO NEGRO;1;1;1;AB01010
gid://shopify/ProductVariant/46356881801511;AB01011;Default Title;1100.0;;gid://shopify/Product/8578013233447;ABOTUADURA JV MAN | PRATA COM OURO BRANCO 18K;5;1;2;AB01011
gid://shopify/ProductVariant/46356883669287;CL01134;P;8400.0;8400.0;gid://shopify/Product/8578013364519;Colar JV MAN De Ouro Branco 18K Com Ródio Negro E Diamante Negro - P;9;1;2;CL01134
gid://shopify/ProductVariant/46356885307687;CL01133;P;8400.0;8400.0;gid://shopify/Product/8578013528359;Colar JV MAN De Ouro Branco 18K E Diamante Negro - P;5;1;3;CL01133
gid://shopify/ProductVariant/46356887142695;CL01116;Default Title;4100.0;4100.0;gid://shopify/Product/8578013757735;Colar JV MAN De Prata Com Ródio Negro E Diamante Negro;15;1;3;CL01116
gid://shopify/ProductVariant/46357419032871;CO0939R;F;1900.0;1900.0;gid://shopify/Product/8578164850983;Pingente Letra De Ouro Rosa 18K E Diamante;28;8;0;CO0939R
gid://shopify/ProductVariant/46357419065639;CO0942R;I;1900.0;1900.0;gid://shopify/Product/8578164850983;Pingente Letra De Ouro Rosa 18K E Diamante;28;8;0;CO0942R
gid://shopify/ProductVariant/46357419098407;CO0950R;Q;1900.0;1900.0;gid://shopify/Product/8578164850983;Pingente Letra De Ouro Rosa 18K E Diamante;28;8;0;CO0950R
gid://shopify/ProductVariant/46357419131175;CO0954R;U;1900.0;1900.0;gid://shopify/Product/8578164850983;Pingente Letra De Ouro Rosa 18K E Diamante;28;8;0;CO0954R
gid://shopify/ProductVariant/46357419163943;CO0956R;W;2100.0;2100.0;gid://shopify/Product/8578164850983;Pingente Letra De Ouro Rosa 18K E Diamante;28;8;0;CO0956R
gid://shopify/ProductVariant/46357419196711;CO0957R;X;1900.0;1900.0;gid://shopify/Product/8578164850983;Pingente Letra De Ouro Rosa 18K E Diamante;28;8;0;CO0957R
gid://shopify/ProductVariant/46357419229479;CO0958R;Y;1900.0;1900.0;gid://shopify/Product/8578164850983;Pingente Letra De Ouro Rosa 18K E Diamante;28;8;0;CO0958R
gid://shopify/ProductVariant/46357419262247;CO0959R;Z;1800.0;1800.0;gid://shopify/Product/8578164850983;Pingente Letra De Ouro Rosa 18K E Diamante;28;8;0;CO0959R
gid://shopify/ProductVariant/46357420278055;CO0935A;B;2100.0;2100.0;gid://shopify/Product/8578165080359;Pingente Letra De Ouro Amarelo 18K E Diamante;62;8;0;CO0935A
gid://shopify/ProductVariant/46357420310823;CO0937A;D;1900.0;1900.0;gid://shopify/Product/8578165080359;Pingente Letra De Ouro Amarelo 18K E Diamante;62;8;0;CO0937A
gid://shopify/ProductVariant/46357420343591;CO0942A;I;1900.0;1900.0;gid://shopify/Product/8578165080359;Pingente Letra De Ouro Amarelo 18K E Diamante;62;8;0;CO0942A
gid://shopify/ProductVariant/46357420376359;CO0950A;Q;1900.0;1900.0;gid://shopify/Product/8578165080359;Pingente Letra De Ouro Amarelo 18K E Diamante;62;8;0;CO0950A
gid://shopify/ProductVariant/46357420409127;CO0954A;U;1900.0;1900.0;gid://shopify/Product/8578165080359;Pingente Letra De Ouro Amarelo 18K E Diamante;62;8;0;CO0954A
gid://shopify/ProductVariant/46357420441895;CO0956A;W;2100.0;2100.0;gid://shopify/Product/8578165080359;Pingente Letra De Ouro Amarelo 18K E Diamante;62;8;0;CO0956A
gid://shopify/ProductVariant/46357420474663;CO0957A;X;1900.0;1900.0;gid://shopify/Product/8578165080359;Pingente Letra De Ouro Amarelo 18K E Diamante;62;8;0;CO0957A
gid://shopify/ProductVariant/46357420507431;CO0958A;Y;1900.0;1900.0;gid://shopify/Product/8578165080359;Pingente Letra De Ouro Amarelo 18K E Diamante;62;8;0;CO0958A
gid://shopify/ProductVariant/46357420736807;CO0934B;A;1900.0;1900.0;gid://shopify/Product/8578165244199;Pingente Letra De Ouro Branco 18K E Diamante;141;23;0;CO0934B
gid://shopify/ProductVariant/46357420769575;CO0935B;B;2100.0;2100.0;gid://shopify/Product/8578165244199;Pingente Letra De Ouro Branco 18K E Diamante;141;23;0;CO0935B
gid://shopify/ProductVariant/46357420802343;CO0936B;C;1900.0;1900.0;gid://shopify/Product/8578165244199;Pingente Letra De Ouro Branco 18K E Diamante;141;23;0;CO0936B
gid://shopify/ProductVariant/46357420835111;CO0937B;D;1900.0;1900.0;gid://shopify/Product/8578165244199;Pingente Letra De Ouro Branco 18K E Diamante;141;23;0;CO0937B
gid://shopify/ProductVariant/46357420867879;CO0938B;E;1900.0;1900.0;gid://shopify/Product/8578165244199;Pingente Letra De Ouro Branco 18K E Diamante;141;23;0;CO0938B
gid://shopify/ProductVariant/46357420900647;CO0939B;F;1800.0;1800.0;gid://shopify/Product/8578165244199;Pingente Letra De Ouro Branco 18K E Diamante;141;23;0;CO0939B
gid://shopify/ProductVariant/46357420933415;CO0940B;G;1900.0;1900.0;gid://shopify/Product/8578165244199;Pingente Letra De Ouro Branco 18K E Diamante;141;23;0;CO0940B
gid://shopify/ProductVariant/46357420966183;CO0941B;H;1900.0;1900.0;gid://shopify/Product/8578165244199;Pingente Letra De Ouro Branco 18K E Diamante;141;23;0;CO0941B
gid://shopify/ProductVariant/46357420998951;CO0942B;I;1900.0;1900.0;gid://shopify/Product/8578165244199;Pingente Letra De Ouro Branco 18K E Diamante;141;23;0;CO0942B
gid://shopify/ProductVariant/46357421064487;CO0943B;J;1800.0;1800.0;gid://shopify/Product/8578165244199;Pingente Letra De Ouro Branco 18K E Diamante;141;23;0;CO0943B
gid://shopify/ProductVariant/46357421097255;CO0944B;K;1900.0;1900.0;gid://shopify/Product/8578165244199;Pingente Letra De Ouro Branco 18K E Diamante;141;23;0;CO0944B
gid://shopify/ProductVariant/46357421130023;CO0945B;L;1900.0;1900.0;gid://shopify/Product/8578165244199;Pingente Letra De Ouro Branco 18K E Diamante;141;23;0;CO0945B
gid://shopify/ProductVariant/46357421162791;CO0946B;M;1900.0;1900.0;gid://shopify/Product/8578165244199;Pingente Letra De Ouro Branco 18K E Diamante;141;23;0;CO0946B
gid://shopify/ProductVariant/46357421195559;CO0947B;N;1900.0;1900.0;gid://shopify/Product/8578165244199;Pingente Letra De Ouro Branco 18K E Diamante;141;23;0;CO0947B
gid://shopify/ProductVariant/46357421228327;CO0948B;O;1900.0;1900.0;gid://shopify/Product/8578165244199;Pingente Letra De Ouro Branco 18K E Diamante;141;23;0;CO0948B
gid://shopify/ProductVariant/46357421261095;CO0949B;P;1900.0;1900.0;gid://shopify/Product/8578165244199;Pingente Letra De Ouro Branco 18K E Diamante;141;23;0;CO0949B
gid://shopify/ProductVariant/46357421293863;CO0950B;Q;1900.0;1900.0;gid://shopify/Product/8578165244199;Pingente Letra De Ouro Branco 18K E Diamante;141;23;0;CO0950B
gid://shopify/ProductVariant/46357421326631;CO0951B;R;1900.0;1900.0;gid://shopify/Product/8578165244199;Pingente Letra De Ouro Branco 18K E Diamante;141;23;0;CO0951B
gid://shopify/ProductVariant/46357421359399;CO0954B;U;1900.0;1900.0;gid://shopify/Product/8578165244199;Pingente Letra De Ouro Branco 18K E Diamante;141;23;0;CO0954B
gid://shopify/ProductVariant/46357421392167;CO0956B;W;2100.0;2100.0;gid://shopify/Product/8578165244199;Pingente Letra De Ouro Branco 18K E Diamante;141;23;0;CO0956B
gid://shopify/ProductVariant/46357421424935;CO0957B;X;1900.0;1900.0;gid://shopify/Product/8578165244199;Pingente Letra De Ouro Branco 18K E Diamante;141;23;0;CO0957B
gid://shopify/ProductVariant/46357421457703;CO0958B;Y;1900.0;1900.0;gid://shopify/Product/8578165244199;Pingente Letra De Ouro Branco 18K E Diamante;141;23;0;CO0958B
gid://shopify/ProductVariant/46357421490471;CO0959B;Z;1900.0;1900.0;gid://shopify/Product/8578165244199;Pingente Letra De Ouro Branco 18K E Diamante;141;23;0;CO0959B
gid://shopify/ProductVariant/46358265463079;PI01428;A;1700.0;1400.0;gid://shopify/Product/8578290483495;Pingente Letra Rock Chain | Prata Com Ouro Amarelo e Diamantes;161;26;29;PI01428
gid://shopify/ProductVariant/46358265495847;PI01429;B;1700.0;1400.0;gid://shopify/Product/8578290483495;Pingente Letra Rock Chain | Prata Com Ouro Amarelo e Diamantes;161;26;29;PI01429
gid://shopify/ProductVariant/46358265528615;PI01430;C;1700.0;1400.0;gid://shopify/Product/8578290483495;Pingente Letra Rock Chain | Prata Com Ouro Amarelo e Diamantes;161;26;29;PI01430
gid://shopify/ProductVariant/46358265561383;PI01431;D;1700.0;1400.0;gid://shopify/Product/8578290483495;Pingente Letra Rock Chain | Prata Com Ouro Amarelo e Diamantes;161;26;29;PI01431
gid://shopify/ProductVariant/46358265594151;PI01432;E;1700.0;1400.0;gid://shopify/Product/8578290483495;Pingente Letra Rock Chain | Prata Com Ouro Amarelo e Diamantes;161;26;29;PI01432
gid://shopify/ProductVariant/46358265626919;PI01433;F;1700.0;1400.0;gid://shopify/Product/8578290483495;Pingente Letra Rock Chain | Prata Com Ouro Amarelo e Diamantes;161;26;29;PI01433
gid://shopify/ProductVariant/46358265659687;PI01434;G;1700.0;1400.0;gid://shopify/Product/8578290483495;Pingente Letra Rock Chain | Prata Com Ouro Amarelo e Diamantes;161;26;29;PI01434
gid://shopify/ProductVariant/46358265692455;PI01435;H;1700.0;1400.0;gid://shopify/Product/8578290483495;Pingente Letra Rock Chain | Prata Com Ouro Amarelo e Diamantes;161;26;29;PI01435
gid://shopify/ProductVariant/46358265725223;PI01436;I;1700.0;1400.0;gid://shopify/Product/8578290483495;Pingente Letra Rock Chain | Prata Com Ouro Amarelo e Diamantes;161;26;29;PI01436
gid://shopify/ProductVariant/46358265757991;PI01437;J;1700.0;1400.0;gid://shopify/Product/8578290483495;Pingente Letra Rock Chain | Prata Com Ouro Amarelo e Diamantes;161;26;29;PI01437
gid://shopify/ProductVariant/46358265790759;PI01438;K;1700.0;1400.0;gid://shopify/Product/8578290483495;Pingente Letra Rock Chain | Prata Com Ouro Amarelo e Diamantes;161;26;29;PI01438
gid://shopify/ProductVariant/46358265823527;PI01439;L;1700.0;1400.0;gid://shopify/Product/8578290483495;Pingente Letra Rock Chain | Prata Com Ouro Amarelo e Diamantes;161;26;29;PI01439
gid://shopify/ProductVariant/46358265856295;PI01440;M;1700.0;1400.0;gid://shopify/Product/8578290483495;Pingente Letra Rock Chain | Prata Com Ouro Amarelo e Diamantes;161;26;29;PI01440
gid://shopify/ProductVariant/46358265889063;PI01441;N;1700.0;1400.0;gid://shopify/Product/8578290483495;Pingente Letra Rock Chain | Prata Com Ouro Amarelo e Diamantes;161;26;29;PI01441
gid://shopify/ProductVariant/46358265921831;PI01442;O;1700.0;1400.0;gid://shopify/Product/8578290483495;Pingente Letra Rock Chain | Prata Com Ouro Amarelo e Diamantes;161;26;29;PI01442
gid://shopify/ProductVariant/46358265954599;PI01443;P;1700.0;1400.0;gid://shopify/Product/8578290483495;Pingente Letra Rock Chain | Prata Com Ouro Amarelo e Diamantes;161;26;29;PI01443
gid://shopify/ProductVariant/46358265987367;PI01444;Q;1700.0;1400.0;gid://shopify/Product/8578290483495;Pingente Letra Rock Chain | Prata Com Ouro Amarelo e Diamantes;161;26;29;PI01444
gid://shopify/ProductVariant/46358266020135;PI01445;R;1700.0;1400.0;gid://shopify/Product/8578290483495;Pingente Letra Rock Chain | Prata Com Ouro Amarelo e Diamantes;161;26;29;PI01445
gid://shopify/ProductVariant/46358266052903;PI01446;S;1700.0;1400.0;gid://shopify/Product/8578290483495;Pingente Letra Rock Chain | Prata Com Ouro Amarelo e Diamantes;161;26;29;PI01446
gid://shopify/ProductVariant/46358266085671;PI01447;T;1700.0;1400.0;gid://shopify/Product/8578290483495;Pingente Letra Rock Chain | Prata Com Ouro Amarelo e Diamantes;161;26;29;PI01447
gid://shopify/ProductVariant/46358266118439;PI01448;U;1700.0;1400.0;gid://shopify/Product/8578290483495;Pingente Letra Rock Chain | Prata Com Ouro Amarelo e Diamantes;161;26;29;PI01448
gid://shopify/ProductVariant/46358266151207;PI01449;V;1700.0;1400.0;gid://shopify/Product/8578290483495;Pingente Letra Rock Chain | Prata Com Ouro Amarelo e Diamantes;161;26;29;PI01449
gid://shopify/ProductVariant/46358266183975;PI01450;W;1700.0;1400.0;gid://shopify/Product/8578290483495;Pingente Letra Rock Chain | Prata Com Ouro Amarelo e Diamantes;161;26;29;PI01450
gid://shopify/ProductVariant/46358266216743;PI01451;X;1700.0;1400.0;gid://shopify/Product/8578290483495;Pingente Letra Rock Chain | Prata Com Ouro Amarelo e Diamantes;161;26;29;PI01451
gid://shopify/ProductVariant/46358266249511;PI01452;Y;1700.0;1400.0;gid://shopify/Product/8578290483495;Pingente Letra Rock Chain | Prata Com Ouro Amarelo e Diamantes;161;26;29;PI01452
gid://shopify/ProductVariant/46358266282279;PI01453;Z;1700.0;1400.0;gid://shopify/Product/8578290483495;Pingente Letra Rock Chain | Prata Com Ouro Amarelo e Diamantes;161;26;29;PI01453
gid://shopify/ProductVariant/46358387949863;PI01149;A;1000.0;750.0;gid://shopify/Product/8578318860583;Pingente Pop De Prata Com Ouro Amarelo - M;221;26;0;PI01149
gid://shopify/ProductVariant/46358387982631;PI01150;B;1000.0;750.0;gid://shopify/Product/8578318860583;Pingente Pop De Prata Com Ouro Amarelo - M;221;26;0;PI01150
gid://shopify/ProductVariant/46358388015399;PI01151;C;1000.0;750.0;gid://shopify/Product/8578318860583;Pingente Pop De Prata Com Ouro Amarelo - M;221;26;0;PI01151
gid://shopify/ProductVariant/46358388048167;PI01152;D;1000.0;750.0;gid://shopify/Product/8578318860583;Pingente Pop De Prata Com Ouro Amarelo - M;221;26;0;PI01152
gid://shopify/ProductVariant/46358388080935;PI01153;E;1000.0;750.0;gid://shopify/Product/8578318860583;Pingente Pop De Prata Com Ouro Amarelo - M;221;26;0;PI01153
gid://shopify/ProductVariant/46358388113703;PI01154;F;1000.0;750.0;gid://shopify/Product/8578318860583;Pingente Pop De Prata Com Ouro Amarelo - M;221;26;0;PI01154
gid://shopify/ProductVariant/46358388146471;PI01155;G;1000.0;750.0;gid://shopify/Product/8578318860583;Pingente Pop De Prata Com Ouro Amarelo - M;221;26;0;PI01155
gid://shopify/ProductVariant/46358388179239;PI01156;H;1000.0;750.0;gid://shopify/Product/8578318860583;Pingente Pop De Prata Com Ouro Amarelo - M;221;26;0;PI01156
gid://shopify/ProductVariant/46358388212007;PI01157;I;1000.0;750.0;gid://shopify/Product/8578318860583;Pingente Pop De Prata Com Ouro Amarelo - M;221;26;0;PI01157
gid://shopify/ProductVariant/46358388244775;PI01158;J;1000.0;750.0;gid://shopify/Product/8578318860583;Pingente Pop De Prata Com Ouro Amarelo - M;221;26;0;PI01158
gid://shopify/ProductVariant/46358388277543;PI01159;K;1000.0;750.0;gid://shopify/Product/8578318860583;Pingente Pop De Prata Com Ouro Amarelo - M;221;26;0;PI01159
gid://shopify/ProductVariant/46358388310311;PI01160;L;1000.0;750.0;gid://shopify/Product/8578318860583;Pingente Pop De Prata Com Ouro Amarelo - M;221;26;0;PI01160
gid://shopify/ProductVariant/46358388343079;PI01161;M;1000.0;750.0;gid://shopify/Product/8578318860583;Pingente Pop De Prata Com Ouro Amarelo - M;221;26;0;PI01161
gid://shopify/ProductVariant/46358388375847;PI01162;N;1000.0;750.0;gid://shopify/Product/8578318860583;Pingente Pop De Prata Com Ouro Amarelo - M;221;26;0;PI01162
gid://shopify/ProductVariant/46358388408615;PI01163;O;1000.0;750.0;gid://shopify/Product/8578318860583;Pingente Pop De Prata Com Ouro Amarelo - M;221;26;0;PI01163
gid://shopify/ProductVariant/46358388441383;PI01164;P;1000.0;750.0;gid://shopify/Product/8578318860583;Pingente Pop De Prata Com Ouro Amarelo - M;221;26;0;PI01164
