Cod_Cliente;Message_Error
CFTH001678;Email has already been taken
CFTH000396;Email has already been taken
CFTH000228;Email has already been taken
CBEL005225;Email has already been taken
CFTH001462;Email has already been taken
CFTH000884;Email has already been taken
CFTH006768;Email has already been taken
CFSM010665;Email has already been taken
CWEB000531;Email has already been taken
CFTH000118;Email has already been taken
CMAT012818;Email has already been taken
CIGU011606;Email has already been taken
CMAT003524;Email has already been taken
CIGU011607;Email has already been taken
CIGU002625;Email has already been taken
CIGU012328;Email has already been taken
CIGU012614;Email has already been taken
CIGU011608;Email has already been taken
CFSM010535;Email has already been taken
CIGU011605;Email has already been taken
CIGU001326;Email has already been taken
CIGU011602;Email has already been taken
CIGU011964;Email has already been taken
CFTH002204;Email has already been taken
CFTH000375;Email has already been taken
CFTH001673;Email has already been taken
CIGU002567;Email has already been taken
CIGU001005;Email has already been taken
CIGU013931;Email has already been taken
CFSM010306;Email has already been taken
CIGU001076;Email has already been taken
CNK 000201;Email has already been taken
CCUR000497;Email has already been taken
CMAT001993;Email has already been taken
CIGU010847;Email has already been taken
CWEB000563;Email has already been taken
CWEB000484;Email has already been taken
CIGU010462;Email has already been taken
CIGU012327;Email has already been taken
CIGU013426;Email has already been taken
CIGU000549;Email has already been taken
CIGU013858;Email has already been taken
CWEB001441;Email has already been taken
CBAT003482;Email has already been taken
CMAT004301;Email has already been taken
CIGU011604;Email has already been taken
CNK 000030;Email has already been taken
CMAT002563;Email has already been taken
CMAT001478;Email has already been taken
CIGU012326;Email has already been taken
CIGU012069;Email has already been taken
CDES000704;Email has already been taken
CIGU011610;Email has already been taken
CFTH011868;Email has already been taken
CIGU011609;Email has already been taken
CWEB001135;Email has already been taken
CFTH000246;Email has already been taken
CIGU011221;Email has already been taken
CWEB000830;Email has already been taken
CWEB001273;Email has already been taken
CFTH012048;Email has already been taken
CIGU010727;Email has already been taken
CFTH000107;Email has already been taken
CWEB000704;Email has already been taken
CWEB000635;Email has already been taken
CFTH009004;Email has already been taken
CWEB000006;Email has already been taken
CWEB000593;Email has already been taken
CFSM000159;Email has already been taken
CIGL001438;Email has already been taken
CFTH002518;Email has already been taken
CFFL000143;Email has already been taken
CMAT001484;Email has already been taken
CMAT000641;Email has already been taken
CIGU015606;Email has already been taken
CIGL000266;Email has already been taken
CMAT001475;Email has already been taken
CBEL005084;Email has already been taken
CBEL005585;Email has already been taken
CIGU012592;Email has already been taken
CRIB000052;Email has already been taken
CWEB000082;Email has already been taken
CFTH000240;Email has already been taken
CWEB000714;Email has already been taken
CFTH011978;Email has already been taken
CFTH001810;Email has already been taken
CIGU010204;Email has already been taken
CWEB001190;Email has already been taken
CFTH011787;Email has already been taken
CIGU010005;Email has already been taken
CFTH001740;Email has already been taken
CFSM011155;Email has already been taken
CFTH001322;Email has already been taken
CWEB000304;Email has already been taken
CFTH000051;Email has already been taken
CWEB000535;Email has already been taken
CFTH010020;Email has already been taken
CFTH001574;Email has already been taken
CBEL019198;Email has already been taken
CFTH009007;Email has already been taken
CWEB001037;Email has already been taken
CIGU011516;Email has already been taken
CFSM010913;Email has already been taken
CFSM000960;Email has already been taken
CWEB000071;Email has already been taken
CNK 000265;Email has already been taken
CNK 000194;Email has already been taken
CIGU011859;Email has already been taken
CIGU013985;Email has already been taken
CRIB000078;Email has already been taken
CIGU000744;Email has already been taken
CWEB000574;Email has already been taken
CFTH000287;Email has already been taken
CDAS000093;Email has already been taken
CLMA000015;Email has already been taken
CIGU014853;Email has already been taken
CNK 000390;Email has already been taken
CLMA000183;Email has already been taken
CWEB001172;Email has already been taken
CWEB000386;Email has already been taken
CFFL000009;Email has already been taken
CIGU012908;Email has already been taken
CMAT002743;Email has already been taken
CFTH003038;Email has already been taken
CBEL005113;Email has already been taken
CRIB000088;Email has already been taken
CIGU002290;Email has already been taken
CBEL005499;Email has already been taken
CNK 000361;Email has already been taken
CFSM010280;Email has already been taken
CIGU001371;Email has already been taken
CBEL019312;Email has already been taken
CIGU012486;Email has already been taken
CIGU002612;Email has already been taken
CMAT003600;Email has already been taken
CWEB001458;Email has already been taken
CFTH001393;Email has already been taken
CDAS000270;Email has already been taken
CWEB001031;Email has already been taken
CWEB000817;Email has already been taken
CFTH012053;Email has already been taken
CWEB000916;Email has already been taken
CWEB000859;Email has already been taken
CWEB001207;Email has already been taken
CFTH000461;Email has already been taken
CFTH012336;Email has already been taken
CIGU002770;Email has already been taken
CIGU011424;Email has already been taken
CWEB001133;Email has already been taken
CFTH001395;Email has already been taken
CIGU011721;Email has already been taken
CFTH011917;Email has already been taken
CFTH000540;Email has already been taken
CWEB001234;Email has already been taken
CFTH002250;Email has already been taken
CFTH000191;Email has already been taken
CFTH001219;Email has already been taken
CWEB001188;Email has already been taken
CFTH000244;Email has already been taken
CFTH000334;Email has already been taken
CIGU002611;Email has already been taken
CWEB001246;Email has already been taken
CBEL019815;Email has already been taken
CFTH012337;Email has already been taken
CWEB000372;Email has already been taken
CFTH012197;Email has already been taken
CFTH000115;Email has already been taken
CWEB000932;Email has already been taken
CFTH000573;Email has already been taken
CWEB001308;Email has already been taken
CFTH000530;Email has already been taken
CWEB001227;Email has already been taken
CFTH000472;Email has already been taken
CWEB000524;Email has already been taken
CWEB001436;Email has already been taken
CMAT003938;Email has already been taken
CWEB001466;Email has already been taken
CFTH000899;Email has already been taken
CWEB001429;Email has already been taken
CWEB001226;Email has already been taken
CFTH000467;Email has already been taken
CWEB000313;Email has already been taken
CFTH000551;Email has already been taken
CDES000468;Email has already been taken
CWEB000904;Email has already been taken
CIGU013106;Email has already been taken
CIGL001849;Email has already been taken
CIGU014006;Email has already been taken
CWEB000645;Email has already been taken
CWEB000907;Email has already been taken
CFTH001030;Email has already been taken
CWEB001158;Email has already been taken
CWEB000548;Email has already been taken
CBEL019083;Email has already been taken
CLMA000012;Email has already been taken
CFTH001428;Email has already been taken
CWEB000260;Email has already been taken
CIGL001191;Email has already been taken
CIGU002005;Email has already been taken
CBEL019169;Email has already been taken
CIGU014186;Email has already been taken
CMAT002544;Email has already been taken
CFTH001840;Email has already been taken
CIGU002628;Email has already been taken
CIGU000557;Email has already been taken
CDAS000203;Email has already been taken
CMAT003700;Email has already been taken
CMAT002950;Email has already been taken
CIGU013131;Email has already been taken
CMAT001508;Email has already been taken
CMAT003220;Email has already been taken
CNK 000231;Email has already been taken
CIGU002692;Email has already been taken
CIGU000730;Email has already been taken
CWEB000127;Email has already been taken
CFSM000028;Email has already been taken
CIGU000403;Email has already been taken
CMAT003754;Email has already been taken
CFTH011537;Email has already been taken
CMAG000141;Email has already been taken
CFTH006629;Email has already been taken
CIGU015125;Email has already been taken
CWEB000455;Email has already been taken
CBEL018878;Email has already been taken
CIGU015598;Email has already been taken
CIGL001174;Email has already been taken
CMAT002603;Email has already been taken
CWEB001054;Email has already been taken
CWEB000395;Email has already been taken
CFTH001501;Email has already been taken
CFSM010532;Email has already been taken
CIGU002399;Email has already been taken
CIGU012319;Email has already been taken
CFSM010876;Email has already been taken
CFSM000974;Email has already been taken
CWEB000192;Email has already been taken
CFTH001479;Email has already been taken
CIGU014354;Email has already been taken
CLMA000011;Email has already been taken
CFSM010159;Email has already been taken
CIGU014110;Email has already been taken
CBEL019499;Email has already been taken
CIGL001176;Email has already been taken
CIGU015658;Email has already been taken
CMAG000140;Email has already been taken
CIGU015359;Email has already been taken
CFSM010448;Email has already been taken
CIGU011944;Email has already been taken
CNK 000344;Email has already been taken
CIGU011134;Email has already been taken
CMAT003576;Email has already been taken
CMAT002477;Email has already been taken
CIGU002024;Email has already been taken
CFSM011117;Email has already been taken
CFSM011118;Email has already been taken
CLMA000111;Email has already been taken
CLMA000082;Email has already been taken
CIGU000263;Email has already been taken
CBEL018592;Email has already been taken
CBEL005617;Email has already been taken
CMAT002935;Email has already been taken
CIGU013492;Email has already been taken
CBEL019476;Email has already been taken
CMAT001404;Email has already been taken
CFTH000168;Email has already been taken
CBEL018668;Email has already been taken
CMAT003440;Email has already been taken
CWEB000479;Email has already been taken
CMAT002828;Email has already been taken
CIGU015653;Email has already been taken
CIGU013199;Email has already been taken
CMAT002720;Email has already been taken
CNK 000180;Email has already been taken
CIGU002471;Email has already been taken
CIGU002442;Email has already been taken
CIGU015177;Email has already been taken
CFSM010746;Email has already been taken
CMAT000361;Email has already been taken
CIGU015326;Email has already been taken
CIGL000946;Email has already been taken
CDES000044;Email has already been taken
CIGU010666;Email has already been taken
CDAS000284;Email has already been taken
CIGL001107;Email has already been taken
CIGL002027;Email has already been taken
CMAT003893;Email has already been taken
CIGU013431;Email has already been taken
CIGU012828;Email has already been taken
CMAT013027;Email has already been taken
CFFL000141;Email has already been taken
PBEL019697;Email has already been taken
CLMA000013;Email has already been taken
CWEB000312;Email has already been taken
CIGL000031;Email has already been taken
CBEL000022;Email has already been taken
CIGL000510;Email has already been taken
CMAT003785;Email has already been taken
CDAS000140;Email has already been taken
CFSM010382;Email has already been taken
CWEB000323;Email has already been taken
CMAT012720;Email has already been taken
CIGU002133;Email has already been taken
CIGU011246;Email has already been taken
CIGU000660;Email has already been taken
CIGU010746;Email has already been taken
CWEB000458;Email is invalid
CMAT001252;Email has already been taken
CFSM000313;Email has already been taken
CIGU001736;Email has already been taken
CIGL000509;Email has already been taken
CMAT013074;Email has already been taken
CNK 000402;Email has already been taken
CWEB000384;Email has already been taken
PIGU001633;Email has already been taken
CNK 000038;Email has already been taken
CIGU013351;Email has already been taken
CWEB000494;Email has already been taken
CBEL005464;Email has already been taken
CWEB000534;Email has already been taken
CFSM011050;Email has already been taken
CMAT000526;Email has already been taken
CMAT000891;Email has already been taken
CIGU000491;Email has already been taken
CWEB000483;Email has already been taken
CMAT001779;Email has already been taken
CIGU000658;Email has already been taken
CIGU001825;Email has already been taken
CWEB001161;Email has already been taken
CIGL000249;Email has already been taken
CMAG000020;Email has already been taken
CMAT003904;Email has already been taken
CDES000637;Email has already been taken
CFTH012086;Email has already been taken
CWEB000510;Email has already been taken
CFSM010814;Email has already been taken
CFSM010180;Email has already been taken
CIGU010964;Email has already been taken
CIGU002976;Email has already been taken
CMAT013986;Email has already been taken
CIGU002527;Email has already been taken
CIGU010653;Email has already been taken
CMAT001153;Email has already been taken
CFTH008968;Email has already been taken
CFSM011164;Email has already been taken
CIGU010077;Email has already been taken
CIGU011041;Email has already been taken
CFTH000474;Email has already been taken
CWEB000319;Email has already been taken
CMAT012703;Email has already been taken
CIGL001733;Email has already been taken
CBAT003016;Email has already been taken
CFSM010920;Email has already been taken
CMAT002315;Email has already been taken
CMAT003249;Email has already been taken
CFTH010312;Email has already been taken
CBEL019071;Email has already been taken
CMAT003742;Email has already been taken
CMAT002322;Email has already been taken
CDES000299;Email has already been taken
CIGU002040;Email has already been taken
CIGU012744;Email has already been taken
CIGU001965;Email has already been taken
CBEL019630;Email has already been taken
CIGL000239;Email has already been taken
CFSM000218;Email has already been taken
CWEB001055;Email has already been taken
CIGU002443;Email has already been taken
CWEB001183;Email has already been taken
CWEB000364;Email has already been taken
CMAT002954;Email has already been taken
CFLO000198;Email has already been taken
CIGU002182;Email has already been taken
CBEL019506;Email has already been taken
CMAT002734;Email has already been taken
CBAT003375;Email has already been taken
CWEB000965;Email has already been taken
CBAT003902;Email has already been taken
CFSM000179;Email has already been taken
CMAT002910;Email has already been taken
CIGU002863;Email has already been taken
CDES000034;Enter a valid phone number to use this delivery method
CFSM010482;Email has already been taken
CIGU012978;Email has already been taken
CWEB000572;Email has already been taken
CNK 000161;Email has already been taken
CMAT013724;Email has already been taken
CIGL000133;Email is invalid
CIGU001559;Email has already been taken
CIGU002352;Email has already been taken
PIGU001583;Email has already been taken
CIGL000623;Email has already been taken
CMAT000047;Enter a valid phone number to use this delivery method
CMAT003880;Email has already been taken
CMAT013222;Email has already been taken
CIGU004051;Email has already been taken
CWEB001437;Email has already been taken
CIGL000418;Enter a valid phone number to use this delivery method
CDAS000332;Email is invalid
CIGU000888;Email has already been taken
CMAT003308;Email has already been taken
CFTH012088;Enter a valid phone number to use this delivery method
CFTH001710;Email has already been taken
CFTH000831;Email has already been taken
CIGU012214;Email has already been taken
CIGU001686;Email has already been taken
PIGU001232;Email has already been taken
CIGU014607;Email has already been taken
CIGU012544;Email has already been taken
CMAT001959;Email has already been taken
CFTH005698;Email has already been taken
CIGU011347;Email has already been taken
CMAT002945;Email has already been taken
CMAT002249;Email has already been taken
