id;title;key;value;__parentId
gid://shopify/Metafield/30885749227815;;pedra;"[""Diamante""]";gid://shopify/Product/8577762427175
gid://shopify/Metafield/30885749260583;;cuidadospeca;"Evite o contato de uma joia com a outra. Guarde-as separadamente nas embalagens fornecidas pela Jack Vartanian;
Com o uso, fechos e tarraxas podem necessitar de ajustes para que fiquem com a pressão adequada. Entre em contato conosco;
Após o uso, aconselhamos limpar a joia com flanela de algodão para tirar possíveis resíduos de produtos como maquiagem e perfume;
Evite o contato com água do mar, cremes, perfumes e produtos químicos.";gid://shopify/Product/8577762427175
gid://shopify/Product/8577762656551;Brinco Ear Cuff Universo De Ouro 18K Com Ródio Negro E Diamante;;;
gid://shopify/Metafield/30885750145319;;genero;"[""Feminino""]";gid://shopify/Product/8577762656551
gid://shopify/Metafield/30885750178087;;metal;Ouro Amarelo;gid://shopify/Product/8577762656551
gid://shopify/Metafield/30885750210855;;cobertura;Ródio Negro;gid://shopify/Product/8577762656551
gid://shopify/Metafield/30885750243623;;pedra;"[""Diamante""]";gid://shopify/Product/8577762656551
gid://shopify/Metafield/30885750276391;;cuidadospeca;"Evite o contato de uma joia com a outra. Guarde-as separadamente nas embalagens fornecidas pela Jack Vartanian;
Com o uso, fechos e tarraxas podem necessitar de ajustes para que fiquem com a pressão adequada. Entre em contato conosco;
Após o uso, aconselhamos limpar a joia com flanela de algodão para tirar possíveis resíduos de produtos como maquiagem e perfume;
Evite o contato com água do mar, cremes, perfumes e produtos químicos.";gid://shopify/Product/8577762656551
gid://shopify/Product/8577762754855;Brinco Ear Cuff Universo De Ouro Branco 18K E Diamante;;;
gid://shopify/Metafield/30885751193895;;genero;"[""Feminino""]";gid://shopify/Product/8577762754855
gid://shopify/Metafield/30885751226663;;metal;Ouro Branco;gid://shopify/Product/8577762754855
gid://shopify/Metafield/30885751259431;;cobertura;Ouro Branco;gid://shopify/Product/8577762754855
gid://shopify/Metafield/30885751292199;;pedra;"[""Diamante""]";gid://shopify/Product/8577762754855
gid://shopify/Metafield/30885751324967;;cuidadospeca;"Evite o contato de uma joia com a outra. Guarde-as separadamente nas embalagens fornecidas pela Jack Vartanian;
Com o uso, fechos e tarraxas podem necessitar de ajustes para que fiquem com a pressão adequada. Entre em contato conosco;
Após o uso, aconselhamos limpar a joia com flanela de algodão para tirar possíveis resíduos de produtos como maquiagem e perfume;
Evite o contato com água do mar, cremes, perfumes e produtos químicos.";gid://shopify/Product/8577762754855
gid://shopify/Product/8577762885927;Brinco Ear Cuff Universo De Ouro Branco 18K E Diamante;;;
gid://shopify/Metafield/30885751554343;;genero;"[""Feminino""]";gid://shopify/Product/8577762885927
gid://shopify/Metafield/30885751587111;;metal;Ouro Branco;gid://shopify/Product/8577762885927
gid://shopify/Metafield/30885751619879;;cobertura;Ouro Branco;gid://shopify/Product/8577762885927
gid://shopify/Metafield/30885751652647;;pedra;"[""Diamante""]";gid://shopify/Product/8577762885927
gid://shopify/Metafield/30885751685415;;cuidadospeca;"Evite o contato de uma joia com a outra. Guarde-as separadamente nas embalagens fornecidas pela Jack Vartanian;
Com o uso, fechos e tarraxas podem necessitar de ajustes para que fiquem com a pressão adequada. Entre em contato conosco;
Após o uso, aconselhamos limpar a joia com flanela de algodão para tirar possíveis resíduos de produtos como maquiagem e perfume;
Evite o contato com água do mar, cremes, perfumes e produtos químicos.";gid://shopify/Product/8577762885927
gid://shopify/Product/8577763016999;Brinco Ear Cuff Universo De Ouro Branco 18K E Diamante;;;
gid://shopify/Metafield/30885752275239;;genero;"[""Feminino""]";gid://shopify/Product/8577763016999
gid://shopify/Metafield/30885752340775;;metal;Ouro Branco;gid://shopify/Product/8577763016999
gid://shopify/Metafield/30885752373543;;cobertura;Ouro Branco;gid://shopify/Product/8577763016999
gid://shopify/Metafield/30885752406311;;pedra;"[""Diamante""]";gid://shopify/Product/8577763016999
gid://shopify/Metafield/30885752439079;;cuidadospeca;"Evite o contato de uma joia com a outra. Guarde-as separadamente nas embalagens fornecidas pela Jack Vartanian;
Com o uso, fechos e tarraxas podem necessitar de ajustes para que fiquem com a pressão adequada. Entre em contato conosco;
Após o uso, aconselhamos limpar a joia com flanela de algodão para tirar possíveis resíduos de produtos como maquiagem e perfume;
Evite o contato com água do mar, cremes, perfumes e produtos químicos.";gid://shopify/Product/8577763016999
gid://shopify/Product/8577767112999;Brinco Whitechain De Prata Com Ouro Branco;;;
gid://shopify/Metafield/30885771739431;;genero;"[""Feminino""]";gid://shopify/Product/8577767112999
gid://shopify/Metafield/30885771772199;;metal;Prata;gid://shopify/Product/8577767112999
gid://shopify/Metafield/30885771804967;;cobertura;Ouro Branco;gid://shopify/Product/8577767112999
gid://shopify/Metafield/30885771870503;;cuidadospeca;"Evite o contato de uma joia com a outra. Guarde-as separadamente nas embalagens fornecidas pela Jack Vartanian;
Com o uso, fechos e tarraxas podem necessitar de ajustes para que fiquem com a pressão adequada. Entre em contato conosco;
Após o uso, aconselhamos limpar a joia com flanela de algodão para tirar possíveis resíduos de produtos como maquiagem e perfume;
Evite o contato com água do mar, cremes, perfumes e produtos químicos;
Para peças em prata o primeiro banho é cortesia;
Para peças ocas, evite atritos ou batidas.";gid://shopify/Product/8577767112999
gid://shopify/Product/8577767375143;Brinco Whitechain De Prata Com Ouro Branco;;;
gid://shopify/Metafield/30885772656935;;genero;"[""Feminino""]";gid://shopify/Product/8577767375143
gid://shopify/Metafield/30885772689703;;metal;Prata;gid://shopify/Product/8577767375143
gid://shopify/Metafield/30885772722471;;cobertura;Ouro Branco;gid://shopify/Product/8577767375143
gid://shopify/Metafield/30885772755239;;cuidadospeca;"Evite o contato de uma joia com a outra. Guarde-as separadamente nas embalagens fornecidas pela Jack Vartanian;
Com o uso, fechos e tarraxas podem necessitar de ajustes para que fiquem com a pressão adequada. Entre em contato conosco;
Após o uso, aconselhamos limpar a joia com flanela de algodão para tirar possíveis resíduos de produtos como maquiagem e perfume;
Evite o contato com água do mar, cremes, perfumes e produtos químicos;
Para peças em prata o primeiro banho é cortesia;
Para peças ocas, evite atritos ou batidas.";gid://shopify/Product/8577767375143
gid://shopify/Product/8577767571751;Colar Whitechain De Prata Com Ouro Branco - G;;;
gid://shopify/Metafield/30885773443367;;genero;"[""Feminino""]";gid://shopify/Product/8577767571751
gid://shopify/Metafield/30885773476135;;metal;Prata;gid://shopify/Product/8577767571751
gid://shopify/Metafield/30885773508903;;cobertura;Ouro Branco;gid://shopify/Product/8577767571751
gid://shopify/Metafield/30885773541671;;cuidadospeca;"Evite o contato de uma joia com a outra. Guarde-as separadamente nas embalagens fornecidas pela Jack Vartanian;
Com o uso, fechos e tarraxas podem necessitar de ajustes para que fiquem com a pressão adequada. Entre em contato conosco;
Após o uso, aconselhamos limpar a joia com flanela de algodão para tirar possíveis resíduos de produtos como maquiagem e perfume;
Evite o contato com água do mar, cremes, perfumes e produtos químicos;
Para peças em prata o primeiro banho é cortesia;
Para peças ocas, evite atritos ou batidas.";gid://shopify/Product/8577767571751
gid://shopify/Product/8577768292647;Brinco We Love Sapphire De Ouro Amarelo 18K E Safira - P;;;
gid://shopify/Metafield/30885777572135;;genero;"[""Feminino""]";gid://shopify/Product/8577768292647
gid://shopify/Metafield/30885777604903;;metal;Ouro Amarelo;gid://shopify/Product/8577768292647
gid://shopify/Metafield/30885777637671;;cobertura;Ouro Amarelo;gid://shopify/Product/8577768292647
gid://shopify/Metafield/30885777670439;;pedra;"[""Safira""]";gid://shopify/Product/8577768292647
gid://shopify/Metafield/30885777703207;;cuidadospeca;"Evite o contato de uma joia com a outra. Guarde-as separadamente nas embalagens fornecidas pela Jack Vartanian;
Com o uso, fechos e tarraxas podem necessitar de ajustes para que fiquem com a pressão adequada. Entre em contato conosco;
Após o uso, aconselhamos limpar a joia com flanela de algodão para tirar possíveis resíduos de produtos como maquiagem e perfume;
Evite o contato com água do mar, cremes, perfumes e produtos químicos.";gid://shopify/Product/8577768292647
gid://shopify/Product/8577768390951;Brinco We Love Sapphire De Ouro Amarelo 18K E Safira - G;;;
gid://shopify/Metafield/30885778489639;;genero;"[""Feminino""]";gid://shopify/Product/8577768390951
gid://shopify/Metafield/30885778522407;;metal;Ouro Amarelo;gid://shopify/Product/8577768390951
gid://shopify/Metafield/30885778555175;;cobertura;Ouro Amarelo;gid://shopify/Product/8577768390951
gid://shopify/Metafield/30885778587943;;pedra;"[""Safira""]";gid://shopify/Product/8577768390951
gid://shopify/Metafield/30885778620711;;cuidadospeca;"Evite o contato de uma joia com a outra. Guarde-as separadamente nas embalagens fornecidas pela Jack Vartanian;
Com o uso, fechos e tarraxas podem necessitar de ajustes para que fiquem com a pressão adequada. Entre em contato conosco;
Após o uso, aconselhamos limpar a joia com flanela de algodão para tirar possíveis resíduos de produtos como maquiagem e perfume;
Evite o contato com água do mar, cremes, perfumes e produtos químicos.";gid://shopify/Product/8577768390951
gid://shopify/Product/8577768489255;Brinco Ear Cuff We Love Sapphire De Ouro Amarelo 18K E Diamante - P;;;
gid://shopify/Metafield/30885779636519;;genero;"[""Feminino""]";gid://shopify/Product/8577768489255
gid://shopify/Metafield/30885779669287;;metal;Ouro Amarelo;gid://shopify/Product/8577768489255
gid://shopify/Metafield/30885779702055;;cobertura;Ouro Amarelo;gid://shopify/Product/8577768489255
gid://shopify/Metafield/30885779734823;;pedra;"[""Diamante""]";gid://shopify/Product/8577768489255
gid://shopify/Metafield/30885779767591;;cuidadospeca;"Evite o contato de uma joia com a outra. Guarde-as separadamente nas embalagens fornecidas pela Jack Vartanian;
Com o uso, fechos e tarraxas podem necessitar de ajustes para que fiquem com a pressão adequada. Entre em contato conosco;
Após o uso, aconselhamos limpar a joia com flanela de algodão para tirar possíveis resíduos de produtos como maquiagem e perfume;
Evite o contato com água do mar, cremes, perfumes e produtos químicos.";gid://shopify/Product/8577768489255
gid://shopify/Product/8577768685863;Brinco We Love Sapphire De Ouro Amarelo 18K E Diamante - P;;;
gid://shopify/Metafield/30885782487335;;genero;"[""Feminino""]";gid://shopify/Product/8577768685863
gid://shopify/Metafield/30885782520103;;metal;Ouro Amarelo;gid://shopify/Product/8577768685863
gid://shopify/Metafield/30885782552871;;cobertura;Ouro Amarelo;gid://shopify/Product/8577768685863
gid://shopify/Metafield/30885782585639;;pedra;"[""Diamante""]";gid://shopify/Product/8577768685863
gid://shopify/Metafield/30885782618407;;cuidadospeca;"Evite o contato de uma joia com a outra. Guarde-as separadamente nas embalagens fornecidas pela Jack Vartanian;
Com o uso, fechos e tarraxas podem necessitar de ajustes para que fiquem com a pressão adequada. Entre em contato conosco;
Após o uso, aconselhamos limpar a joia com flanela de algodão para tirar possíveis resíduos de produtos como maquiagem e perfume;
Evite o contato com água do mar, cremes, perfumes e produtos químicos.";gid://shopify/Product/8577768685863
gid://shopify/Product/8577768915239;Brinco We Love Sapphire De Ouro Amarelo 18K E Diamante - G;;;
gid://shopify/Metafield/30885782880551;;genero;"[""Feminino""]";gid://shopify/Product/8577768915239
gid://shopify/Metafield/30885782913319;;metal;Ouro Amarelo;gid://shopify/Product/8577768915239
gid://shopify/Metafield/30885782946087;;cobertura;Ouro Amarelo;gid://shopify/Product/8577768915239
gid://shopify/Metafield/30885782978855;;pedra;"[""Diamante""]";gid://shopify/Product/8577768915239
gid://shopify/Metafield/30885783011623;;cuidadospeca;"Evite o contato de uma joia com a outra. Guarde-as separadamente nas embalagens fornecidas pela Jack Vartanian;
Com o uso, fechos e tarraxas podem necessitar de ajustes para que fiquem com a pressão adequada. Entre em contato conosco;
Após o uso, aconselhamos limpar a joia com flanela de algodão para tirar possíveis resíduos de produtos como maquiagem e perfume;
Evite o contato com água do mar, cremes, perfumes e produtos químicos.";gid://shopify/Product/8577768915239
gid://shopify/Product/8577769013543;Brinco Ear Cuff We Love Sapphire De Ouro 18K Com Ródio Negro E Safira - P;;;
gid://shopify/Metafield/30885783634215;;genero;"[""Feminino""]";gid://shopify/Product/8577769013543
gid://shopify/Metafield/30885783666983;;metal;Ouro Amarelo;gid://shopify/Product/8577769013543
gid://shopify/Metafield/30885783699751;;cobertura;Ródio Negro;gid://shopify/Product/8577769013543
gid://shopify/Metafield/30885783732519;;pedra;"[""Safira""]";gid://shopify/Product/8577769013543
gid://shopify/Metafield/30885783765287;;cuidadospeca;"Evite o contato de uma joia com a outra. Guarde-as separadamente nas embalagens fornecidas pela Jack Vartanian;
Com o uso, fechos e tarraxas podem necessitar de ajustes para que fiquem com a pressão adequada. Entre em contato conosco;
Após o uso, aconselhamos limpar a joia com flanela de algodão para tirar possíveis resíduos de produtos como maquiagem e perfume;
Evite o contato com água do mar, cremes, perfumes e produtos químicos.";gid://shopify/Product/8577769013543
gid://shopify/Product/8577769079079;Brinco Ear Cuff We Love Sapphire De Ouro 18K Com Ródio Negro E Safira - P;;;
gid://shopify/Metafield/30885784518951;;genero;"[""Feminino""]";gid://shopify/Product/8577769079079
gid://shopify/Metafield/30885784551719;;metal;Ouro Amarelo;gid://shopify/Product/8577769079079
gid://shopify/Metafield/30885784584487;;cobertura;Ródio Negro;gid://shopify/Product/8577769079079
gid://shopify/Metafield/30885784617255;;pedra;"[""Safira""]";gid://shopify/Product/8577769079079
gid://shopify/Metafield/30885784650023;;cuidadospeca;"Evite o contato de uma joia com a outra. Guarde-as separadamente nas embalagens fornecidas pela Jack Vartanian;
Com o uso, fechos e tarraxas podem necessitar de ajustes para que fiquem com a pressão adequada. Entre em contato conosco;
Após o uso, aconselhamos limpar a joia com flanela de algodão para tirar possíveis resíduos de produtos como maquiagem e perfume;
Evite o contato com água do mar, cremes, perfumes e produtos químicos.";gid://shopify/Product/8577769079079
gid://shopify/Product/8577769177383;Brinco Ear Cuff We Love Sapphire De Ouro 18K Com Ródio Negro E Diamante - P;;;
gid://shopify/Metafield/30885785076007;;genero;"[""Feminino""]";gid://shopify/Product/8577769177383
gid://shopify/Metafield/30885785108775;;metal;Ouro Amarelo;gid://shopify/Product/8577769177383
gid://shopify/Metafield/30885785141543;;cobertura;Ródio Negro;gid://shopify/Product/8577769177383
gid://shopify/Metafield/30885785174311;;pedra;"[""Diamante""]";gid://shopify/Product/8577769177383
gid://shopify/Metafield/30885785207079;;cuidadospeca;"Evite o contato de uma joia com a outra. Guarde-as separadamente nas embalagens fornecidas pela Jack Vartanian;
Com o uso, fechos e tarraxas podem necessitar de ajustes para que fiquem com a pressão adequada. Entre em contato conosco;
Após o uso, aconselhamos limpar a joia com flanela de algodão para tirar possíveis resíduos de produtos como maquiagem e perfume;
Evite o contato com água do mar, cremes, perfumes e produtos químicos.";gid://shopify/Product/8577769177383
gid://shopify/Product/8577769308455;Brinco We Love Sapphire De Ouro 18K Com Ródio Negro E Safira - P;;;
gid://shopify/Metafield/30885785895207;;genero;"[""Feminino""]";gid://shopify/Product/8577769308455
gid://shopify/Metafield/30885785927975;;metal;Ouro Amarelo;gid://shopify/Product/8577769308455
gid://shopify/Metafield/30885785960743;;cobertura;Ródio Negro;gid://shopify/Product/8577769308455
gid://shopify/Metafield/30885785993511;;pedra;"[""Safira""]";gid://shopify/Product/8577769308455
gid://shopify/Metafield/30885786026279;;cuidadospeca;"Evite o contato de uma joia com a outra. Guarde-as separadamente nas embalagens fornecidas pela Jack Vartanian;
Com o uso, fechos e tarraxas podem necessitar de ajustes para que fiquem com a pressão adequada. Entre em contato conosco;
Após o uso, aconselhamos limpar a joia com flanela de algodão para tirar possíveis resíduos de produtos como maquiagem e perfume;
Evite o contato com água do mar, cremes, perfumes e produtos químicos.";gid://shopify/Product/8577769308455
gid://shopify/Product/8577769373991;Brinco We Love Sapphire De Ouro 18K Com Ródio Negro E Safira - P;;;
gid://shopify/Metafield/30885786452263;;genero;"[""Feminino""]";gid://shopify/Product/8577769373991
gid://shopify/Metafield/30885786517799;;metal;Ouro Amarelo;gid://shopify/Product/8577769373991
gid://shopify/Metafield/30885786583335;;cobertura;Ródio Negro;gid://shopify/Product/8577769373991
gid://shopify/Metafield/30885786616103;;pedra;"[""Safira""]";gid://shopify/Product/8577769373991
gid://shopify/Metafield/30885786648871;;cuidadospeca;"Evite o contato de uma joia com a outra. Guarde-as separadamente nas embalagens fornecidas pela Jack Vartanian;
Com o uso, fechos e tarraxas podem necessitar de ajustes para que fiquem com a pressão adequada. Entre em contato conosco;
Após o uso, aconselhamos limpar a joia com flanela de algodão para tirar possíveis resíduos de produtos como maquiagem e perfume;
Evite o contato com água do mar, cremes, perfumes e produtos químicos.";gid://shopify/Product/8577769373991
gid://shopify/Product/8577769537831;Brinco We Love Sapphire De Ouro 18K Com Ródio Negro E Diamante - P;;;
gid://shopify/Metafield/30885787205927;;genero;"[""Feminino""]";gid://shopify/Product/8577769537831
gid://shopify/Metafield/30885787238695;;metal;Ouro Amarelo;gid://shopify/Product/8577769537831
gid://shopify/Metafield/30885787271463;;cobertura;Ródio Negro;gid://shopify/Product/8577769537831
gid://shopify/Metafield/30885787304231;;pedra;"[""Diamante""]";gid://shopify/Product/8577769537831
gid://shopify/Metafield/30885787336999;;cuidadospeca;"Evite o contato de uma joia com a outra. Guarde-as separadamente nas embalagens fornecidas pela Jack Vartanian;
Com o uso, fechos e tarraxas podem necessitar de ajustes para que fiquem com a pressão adequada. Entre em contato conosco;
Após o uso, aconselhamos limpar a joia com flanela de algodão para tirar possíveis resíduos de produtos como maquiagem e perfume;
Evite o contato com água do mar, cremes, perfumes e produtos químicos.";gid://shopify/Product/8577769537831
gid://shopify/Product/8577769734439;Brinco We Love Sapphire De Ouro 18K Com Ródio Negro E Safira - G;;;
gid://shopify/Metafield/30885788156199;;genero;"[""Feminino""]";gid://shopify/Product/8577769734439
gid://shopify/Metafield/30885788188967;;metal;Ouro Amarelo;gid://shopify/Product/8577769734439
gid://shopify/Metafield/30885788221735;;cobertura;Ródio Negro;gid://shopify/Product/8577769734439
gid://shopify/Metafield/30885788254503;;pedra;"[""Safira""]";gid://shopify/Product/8577769734439
gid://shopify/Metafield/30885788287271;;cuidadospeca;"Evite o contato de uma joia com a outra. Guarde-as separadamente nas embalagens fornecidas pela Jack Vartanian;
Com o uso, fechos e tarraxas podem necessitar de ajustes para que fiquem com a pressão adequada. Entre em contato conosco;
Após o uso, aconselhamos limpar a joia com flanela de algodão para tirar possíveis resíduos de produtos como maquiagem e perfume;
Evite o contato com água do mar, cremes, perfumes e produtos químicos.";gid://shopify/Product/8577769734439
gid://shopify/Product/8577769898279;Brinco We Love Sapphire De Ouro 18K Com Ródio Negro E Safira - G;;;
gid://shopify/Metafield/30885789204775;;genero;"[""Feminino""]";gid://shopify/Product/8577769898279
gid://shopify/Metafield/30885789237543;;metal;Ouro Amarelo;gid://shopify/Product/8577769898279
gid://shopify/Metafield/30885789270311;;cobertura;Ródio Negro;gid://shopify/Product/8577769898279
gid://shopify/Metafield/30885789303079;;pedra;"[""Safira""]";gid://shopify/Product/8577769898279
gid://shopify/Metafield/30885789335847;;cuidadospeca;"Evite o contato de uma joia com a outra. Guarde-as separadamente nas embalagens fornecidas pela Jack Vartanian;
Com o uso, fechos e tarraxas podem necessitar de ajustes para que fiquem com a pressão adequada. Entre em contato conosco;
Após o uso, aconselhamos limpar a joia com flanela de algodão para tirar possíveis resíduos de produtos como maquiagem e perfume;
Evite o contato com água do mar, cremes, perfumes e produtos químicos.";gid://shopify/Product/8577769898279
gid://shopify/Product/8577770094887;Brinco We Love Sapphire De Ouro 18K Com Ródio Negro E Diamante - G;;;
gid://shopify/Metafield/30885789696295;;genero;"[""Feminino""]";gid://shopify/Product/8577770094887
gid://shopify/Metafield/30885789729063;;metal;Ouro Amarelo;gid://shopify/Product/8577770094887
gid://shopify/Metafield/30885789761831;;cobertura;Ródio Negro;gid://shopify/Product/8577770094887
gid://shopify/Metafield/30885789794599;;pedra;"[""Diamante""]";gid://shopify/Product/8577770094887
gid://shopify/Metafield/30885789860135;;cuidadospeca;"Evite o contato de uma joia com a outra. Guarde-as separadamente nas embalagens fornecidas pela Jack Vartanian;
Com o uso, fechos e tarraxas podem necessitar de ajustes para que fiquem com a pressão adequada. Entre em contato conosco;
Após o uso, aconselhamos limpar a joia com flanela de algodão para tirar possíveis resíduos de produtos como maquiagem e perfume;
Evite o contato com água do mar, cremes, perfumes e produtos químicos.";gid://shopify/Product/8577770094887
gid://shopify/Product/8577770258727;Brinco Ear Cuff We Love Sapphire De Ouro 18K Com Ródio Negro E Safira - G;;;
gid://shopify/Metafield/30885790777639;;genero;"[""Feminino""]";gid://shopify/Product/8577770258727
gid://shopify/Metafield/30885790810407;;metal;Ouro Amarelo;gid://shopify/Product/8577770258727
gid://shopify/Metafield/30885790843175;;cobertura;Ródio Negro;gid://shopify/Product/8577770258727
gid://shopify/Metafield/30885790875943;;pedra;"[""Safira""]";gid://shopify/Product/8577770258727
gid://shopify/Metafield/30885790908711;;cuidadospeca;"Evite o contato de uma joia com a outra. Guarde-as separadamente nas embalagens fornecidas pela Jack Vartanian;
Com o uso, fechos e tarraxas podem necessitar de ajustes para que fiquem com a pressão adequada. Entre em contato conosco;
Após o uso, aconselhamos limpar a joia com flanela de algodão para tirar possíveis resíduos de produtos como maquiagem e perfume;
Evite o contato com água do mar, cremes, perfumes e produtos químicos.";gid://shopify/Product/8577770258727
gid://shopify/Product/8577770324263;Brinco Ear Cuff We Love Sapphire De Ouro Rosa 18K E Safira - P;;;
gid://shopify/Metafield/30885791662375;;genero;"[""Feminino""]";gid://shopify/Product/8577770324263
gid://shopify/Metafield/30885791695143;;metal;Ouro Rosa;gid://shopify/Product/8577770324263
gid://shopify/Metafield/30885791727911;;cobertura;Ouro Rosa;gid://shopify/Product/8577770324263
gid://shopify/Metafield/30885791760679;;pedra;"[""Safira""]";gid://shopify/Product/8577770324263
gid://shopify/Metafield/30885791793447;;cuidadospeca;"Evite o contato de uma joia com a outra. Guarde-as separadamente nas embalagens fornecidas pela Jack Vartanian;
Com o uso, fechos e tarraxas podem necessitar de ajustes para que fiquem com a pressão adequada. Entre em contato conosco;
Após o uso, aconselhamos limpar a joia com flanela de algodão para tirar possíveis resíduos de produtos como maquiagem e perfume;
Evite o contato com água do mar, cremes, perfumes e produtos químicos.";gid://shopify/Product/8577770324263
gid://shopify/Product/8577770455335;Brinco Ear Cuff We Love Sapphire De Ouro Rosa 18K E Safira - G;;;
gid://shopify/Metafield/30885792252199;;genero;"[""Feminino""]";gid://shopify/Product/8577770455335
gid://shopify/Metafield/30885792284967;;metal;Ouro Rosa;gid://shopify/Product/8577770455335
gid://shopify/Metafield/30885792317735;;cobertura;Ouro Rosa;gid://shopify/Product/8577770455335
gid://shopify/Metafield/30885792350503;;pedra;"[""Safira""]";gid://shopify/Product/8577770455335
gid://shopify/Metafield/30885792383271;;cuidadospeca;"Evite o contato de uma joia com a outra. Guarde-as separadamente nas embalagens fornecidas pela Jack Vartanian;
Com o uso, fechos e tarraxas podem necessitar de ajustes para que fiquem com a pressão adequada. Entre em contato conosco;
Após o uso, aconselhamos limpar a joia com flanela de algodão para tirar possíveis resíduos de produtos como maquiagem e perfume;
Evite o contato com água do mar, cremes, perfumes e produtos químicos.";gid://shopify/Product/8577770455335
gid://shopify/Product/8577770651943;Brinco We Love Sapphire De Ouro Rosa 18K E Safira - P;;;
gid://shopify/Metafield/30885793136935;;genero;"[""Feminino""]";gid://shopify/Product/8577770651943
gid://shopify/Metafield/30885793169703;;metal;Ouro Rosa;gid://shopify/Product/8577770651943
gid://shopify/Metafield/30885793202471;;cobertura;Ouro Rosa;gid://shopify/Product/8577770651943
gid://shopify/Metafield/30885793235239;;pedra;"[""Safira""]";gid://shopify/Product/8577770651943
gid://shopify/Metafield/30885793268007;;cuidadospeca;"Evite o contato de uma joia com a outra. Guarde-as separadamente nas embalagens fornecidas pela Jack Vartanian;
Com o uso, fechos e tarraxas podem necessitar de ajustes para que fiquem com a pressão adequada. Entre em contato conosco;
Após o uso, aconselhamos limpar a joia com flanela de algodão para tirar possíveis resíduos de produtos como maquiagem e perfume;
Evite o contato com água do mar, cremes, perfumes e produtos químicos.";gid://shopify/Product/8577770651943
gid://shopify/Product/8577770848551;Brinco We Love Sapphire De Ouro Rosa 18K E Safira - G;;;
gid://shopify/Metafield/30885793890599;;genero;"[""Feminino""]";gid://shopify/Product/8577770848551
gid://shopify/Metafield/30885793956135;;metal;Ouro Rosa;gid://shopify/Product/8577770848551
gid://shopify/Metafield/30885794021671;;cobertura;Ouro Rosa;gid://shopify/Product/8577770848551
gid://shopify/Metafield/30885794087207;;pedra;"[""Safira""]";gid://shopify/Product/8577770848551
gid://shopify/Metafield/30885794119975;;cuidadospeca;"Evite o contato de uma joia com a outra. Guarde-as separadamente nas embalagens fornecidas pela Jack Vartanian;
Com o uso, fechos e tarraxas podem necessitar de ajustes para que fiquem com a pressão adequada. Entre em contato conosco;
Após o uso, aconselhamos limpar a joia com flanela de algodão para tirar possíveis resíduos de produtos como maquiagem e perfume;
Evite o contato com água do mar, cremes, perfumes e produtos químicos.";gid://shopify/Product/8577770848551
gid://shopify/Product/8577770979623;Brinco Ear Cuff We Love Sapphire De Ouro Rosa 18K E Diamante;;;
gid://shopify/Metafield/30885794873639;;genero;"[""Feminino""]";gid://shopify/Product/8577770979623
gid://shopify/Metafield/30885794906407;;metal;Ouro Rosa;gid://shopify/Product/8577770979623
gid://shopify/Metafield/30885794939175;;cobertura;Ouro Rosa;gid://shopify/Product/8577770979623
gid://shopify/Metafield/30885794971943;;pedra;"[""Diamante""]";gid://shopify/Product/8577770979623
gid://shopify/Metafield/30885795004711;;cuidadospeca;"Evite o contato de uma joia com a outra. Guarde-as separadamente nas embalagens fornecidas pela Jack Vartanian;
Com o uso, fechos e tarraxas podem necessitar de ajustes para que fiquem com a pressão adequada. Entre em contato conosco;
Após o uso, aconselhamos limpar a joia com flanela de algodão para tirar possíveis resíduos de produtos como maquiagem e perfume;
Evite o contato com água do mar, cremes, perfumes e produtos químicos.";gid://shopify/Product/8577770979623
gid://shopify/Product/8577771208999;Brinco We Love Sapphire De Ouro Rosa 18K E Diamante - P;;;
gid://shopify/Metafield/30885795168551;;genero;"[""Feminino""]";gid://shopify/Product/8577771208999
gid://shopify/Metafield/30885795201319;;metal;Ouro Rosa;gid://shopify/Product/8577771208999
gid://shopify/Metafield/30885795234087;;cobertura;Ouro Rosa;gid://shopify/Product/8577771208999
gid://shopify/Metafield/30885795266855;;pedra;"[""Diamante""]";gid://shopify/Product/8577771208999
gid://shopify/Metafield/30885795299623;;cuidadospeca;"Evite o contato de uma joia com a outra. Guarde-as separadamente nas embalagens fornecidas pela Jack Vartanian;
Com o uso, fechos e tarraxas podem necessitar de ajustes para que fiquem com a pressão adequada. Entre em contato conosco;
Após o uso, aconselhamos limpar a joia com flanela de algodão para tirar possíveis resíduos de produtos como maquiagem e perfume;
Evite o contato com água do mar, cremes, perfumes e produtos químicos.";gid://shopify/Product/8577771208999
gid://shopify/Product/8577771307303;Brinco We Love Sapphire De Ouro Rosa 18K E Diamante - G;;;
gid://shopify/Metafield/30885795463463;;genero;"[""Feminino""]";gid://shopify/Product/8577771307303
gid://shopify/Metafield/30885795496231;;metal;Ouro Rosa;gid://shopify/Product/8577771307303
gid://shopify/Metafield/30885795528999;;cobertura;Ouro Rosa;gid://shopify/Product/8577771307303
gid://shopify/Metafield/30885795561767;;pedra;"[""Diamante""]";gid://shopify/Product/8577771307303
gid://shopify/Metafield/30885795594535;;cuidadospeca;"Evite o contato de uma joia com a outra. Guarde-as separadamente nas embalagens fornecidas pela Jack Vartanian;
Com o uso, fechos e tarraxas podem necessitar de ajustes para que fiquem com a pressão adequada. Entre em contato conosco;
Após o uso, aconselhamos limpar a joia com flanela de algodão para tirar possíveis resíduos de produtos como maquiagem e perfume;
Evite o contato com água do mar, cremes, perfumes e produtos químicos.";gid://shopify/Product/8577771307303
