Cod_Produto;Id_Product;Title_Product;image_url;Sku;Id_Variant;Title_Variant;Price
CO0866;gid://shopify/Product/8573628252455;Colar Algema De Ouro Amarelo 18K E Diamante - M;CO0866;gid://shopify/ProductVariant/46336537592103;M;5700.0
CL00098;gid://shopify/Product/8573628481831;Colar Algema De Ouro 18K Com Ródio Negro E Diamante - M;CL00098;gid://shopify/ProductVariant/46336537854247;M;4800.0
CL00730;gid://shopify/Product/8573628940583;Colar Algema De Ouro 18K Com Ródio Negro E Diamante - P;CL00730;gid://shopify/ProductVariant/46336540541223;P;4400.0
CL00332;gid://shopify/Product/8573629301031;Colar Algema De Ouro Branco 18K E Diamante - P;CL00332;gid://shopify/ProductVariant/46336542605607;P;4400.0
CO0857;gid://shopify/Product/8573629727015;Colar Algema De Ouro Branco 18K E Diamante - M;CO0857;gid://shopify/ProductVariant/46336545063207;M;5700.0
CL00330;gid://shopify/Product/8573629956391;Colar Algema De Ouro Rosa 18K E Diamante - P;CL00330;gid://shopify/ProductVariant/46336546799911;P;5200.0
PU01335T;gid://shopify/Product/8573630185767;Pulseira Algeminha De Ouro Amarelo 18K E Diamante - P;PU01335T;gid://shopify/ProductVariant/46336548995367;P;3700.0
PU01336T;gid://shopify/Product/8573630251303;Pulseira Algeminha De Ouro 18K Com Ródio Negro E Diamante - P;PU01336T;gid://shopify/ProductVariant/46336549552423;P;3500.0
PU01333T;gid://shopify/Product/8573630546215;Pulseira Algeminha De Ouro Branco 18K E Diamante - P;PU01333T;gid://shopify/ProductVariant/46336551715111;P;3700.0
PU01334T;gid://shopify/Product/8573630939431;Pulseira Algeminha De Ouro Rosa 18K E Diamante - P;PU01334T;gid://shopify/ProductVariant/46336553550119;P;3700.0
BR04304T;gid://shopify/Product/8573634642215;Brinco First De Ouro 18K Com Ródio Negro E Diamante;BR04304T;gid://shopify/ProductVariant/46336572752167;Default Title;3200.0
BR04305T;gid://shopify/Product/8573635100967;Brinco First De Ouro Rosa 18K E Diamante;BR04305T;gid://shopify/ProductVariant/46336573538599;Default Title;3200.0
CL01285;gid://shopify/Product/8573635428647;Colar First De Ouro 18K Com Ródio Negro E Diamante;CL01285;gid://shopify/ProductVariant/46336573833511;Default Title;5500.0
CL01286;gid://shopify/Product/8573635723559;Colar First De Ouro Rosa 18K E Diamante;CL01286;gid://shopify/ProductVariant/46336574161191;Default Title;5500.0
PI01064;gid://shopify/Product/8573637853479;Pingente Pequeno De Ouro Amarelo 18K E Diamante;PI01064;gid://shopify/ProductVariant/46336588054823;Default Title;1650.0
