id;sku;title;price;key;namespace;type;value;__parentId;product_id;title;totalInventory;totalVariants;mediaCount;sku_2
gid://shopify/ProductVariant/46355451707687;BR04914T;Default Title;31000.0;;;;;;gid://shopify/Product/8577751286055;Brinco Ear Cuff Voyeur | Ouro Branco 18K Com Ródio Negro E Diamantes;5.0;1.0;4.0;BR04914T
gid://shopify/ProductVariant/46355451805991;BR04915T;Default Title;17000.0;;;;;;gid://shopify/Product/8577751384359;Brinco Ear Cuff Voyeur | Ouro Branco 18K Com Ródio Negro E Diamantes Negros;5.0;1.0;4.0;BR04915T
gid://shopify/ProductVariant/46355451937063;BR04917T;Default Title;76000.0;;;;;;gid://shopify/Product/8577751515431;Brinco Voyeur De Ouro Branco 18K Com Ródio Negro E Diamante;5.0;1.0;2.0;BR04917T
gid://shopify/ProductVariant/46355452002599;BR04918T;Default Title;37000.0;;;;;;gid://shopify/Product/8577751580967;Brinco Voyeur De Ouro Branco 18K Com Ródio Negro E Diamante Negro;5.0;1.0;3.0;BR04918T
gid://shopify/ProductVariant/46355452166439;BR04924T;Default Title;28000.0;;;;;;gid://shopify/Product/8577751744807;Brinco Voyeur De Ouro Branco 18K Com Ródio Negro E Diamante E Safira;5.0;1.0;4.0;BR04924T
gid://shopify/ProductVariant/46355452264743;BR04925T;Default Title;28000.0;;;;;;gid://shopify/Product/8577751843111;Brinco Voyeur De Ouro Branco 18K Com Ródio Negro E Diamante E Esmeralda;5.0;1.0;3.0;BR04925T
gid://shopify/ProductVariant/46355452363047;BR04913T;Default Title;49000.0;;;;;;gid://shopify/Product/8577751941415;Brinco Ear Cuff Voyeur | Ouro Branco 18K E Diamantes;6.0;1.0;4.0;BR04913T
gid://shopify/ProductVariant/46355452625191;BR04916T;Default Title;99000.0;;;;;;gid://shopify/Product/8577752105255;Brinco Voyeur De Ouro Branco 18K E Diamante;5.0;1.0;2.0;BR04916T
gid://shopify/ProductVariant/46355452690727;BR04922T;Default Title;33000.0;;;;;;gid://shopify/Product/8577752170791;Brinco Ear Cuff Voyeur | Ouro Branco 18K com Diamantes E Safira;5.0;1.0;4.0;BR04922T
gid://shopify/ProductVariant/46355452821799;BR04923T;Default Title;33000.0;;;;;;gid://shopify/Product/8577752301863;Brinco Ear Cuff Voyeur | Ouro Branco 18K com Diamantes E Esmeralda;5.0;1.0;4.0;BR04923T
gid://shopify/ProductVariant/46355453640999;CL03837;Default Title;57000.0;;;;;;gid://shopify/Product/8577752400167;Colar Voyeur De Ouro Branco 18K Com Ródio Negro E Diamante;5.0;1.0;3.0;CL03837
gid://shopify/ProductVariant/46355453772071;CL03838;Default Title;31000.0;;;;;;gid://shopify/Product/8577752531239;Colar Voyeur De Ouro Branco 18K Com Ródio Negro E Diamante Negro;5.0;1.0;2.0;CL03838
gid://shopify/ProductVariant/46355454099751;CL03832;Default Title;67000.0;;;;;;gid://shopify/Product/8577752695079;Colar Voyeur De Ouro Branco 18K E Diamante;5.0;1.0;3.0;CL03832
gid://shopify/ProductVariant/46355454165287;BR04920T;Default Title;3900.0;;;;;;gid://shopify/Product/8577752760615;Piercing Voyeur De Ouro Branco 18K Com Ródio Negro E Esmeralda;5.0;1.0;3.0;BR04920T
gid://shopify/ProductVariant/46355454394663;PU01704T;M;29000.0;;;;;;gid://shopify/Product/8577752891687;Pulseira Voyeur De Ouro Branco 18K Com Ródio Negro E Diamante - M;5.0;1.0;3.0;PU01704T
gid://shopify/ProductVariant/46355455148327;PU01705T;M;19000.0;;;;;;gid://shopify/Product/8577752989991;Pulseira Voyeur De Ouro Branco 18K Com Ródio Negro E Diamante Negro - M;5.0;1.0;3.0;PU01705T
gid://shopify/ProductVariant/46355473727783;BR03065T;Default Title;10400.0;;;;;;gid://shopify/Product/8577761902887;Brinco Ear Cuff Universo | Ouro Branco 18K Com Ródio Negro E Safiras;6.0;1.0;3.0;BR03065T
gid://shopify/ProductVariant/46355477070119;BR03066T;Default Title;13900.0;;;;;;gid://shopify/Product/8577761968423;Brinco Ear Cuff Universo | Ouro Branco 18K Com Ródio Negro E Esmeraldas;5.0;1.0;3.0;BR03066T
gid://shopify/ProductVariant/46355477201191;BR03067T;Default Title;10400.0;;;;;;gid://shopify/Product/8577762099495;Brinco Ear Cuff Universo | Ouro Branco 18K Com Ródio Negro E Rubis;5.0;1.0;3.0;BR03067T
gid://shopify/ProductVariant/46355477397799;BR03071T;Default Title;24000.0;;;;;;gid://shopify/Product/8577762230567;Brinco Ear Cuff Universo| Ouro Branco 18K Com Ródio Negro E Diamantes Negros;5.0;1.0;3.0;BR03071T
gid://shopify/ProductVariant/46355477528871;BR03110T;Default Title;7900.0;;;;;;gid://shopify/Product/8577762361639;Brinco Ear Cuff Universo | Ouro Branco 18K Com Ródio Negro E Diamantes Negros;7.0;1.0;3.0;BR03110T
gid://shopify/ProductVariant/46355477594407;BR03150T;Default Title;29000.0;;;;;;gid://shopify/Product/8577762427175;Brinco Ear Cuff Universo | Ouro Branco 18K Com Ródio Negro E Diamantes;6.0;1.0;3.0;BR03150T
gid://shopify/ProductVariant/46355477823783;BR05002T;Default Title;26000.0;;;;;;gid://shopify/Product/8577762656551;Brinco Ear Cuff Universo | Ouro Branco 18K Com Ródio Negro E Diamantes;5.0;1.0;2.0;BR05002T
gid://shopify/ProductVariant/46355477922087;BR03063T;Default Title;19400.0;;;;;;gid://shopify/Product/8577762754855;Brinco Ear Cuff Universo | Ouro Branco 18K E Diamantes;5.0;1.0;3.0;BR03063T
gid://shopify/ProductVariant/46355478053159;BR03070T;Default Title;60000.0;;;;;;gid://shopify/Product/8577762885927;Brinco Ear Cuff Universo | Ouro Branco 18K E Diamantes;0.0;1.0;3.0;BR03070T
gid://shopify/ProductVariant/46355478184231;BR04906T;Default Title;33000.0;;;;;;gid://shopify/Product/8577763016999;Brinco Ear Cuff Universo | Ouro Branco 18K E Diamantes;6.0;1.0;3.0;BR04906T
gid://shopify/ProductVariant/46355489784103;BR05598T;Default Title;1250.0;;;;;;gid://shopify/Product/8577767112999;Brinco Whitechain De Prata Com Ouro Branco;5.0;1.0;3.0;BR05598T
gid://shopify/ProductVariant/46355490537767;BR05599T;Default Title;980.0;;;;;;gid://shopify/Product/8577767375143;Brinco Whitechain De Prata Com Ouro Branco;0.0;1.0;3.0;BR05599T
gid://shopify/ProductVariant/46355491062055;CL04260;G;8500.0;;;;;;gid://shopify/Product/8577767571751;Colar Whitechain De Prata Com Ouro Branco - G;0.0;1.0;3.0;CL04260
gid://shopify/ProductVariant/46355491979559;BR06049T;P;7200.0;;;;;;gid://shopify/Product/8577768292647;Brinco We Love Sapphire De Ouro Amarelo 18K E Safira - P;1.0;1.0;4.0;BR06049T
gid://shopify/ProductVariant/46355492077863;BR06050T;G;14500.0;;;;;;gid://shopify/Product/8577768390951;Brinco We Love Sapphire De Ouro Amarelo 18K E Safira - G;0.0;1.0;4.0;BR06050T
gid://shopify/ProductVariant/46355492471079;BR06051T;P;17000.0;;;;;;gid://shopify/Product/8577768489255;Brinco Ear Cuff We Love Sapphire - P | Ouro Amarelo 18K E Diamantes;5.0;1.0;3.0;BR06051T
gid://shopify/ProductVariant/46355492700455;BR06053T;P;10500.0;;;;;;gid://shopify/Product/8577768685863;Brinco We Love Sapphire De Ouro Amarelo 18K E Diamante - P;5.0;1.0;4.0;BR06053T
gid://shopify/ProductVariant/46355494469927;BR06054T;G;25000.0;;;;;;gid://shopify/Product/8577768915239;Brinco We Love Sapphire De Ouro Amarelo 18K E Diamante - G;5.0;1.0;4.0;BR06054T
gid://shopify/ProductVariant/46355494568231;BR06062T;P;8500.0;;;;;;gid://shopify/Product/8577769013543;Brinco Ear Cuff We Love Sapphire - P | Ouro Branco 18K Com Ródio Negro E Safiras;6.0;1.0;3.0;BR06062T
gid://shopify/ProductVariant/46355494633767;BR06063T;P;8500.0;;;;;;gid://shopify/Product/8577769079079;Brinco Ear Cuff We Love Sapphire - P | Ouro Branco 18K Com Ródio Negro E Safiras;5.0;1.0;3.0;BR06063T
gid://shopify/ProductVariant/46355494764839;BR06064T;P;13800.0;;;;;;gid://shopify/Product/8577769177383;Brinco Ear Cuff We Love Sapphire  - P | Ouro Branco 18K Com Ródio Negro E Diamante;6.0;1.0;3.0;BR06064T
gid://shopify/ProductVariant/46355494895911;BR06068T;P;7200.0;;;;;;gid://shopify/Product/8577769308455;Brinco We Love Sapphire De Ouro Branco 18K Com Ródio Negro E Safira - P;7.0;1.0;4.0;BR06068T
gid://shopify/ProductVariant/46355494961447;BR06069T;P;7200.0;;;;;;gid://shopify/Product/8577769373991;Brinco We Love Sapphire De Ouro Branco 18K Com Ródio Negro E Safira - P;5.0;1.0;3.0;BR06069T
gid://shopify/ProductVariant/46355498303783;BR06070T;P;9500.0;;;;;;gid://shopify/Product/8577769537831;Brinco We Love Sapphire De Ouro Branco 18K Com Ródio Negro E Diamante - P;5.0;1.0;4.0;BR06070T
gid://shopify/ProductVariant/46355498696999;BR06072T;G;14500.0;;;;;;gid://shopify/Product/8577769734439;Brinco We Love Sapphire De Ouro Branco 18K Com Ródio Negro E Safira - G;5.0;1.0;4.0;BR06072T
gid://shopify/ProductVariant/46355502170407;BR06073T;G;14500.0;;;;;;gid://shopify/Product/8577769898279;Brinco We Love Sapphire De Ouro Branco 18K Com Ródio Negro E Safira - G;5.0;1.0;4.0;BR06073T
gid://shopify/ProductVariant/46355502530855;BR06074T;G;21500.0;;;;;;gid://shopify/Product/8577770094887;Brinco We Love Sapphire De Ouro Branco 18K Com Ródio Negro E Diamante - G;5.0;1.0;4.0;BR06074T
gid://shopify/ProductVariant/46355502694695;BR06105T;G;9500.0;;;;;;gid://shopify/Product/8577770258727;Brinco Ear Cuff We Love Sapphire  - G | Ouro Branco 18K Com Ródio Negro E Safiras;5.0;1.0;2.0;BR06105T
gid://shopify/ProductVariant/46355502760231;BR06055T;P;8500.0;;;;;;gid://shopify/Product/8577770324263;Brinco Ear Cuff We Love Sapphire - P | Ouro Rosa 18K E Safiras;6.0;1.0;3.0;BR06055T
gid://shopify/ProductVariant/46355502891303;BR06056T;G;9500.0;;;;;;gid://shopify/Product/8577770455335;Brinco Ear Cuff We Love Sapphire - G | Ouro Rosa 18K E Safiras;5.0;1.0;3.0;BR06056T
gid://shopify/ProductVariant/46355503087911;BR06057T;P;7200.0;;;;;;gid://shopify/Product/8577770651943;Brinco We Love Sapphire De Ouro Rosa 18K E Safira - P;6.0;1.0;4.0;BR06057T
gid://shopify/ProductVariant/46355503382823;BR06058T;G;14500.0;;;;;;gid://shopify/Product/8577770848551;Brinco We Love Sapphire De Ouro Rosa 18K E Safira - G;5.0;1.0;4.0;BR06058T
gid://shopify/ProductVariant/46355503513895;BR06059T;Default Title;13800.0;;;;;;gid://shopify/Product/8577770979623;Brinco Ear Cuff We Love Sapphire | Ouro Rosa 18K E Diamantes;5.0;1.0;3.0;BR06059T
gid://shopify/ProductVariant/46355505545511;BR06061T;P;9500.0;;;;;;gid://shopify/Product/8577771208999;Brinco We Love Sapphire De Ouro Rosa 18K E Diamante - P;6.0;1.0;4.0;BR06061T
gid://shopify/ProductVariant/46355505643815;BR06071T;G;21500.0;;;;;;gid://shopify/Product/8577771307303;Brinco We Love Sapphire De Ouro Rosa 18K E Diamante - G;5.0;1.0;4.0;BR06071T
gid://shopify/ProductVariant/46355505807655;PI01364;Default Title;6000.0;;;;;;gid://shopify/Product/8577771438375;Piercing We Love Sapphire De Ouro Amarelo 18K E Diamante;5.0;1.0;3.0;PI01364
gid://shopify/ProductVariant/46355505873191;PI01457;Default Title;7600.0;;;;;;gid://shopify/Product/8577771503911;Piercing We Love Sapphire De Ouro Branco 18K E Diamante;5.0;1.0;2.0;PI01457
gid://shopify/ProductVariant/46355506004263;PI01365;Default Title;3500.0;;;;;;gid://shopify/Product/8577771667751;Piercing We Love Sapphire De Ouro Rosa 18K E Safira;1.0;1.0;3.0;PI01365
gid://shopify/ProductVariant/46355507872039;BR05983T;G;2400.0;;;;;;gid://shopify/Product/8577772454183;Brinco Pop Chain De Prata Com Ouro Amarelo - G;14.0;1.0;3.0;BR05983T
gid://shopify/ProductVariant/46355508166951;BR05987T;Default Title;1800.0;;;;;;gid://shopify/Product/8577772618023;Brinco Pop Chain De Prata Com Ouro Amarelo - P;6.0;1.0;3.0;BR05987T
gid://shopify/ProductVariant/46355508265255;BR05991T;Default Title;1900.0;;;;;;gid://shopify/Product/8577772716327;Brinco Pop Chain De Prata Com Ouro Amarelo;10.0;1.0;3.0;BR05991T
gid://shopify/ProductVariant/46355508396327;BR05995T;Default Title;1400.0;;;;;;gid://shopify/Product/8577772814631;Brinco Pop Chain De Prata Com Ouro Amarelo;10.0;1.0;3.0;BR05995T
gid://shopify/ProductVariant/46355508527399;BR05999T;Default Title;1200.0;;;;;;gid://shopify/Product/8577772945703;Brinco Pop Chain De Prata Com Ouro Amarelo;0.0;1.0;3.0;BR05999T
gid://shopify/ProductVariant/46355508625703;BR05984T;G;1900.0;;;;;;gid://shopify/Product/8577773076775;Brinco Pop Chain De Prata Com Ródio Negro - G;5.0;1.0;3.0;BR05984T
gid://shopify/ProductVariant/46355510559015;BR05988T;P;1800.0;;;;;;gid://shopify/Product/8577773306151;Brinco Pop Chain De Prata Com Ródio Negro - P;0.0;1.0;3.0;BR05988T
gid://shopify/ProductVariant/46355510821159;BR05992T;Default Title;1500.0;;;;;;gid://shopify/Product/8577773404455;Brinco Pop Chain De Prata Com Ródio Negro;0.0;1.0;3.0;BR05992T
gid://shopify/ProductVariant/46355510952231;BR05996T;Default Title;1250.0;;;;;;gid://shopify/Product/8577773502759;Brinco Pop Chain De Prata Com Ródio Negro;0.0;1.0;3.0;BR05996T
gid://shopify/ProductVariant/46355511148839;CL04429;Default Title;3900.0;;;;;;gid://shopify/Product/8577773699367;Colar Pop Chain De Prata Com Ouro Amarelo;5.0;1.0;3.0;CL04429
gid://shopify/ProductVariant/46355511312679;CL04430;Default Title;3500.0;;;;;;gid://shopify/Product/8577773797671;Colar Pop Chain De Prata Com Ródio Negro;0.0;1.0;3.0;CL04430
gid://shopify/ProductVariant/46355511476519;BR06004T;Default Title;980.0;;;;;;gid://shopify/Product/8577773928743;Piercing Pop Chain De Prata Com Ouro Amarelo;11.0;1.0;2.0;BR06004T
gid://shopify/ProductVariant/46355511607591;PI01341;G;1400.0;;;;;;gid://shopify/Product/8577774059815;Pingente Pop Chain De Prata Com Ouro Amarelo - G;0.0;1.0;3.0;PI01341
gid://shopify/ProductVariant/46355513213223;PI01345;P;950.0;;;;;;gid://shopify/Product/8577774289191;Pingente Pop Chain De Prata Com Ouro Amarelo - P;10.0;1.0;4.0;PI01345
gid://shopify/ProductVariant/46355513573671;PI01350;Default Title;1100.0;;;;;;gid://shopify/Product/8577774453031;Pingente Pop Chain De Prata Com Ouro Amarelo;7.0;1.0;4.0;PI01350
gid://shopify/ProductVariant/46355513737511;PI01342;G;1200.0;;;;;;gid://shopify/Product/8577774518567;Pingente Pop Chain De Prata Com Ródio Negro - G;6.0;1.0;4.0;PI01342
gid://shopify/ProductVariant/46355513901351;PI01346;P;800.0;;;;;;gid://shopify/Product/8577774649639;Pingente Pop Chain De Prata Com Ródio Negro - P;9.0;1.0;4.0;PI01346
gid://shopify/ProductVariant/46355514261799;PI01351;Default Title;1000.0;;;;;;gid://shopify/Product/8577774780711;Pingente Pop Chain De Prata Com Ródio Negro;6.0;1.0;4.0;PI01351
gid://shopify/ProductVariant/46355517276455;BR05782T;Default Title;3100.0;;;;;;gid://shopify/Product/8577776189735;Brinco Rock&Hot De Prata Com Ouro Amarelo;6.0;1.0;3.0;BR05782T
gid://shopify/ProductVariant/46355517669671;BR05783T;Default Title;3500.0;;;;;;gid://shopify/Product/8577776320807;Brinco Rock&Hot De Prata Com Ouro Amarelo E Ágata;6.0;1.0;2.0;BR05783T
gid://shopify/ProductVariant/46355517735207;BR05784T;Default Title;2650.0;;;;;;gid://shopify/Product/8577776386343;Brinco Rock&Hot De Prata Com Ouro Amarelo;6.0;1.0;2.0;BR05784T
gid://shopify/ProductVariant/46355517767975;BR05849T;GG;3900.0;;;;;;gid://shopify/Product/8577776419111;Brinco Rock&Hot De Prata Com Ouro Amarelo - GG;5.0;1.0;2.0;BR05849T
gid://shopify/ProductVariant/46355517899047;CL04336;Default Title;4700.0;;;;;;gid://shopify/Product/8577776550183;Colar Rock&Hot De Prata Com Ouro Amarelo;6.0;1.0;2.0;CL04336
gid://shopify/ProductVariant/46355517931815;PU01915T;M;3100.0;;;;;;gid://shopify/Product/8577776582951;Pulseira Rock&Hot De Prata Com Ouro Amarelo - M;5.0;1.0;3.0;PU01915T
gid://shopify/ProductVariant/46355519308071;BR06155T;M;7800.0;;;;;;gid://shopify/Product/8577777893671;Brinco Ear Cuff Rock Star - M | Ouro Branco 18K com Ródio Negro e Rubi;5.0;1.0;2.0;BR06155T
gid://shopify/ProductVariant/46355519373607;BR06159T;P;5900.0;;;;;;gid://shopify/Product/8577777959207;Brinco Ear Cuff Rock Star - P | Ouro Branco 18K com Ródio Negro e Diamantes Negros;5.0;1.0;2.0;BR06159T
gid://shopify/ProductVariant/46355519439143;BR06168T;Default Title;11000.0;;;;;;gid://shopify/Product/8577778024743;Brinco Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira;5.0;1.0;2.0;BR06168T
gid://shopify/ProductVariant/46355519504679;BR06170T;Default Title;9500.0;;;;;;gid://shopify/Product/8577778090279;Brinco Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante;6.0;1.0;2.0;BR06170T
gid://shopify/ProductVariant/46355519635751;BR06171T;Default Title;8000.0;;;;;;gid://shopify/Product/8577778221351;Brinco Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Esmeralda;7.0;1.0;2.0;BR06171T
gid://shopify/ProductVariant/46355519865127;BR06172T;Default Title;7000.0;;;;;;gid://shopify/Product/8577778417959;Brinco Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Rubi;10.0;1.0;2.0;BR06172T
gid://shopify/ProductVariant/46355520192807;BR06173T;Default Title;7000.0;;;;;;gid://shopify/Product/8577778581799;Brinco Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira;7.0;1.0;2.0;BR06173T
gid://shopify/ProductVariant/46355520454951;BR06174T;Default Title;11000.0;;;;;;gid://shopify/Product/8577778680103;Brinco Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira;5.0;1.0;2.0;BR06174T
gid://shopify/ProductVariant/46355520520487;BR06175T;G;12500.0;;;;;;gid://shopify/Product/8577778745639;Brinco Ear Cuff Rock Star - G | Ouro Branco 18K com Ródio Negro e Safiras;6.0;1.0;2.0;BR06175T
gid://shopify/ProductVariant/46355520815399;BR06176T;G;12500.0;;;;;;gid://shopify/Product/8577778843943;Brinco Ear Cuff Rock Star - G | Ouro Branco 18K com Ródio Negro e Safiras;5.0;1.0;2.0;BR06176T
gid://shopify/ProductVariant/46355521044775;BR06177T;Default Title;12500.0;;;;;;gid://shopify/Product/8577779007783;Brinco Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira;5.0;1.0;2.0;BR06177T
gid://shopify/ProductVariant/46355521208615;BR06178T;M;9500.0;;;;;;gid://shopify/Product/8577779171623;Brinco Ear Cuff Rock Star - M | Ouro Branco 18K com Ródio Negro e Esmeraldas;5.0;1.0;2.0;BR06178T
gid://shopify/ProductVariant/46355521274151;BR06179T;M;7800.0;;;;;;gid://shopify/Product/8577779204391;Brinco Ear Cuff Rock Star - M | Ouro Branco 18K com Ródio Negro e Safiras;6.0;1.0;2.0;BR06179T
gid://shopify/ProductVariant/46355521339687;BR06192T;P;7800.0;;;;;;gid://shopify/Product/8577779269927;Brinco Ear Cuff Rock Star - P | Ouro Branco 18K com Ródio Negro e Diamantes;7.0;1.0;2.0;BR06192T
gid://shopify/ProductVariant/46355521503527;BR06252T;M;7800.0;;;;;;gid://shopify/Product/8577779433767;Brinco Ear Cuff Rock Star - M | Ouro Branco 18K com Ródio Negro e Safiras;5.0;1.0;1.0;BR06252T
gid://shopify/ProductVariant/46355521601831;BR06152T;Default Title;11500.0;;;;;;gid://shopify/Product/8577779532071;Brinco Rock Star De Ouro Branco 18K E Diamante;6.0;1.0;2.0;BR06152T
gid://shopify/ProductVariant/46355521700135;BR06158T;P;9500.0;;;;;;gid://shopify/Product/8577779630375;Brinco Ear Cuff Rock Star - P | Ouro Branco 18K e Diamantes;5.0;1.0;2.0;BR06158T
gid://shopify/ProductVariant/46355523174695;PU01999T;P;19500.0;;;;;;gid://shopify/Product/8577780908327;Pulseira Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante Negro;15.0;3.0;3.0;PU01999T
gid://shopify/ProductVariant/46355523895591;PU02001T;P;18500.0;;;;;;gid://shopify/Product/8577781530919;Pulseira Rock Star De Ouro Branco 18K Com Ródio Negro E Safira;15.0;3.0;3.0;PU02001T
gid://shopify/ProductVariant/46355524452647;PU02003T;P;19500.0;;;;;;gid://shopify/Product/8577782022439;Pulseira Rock Star De Ouro Branco 18K Com Ródio Negro E Esmeralda;15.0;3.0;3.0;PU02003T
gid://shopify/ProductVariant/46355525271847;PU02006T;P;25000.0;;;;;;gid://shopify/Product/8577782710567;Pulseira Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante;15.0;3.0;3.0;PU02006T
gid://shopify/ProductVariant/46355525501223;PU03422T;P;18500.0;;;;;;gid://shopify/Product/8577782972711;Pulseira Rock Star De Ouro Branco 18K Com Ródio Negro E Rubi;15.0;3.0;3.0;PU03422T
gid://shopify/ProductVariant/46355527827751;PU01997T;P;29500.0;;;;;;gid://shopify/Product/8577784316199;Pulseira Rock Star De Ouro Branco 18K E Diamante;15.0;3.0;3.0;PU01997T
gid://shopify/ProductVariant/46355606274343;BR05350T;P;2100.0;;;;;;gid://shopify/Product/8577837564199;Brinco Pop De Prata Com Ouro Amarelo - P;9.0;1.0;4.0;BR05350T
gid://shopify/ProductVariant/46355606536487;BR05351T;M;2700.0;;;;;;gid://shopify/Product/8577837793575;Brinco Pop De Prata Com Ouro Amarelo - M;10.0;1.0;5.0;BR05351T
gid://shopify/ProductVariant/46355606831399;BR05352T;G;3500.0;;;;;;gid://shopify/Product/8577838088487;Brinco Pop De Prata Com Ouro Amarelo - G;6.0;1.0;4.0;BR05352T
gid://shopify/ProductVariant/46355607028007;BR05353T;Default Title;3100.0;;;;;;gid://shopify/Product/8577838285095;Brinco Pop De Prata Com Ouro Amarelo;8.0;1.0;3.0;BR05353T
gid://shopify/ProductVariant/46355607814439;CO01278;Default Title;1300.0;;;;;;gid://shopify/Product/8577838448935;Corrente Pop De Prata Com Ouro Amarelo, 60cm.;18.0;1.0;3.0;CO01278
gid://shopify/ProductVariant/46355607912743;CO01279;Default Title;1300.0;;;;;;gid://shopify/Product/8577838547239;Corrente Pop De Prata Com Ouro Amarelo, 80cm.;34.0;1.0;3.0;CO01279
gid://shopify/ProductVariant/46355608142119;CO01280;Default Title;1700.0;;;;;;gid://shopify/Product/8577838711079;Corrente Pop De Prata Com Ouro Amarelo, 60cm.;11.0;1.0;3.0;CO01280
gid://shopify/ProductVariant/46355608273191;CO01281;Default Title;1900.0;;;;;;gid://shopify/Product/8577838842151;Corrente Pop De Prata Com Ouro Amarelo, 80cm.;22.0;1.0;3.0;CO01281
gid://shopify/ProductVariant/46355608404263;CO01282;Default Title;1100.0;;;;;;gid://shopify/Product/8577838973223;Corrente Pop De Prata Com Ouro Amarelo, 50Cm.;7.0;1.0;2.0;CO01282
gid://shopify/ProductVariant/46355630096679;BR06544T;Default Title;3400.0;;;;;;gid://shopify/Product/8577852866855;Brinco Mare | Prata com Ouro Amarelo 18K e Pérolas;11.0;1.0;5.0;BR06544T
gid://shopify/ProductVariant/46355630719271;BR06545T;Default Title;2600.0;;;;;;gid://shopify/Product/8577852965159;Brinco Mare | Prata com Ouro Amarelo 18K;8.0;1.0;3.0;BR06545T
gid://shopify/ProductVariant/46355631440167;BR06546T;Default Title;3900.0;;;;;;gid://shopify/Product/8577853194535;Brinco Mare Madrepérola Branca | Prata com Ouro Amarelo 18k;0.0;1.0;3.0;BR06546T
gid://shopify/ProductVariant/46355633602855;BR06547T;Default Title;4500.0;;;;;;gid://shopify/Product/8577853358375;Brinco Mare Maxi | Prata com Ouro Amarelo 18K;7.0;1.0;3.0;BR06547T
gid://shopify/ProductVariant/46355634782503;BR06549T;Default Title;1200.0;;;;;;gid://shopify/Product/8577853587751;Brinco Mare - Unitário | Prata com Ouro Amarelo e Pérola;8.0;1.0;3.0;BR06549T
gid://shopify/ProductVariant/46355635962151;BR06554T;Default Title;3900.0;;;;;;gid://shopify/Product/8577853718823;Brinco Mare Madrepérola Negra | Prata com Ouro Amarelo 18K;1.0;1.0;3.0;BR06554T
gid://shopify/ProductVariant/46355635994919;BR06559T;Default Title;1900.0;;;;;;gid://shopify/Product/8577853751591;Brinco Mare | Mini | Prata com Ouro Amarelo 18k;9.0;1.0;4.0;BR06559T
gid://shopify/ProductVariant/46355636060455;BR06560T;Default Title;490.0;;;;;;gid://shopify/Product/8577853817127;Brinco Mare - Unitário | Prata com Ouro Amarelo 18K;5.0;1.0;3.0;BR06560T
gid://shopify/ProductVariant/46355636191527;CL04619;P;2200.0;;;;;;gid://shopify/Product/8577853948199;Colar Mare - P | Prata com Ouro Amarelo 18K;16.0;1.0;4.0;CL04619
gid://shopify/ProductVariant/46355636224295;CL04621;M;2700.0;;;;;;gid://shopify/Product/8577853980967;Colar Mare - M | Prata com Ouro Amarelo;12.0;1.0;4.0;CL04621
gid://shopify/ProductVariant/46355638059303;CL04622;G;3500.0;;;;;;gid://shopify/Product/8577854243111;Colar Mare - G | Prata com Ouro Amarelo 18K;16.0;1.0;4.0;CL04622
gid://shopify/ProductVariant/46355641073959;CL04631;Default Title;8700.0;;;;;;gid://shopify/Product/8577854800167;Colar Maxi MARE | Prata com Ouro Amarelo 18K;7.0;1.0;3.0;CL04631
gid://shopify/ProductVariant/46355645202727;PI01495;Default Title;980.0;;;;;;gid://shopify/Product/8577855422759;Piercing Mare | Prata com Ouro Amarelo 18K;9.0;1.0;3.0;PI01495
gid://shopify/ProductVariant/46355669713191;PI01496;Default Title;1300.0;;;;;;gid://shopify/Product/8577858339111;Piercing Mare | Prata com Ouro Amarelo 18K e Pérolas;9.0;1.0;5.0;PI01496
gid://shopify/ProductVariant/46355678658855;BR06486T;Default Title;9800.0;;;;;;gid://shopify/Product/8577859551527;Brinco Dolce | Ouro Amarelo 18K com Lápis Lazúli;5.0;1.0;3.0;BR06486T
gid://shopify/ProductVariant/46355679904039;BR06488T;Default Title;9800.0;;;;;;gid://shopify/Product/8577859715367;Brinco Dolce | Ouro Amarelo 18K e Ágata;5.0;1.0;3.0;BR06488T
gid://shopify/ProductVariant/46355681050919;BR06489T;Default Title;9800.0;;;;;;gid://shopify/Product/8577859879207;Brinco Dolce | Ouro Amarelo 18K e Quartzo;7.0;1.0;3.0;BR06489T
gid://shopify/ProductVariant/46355681640743;BR06490T;Default Title;9800.0;;;;;;gid://shopify/Product/8577860010279;Brinco Dolce | Ouro Amarelo 18K com Malaquita;5.0;1.0;3.0;BR06490T
gid://shopify/ProductVariant/46355682885927;BR06491T;Default Title;14500.0;;;;;;gid://shopify/Product/8577860174119;Brinco Vita | Ouro Amarelo 18K com Ágata e Diamantes;5.0;1.0;3.0;BR06491T
gid://shopify/ProductVariant/46355684229415;BR06493T;Default Title;14500.0;;;;;;gid://shopify/Product/8577860370727;Brinco Vita | Ouro Amarelo 18K com Lápis Lazúli e Diamantes;5.0;1.0;3.0;BR06493T
