id;sku;title;price;key;namespace;type;value;__parentId;product_id;title;totalInventory;totalVariants;mediaCount;sku_2
gid://shopify/ProductVariant/46393436569895;AN02482-10;10;13000.0;;;;;;gid://shopify/Product/8582654230823;ANEL 15 ANOS | OURO BRANCO 18K COM RÓDIO NEGRO E DIAMANTES;65.0;13.0;3.0;AN02482
gid://shopify/ProductVariant/46393437094183;AN02949-10;10;17000.0;;;;;;gid://shopify/Product/8582654296359;ANEL 15 ANOS | OURO BRANCO 18K COM RÓDIO NEGRO E DIAMANTES;67.0;13.0;3.0;AN02949
gid://shopify/ProductVariant/46393437749543;AN02483-10;10;21000.0;;;;;;gid://shopify/Product/8582654427431;ANEL 15 ANOS | OURO BRANCO 18K E DIAMANTES;65.0;13.0;3.0;AN02483
gid://shopify/ProductVariant/46393438306599;AN03268-10;10;8700.0;;;;;;gid://shopify/Product/8582654525735;ANEL AVANT GARDE | OURO BRANCO 18K COM RÓDIO NEGRO E DIAMANTES;0.0;13.0;4.0;AN03268
gid://shopify/ProductVariant/46393439289639;AN03255-10;10;10200.0;;;;;;gid://shopify/Product/8582654656807;ANEL AVANT GARDE | OURO BRANCO 18K E DIAMANTES;0.0;13.0;4.0;AN03255
gid://shopify/ProductVariant/46393440043303;AN03337-10;10;3200.0;;;;;;gid://shopify/Product/8582654787879;ANEL BLOSSOM | PRATA COM OURO AMARELO 18K E SAFIRA;1.0;13.0;3.0;AN03337
gid://shopify/ProductVariant/46393440469287;AN03338-10;10;3100.0;;;;;;gid://shopify/Product/8582654820647;ANEL BLOSSOM | PRATA COM RÓDIO NEGRO E SAFIRA;0.0;13.0;3.0;AN03338
gid://shopify/ProductVariant/46393441812775;AN03342-10;10;1400.0;;;;;;gid://shopify/Product/8582654984487;ANEL BLOSSOM | PRATA COM RÓDIO NEGRO E SAFIRA;65.0;13.0;3.0;AN03342
gid://shopify/ProductVariant/46393443156263;AN03518-10;10;68000.0;;;;;;gid://shopify/Product/8582655082791;Anel Celebrate De Ouro Amarelo 18K E Diamante E Esmeralda;0.0;13.0;0.0;AN03518
gid://shopify/ProductVariant/46393444335911;AN03530-10;10;53000.0;;;;;;gid://shopify/Product/8582655213863;ANEL CELEBRATE SOLITÁRIO | OURO AMARELO 18K COM DIAMANTES E ESMERALDA;0.0;13.0;1.0;AN03530
gid://shopify/ProductVariant/46393444860199;AN03531-10;10;45000.0;;;;;;gid://shopify/Product/8582655312167;ANEL CELEBRATE SOLITÁRIO | OURO AMARELO 18K COM DIAMANTES E ESMERALDA;1.0;13.0;1.0;AN03531
gid://shopify/ProductVariant/46393445548327;AN03532-10;10;41000.0;;;;;;gid://shopify/Product/8582655443239;Anel Celebrate | Ouro Amarelo e Branco 18K com Diamantes e Esmeralda;0.0;13.0;1.0;AN03532
gid://shopify/ProductVariant/46393446695207;AN03506-10;10;9900.0;;;;;;gid://shopify/Product/8582655705383;Anel Celebrate | Ouro Amarelo 18K e Diamantes;66.0;13.0;4.0;AN03506
gid://shopify/ProductVariant/46393447383335;AN03513-10;10;6500.0;;;;;;gid://shopify/Product/8582655901991;Anel Celebrate | Ouro Amarelo 18K e Esmeraldas;65.0;13.0;4.0;AN03513
gid://shopify/ProductVariant/46393447973159;AN03505-10;10;12900.0;;;;;;gid://shopify/Product/8582656098599;Anel Celebrate | Ouro Branco 18K E Diamantes;69.0;13.0;3.0;AN03505
gid://shopify/ProductVariant/46393448628519;AN03512-10;10;6500.0;;;;;;gid://shopify/Product/8582656327975;Anel Celebrate | Ouro Branco 18K e Esmeraldas;69.0;13.0;3.0;AN03512
gid://shopify/ProductVariant/46393449120039;AN03073-10;10;1100.0;;;;;;gid://shopify/Product/8582656426279;Anel Chain |  Prata Com Ouro Amarelo 18k;77.0;13.0;3.0;AN03073
gid://shopify/ProductVariant/46393449939239;AN03074-10;10;1100.0;;;;;;gid://shopify/Product/8582656590119;Anel Chain | Prata Com Ródio Negro;4.0;13.0;3.0;AN03074
gid://shopify/ProductVariant/46393450594599;AL00031-10;10;3100.0;;;;;;gid://shopify/Product/8582656655655;ALIANÇA CLÁSSICO | OURO AMARELO 18K;68.0;13.0;2.0;AL00031
gid://shopify/ProductVariant/46393451315495;AL00037-10;10;4500.0;;;;;;gid://shopify/Product/8582656786727;ALIANÇA CLÁSSICO | OURO AMARELO 18K;67.0;13.0;3.0;AL00037
gid://shopify/ProductVariant/46393451741479;AL0127-10;10;2600.0;;;;;;gid://shopify/Product/8582656819495;ALIANÇA CLÁSSICO | OURO AMARELO 18K;67.0;13.0;2.0;AL0127
gid://shopify/ProductVariant/46393452626215;AL0129-10;10;3800.0;;;;;;gid://shopify/Product/8582657016103;ALIANÇA CLÁSSICO | OURO AMARELO 18K;67.0;13.0;2.0;AL0129
gid://shopify/ProductVariant/46393453248807;AL0131-10;10;5300.0;;;;;;gid://shopify/Product/8582657147175;ALIANÇA CÁSSICO | OURO AMARELO 18K;69.0;13.0;3.0;AL0131
gid://shopify/ProductVariant/46393454068007;AL00033-10;10;3100.0;;;;;;gid://shopify/Product/8582657311015;ALIANÇA CLÁSSICO | OURO BRANCO 18K;70.0;13.0;2.0;AL00033
gid://shopify/ProductVariant/46393454723367;AL0119-10;10;2600.0;;;;;;gid://shopify/Product/8582657442087;ALIANÇA CLÁSSICO | OURO BRANCO 18K;69.0;13.0;1.0;AL0119
gid://shopify/ProductVariant/46393455771943;AL0121-10;10;3800.0;;;;;;gid://shopify/Product/8582657573159;ALIANÇA CLÁSSICO | OURO BRANCO 18K;71.0;13.0;3.0;AL0121
gid://shopify/ProductVariant/46393456623911;AL0123-10;10;5300.0;;;;;;gid://shopify/Product/8582657736999;ALIANÇA CLÁSSICO | OURO BRANCO 18K;68.0;13.0;2.0;AL0123
gid://shopify/ProductVariant/46393457213735;AL0143-10;10;4500.0;;;;;;gid://shopify/Product/8582657835303;ALIANÇA CLÁSSICO | OURO BRANCO 18K;70.0;13.0;1.0;AL0143
gid://shopify/ProductVariant/46393457836327;AL00042-10;10;4500.0;;;;;;gid://shopify/Product/8582657900839;ALIANÇA CLÁSSICO | OURO ROSA 18K;66.0;13.0;2.0;AL00042
gid://shopify/ProductVariant/46393458458919;AL00049-10;10;3100.0;;;;;;gid://shopify/Product/8582657966375;ALIANÇA CLÁSSICO | OURO ROSA 18K;69.0;13.0;2.0;AL00049
gid://shopify/ProductVariant/46393459015975;AL00069-10;10;2600.0;;;;;;gid://shopify/Product/8582658031911;ALIANÇA CLÁSSICO | OURO ROSA 18K;69.0;13.0;3.0;AL00069
gid://shopify/ProductVariant/46393459704103;AL02775-10;10;3800.0;;;;;;gid://shopify/Product/8582658162983;ALIANÇA CLÁSSICO | OURO ROSA 18K;65.0;13.0;1.0;AL02775
gid://shopify/ProductVariant/46393460621607;AN03191-10;10;7700.0;;;;;;gid://shopify/Product/8582658294055;Anel Deco 2019 | Ouro Amarelo 18K COM RÓDIO NEGRO E DIAMANTES;66.0;13.0;2.0;AN03191
gid://shopify/ProductVariant/46393461080359;AN03190-10;10;8300.0;;;;;;gid://shopify/Product/8582658359591;Anel Deco 2019 | Ouro Branco 18K Com Ródio Negro E Diamantes;67.0;13.0;2.0;AN03190
gid://shopify/ProductVariant/46393461604647;AN03189-10;10;9800.0;;;;;;gid://shopify/Product/8582658457895;Anel Deco 2019 | Ouro Branco 18K E Diamantes;65.0;13.0;2.0;AN03189
gid://shopify/ProductVariant/46393462030631;AN03556-10;10;11500.0;;;;;;gid://shopify/Product/8582658490663;Anel Dolce Vita | Ouro Amarelo 18K com Ágata e Diamantes;65.0;13.0;3.0;AN03556
gid://shopify/ProductVariant/46393462751527;AN03557-10;10;11500.0;;;;;;gid://shopify/Product/8582658588967;Anel Dolce Vita | Ouro Amarelo 18K com Safiras E Quartzo;66.0;13.0;3.0;AN03557
gid://shopify/ProductVariant/46393463701799;AN03558-10;10;15200.0;;;;;;gid://shopify/Product/8582658654503;Anel Dolce Vita | Ouro Amarelo 18K com Turquesa e Diamantes;65.0;13.0;3.0;AN03558
gid://shopify/ProductVariant/46393464258855;AN03559-10;10;11500.0;;;;;;gid://shopify/Product/8582658720039;Anel Dolce Vita | Ouro Amarelo 18K com Ágata E Diamantes;65.0;13.0;3.0;AN03559
gid://shopify/ProductVariant/46393465143591;AN03560-10;10;11500.0;;;;;;gid://shopify/Product/8582658851111;Anel Dolce Vita | Ouro Amarelo 18K com Malaquita E Diamantes;65.0;13.0;3.0;AN03560
gid://shopify/ProductVariant/46393465962791;AN03562-10;10;9200.0;;;;;;gid://shopify/Product/8582659014951;Anel Dolce Vita | Ouro Amarelo 18K com Lápis Lazuli;1.0;13.0;3.0;AN03562
gid://shopify/ProductVariant/46393466552615;AN03563-10;10;9200.0;;;;;;gid://shopify/Product/8582659080487;Anel Dolce Vita | Ouro Amarelo 18K com Ágata;65.0;13.0;3.0;AN03563
gid://shopify/ProductVariant/46393467044135;AN03564-10;10;9200.0;;;;;;gid://shopify/Product/8582659178791;Anel Dolce Vita | Ouro Amarelo 18K com Quartzo;65.0;13.0;4.0;AN03564
gid://shopify/ProductVariant/46393469305127;AN03565-10;10;10200.0;;;;;;gid://shopify/Product/8582659309863;Anel Dolce Vita | Ouro Amarelo 18K com Turquesa;67.0;13.0;3.0;AN03565
gid://shopify/ProductVariant/46393469993255;AN03566-10;10;9200.0;;;;;;gid://shopify/Product/8582659506471;Anel Dolce Vita | Ouro Amarelo 18K com Ágata;66.0;13.0;3.0;AN03566
gid://shopify/ProductVariant/46393470615847;AN03567-10;10;9200.0;;;;;;gid://shopify/Product/8582659703079;Anel Dolce Vita | Ouro Amarelo 18K com Malaquita;65.0;13.0;3.0;AN03567
gid://shopify/ProductVariant/46393471205671;AN03574-10;10;9200.0;;;;;;gid://shopify/Product/8582659866919;Anel Dolce Vita | Ouro Amarelo 18K com Olho De Tigre;65.0;13.0;1.0;AN03574
gid://shopify/ProductVariant/46393471828263;AN03575-10;10;11500.0;;;;;;gid://shopify/Product/8582659965223;Anel Dolce Vita | Ouro Amarelo 18K com Safiras E Olho De Tigre;66.0;13.0;1.0;AN03575
gid://shopify/ProductVariant/46393472516391;AN03554-10;10;11500.0;;;;;;gid://shopify/Product/8582660063527;Anel Dolce Vita | Ouro Rosa 18K com Safiras e Opala;1.0;13.0;3.0;AN03554
gid://shopify/ProductVariant/46393473073447;AN03561-10;10;9200.0;;;;;;gid://shopify/Product/8582660129063;Anel Dolce Vita | Ouro Rosa 18K com Opala;1.0;13.0;3.0;AN03561
gid://shopify/ProductVariant/46393473892647;AN03544-10;10;184000.0;;;;;;gid://shopify/Product/8582660194599;Anel Especial Solitário | Ouro Branco 18K E Diamantes;1.0;13.0;1.0;AN03544
gid://shopify/ProductVariant/46393474810151;AN0793-10;10;5500.0;;;;;;gid://shopify/Product/8582660292903;Anel Fetiche | Ouro Amarelo 18K;68.0;13.0;3.0;AN0793
gid://shopify/ProductVariant/46393475334439;AN01150-10;10;5500.0;;;;;;gid://shopify/Product/8582660358439;Anel Fetiche | Ouro Branco 18K Com Ródio Negro;66.0;13.0;2.0;AN01150
gid://shopify/ProductVariant/46393475825959;AN0792-10;10;5500.0;;;;;;gid://shopify/Product/8582660456743;Anel Fetiche | Ouro Branco 18K;67.0;13.0;3.0;AN0792
gid://shopify/ProductVariant/46393476874535;AN0791-10;10;5500.0;;;;;;gid://shopify/Product/8582660587815;Anel Fetiche | Ouro Rosa 18K;68.0;13.0;3.0;AN0791
gid://shopify/ProductVariant/46393480151335;AN02445-10;10;3200.0;;;;;;gid://shopify/Product/8582660653351;Anel First Diamond | Ouro Branco 18K Com Ródio Negro E Diamante;65.0;13.0;3.0;AN02445
gid://shopify/ProductVariant/46393480806695;AN03305-10;10;3200.0;;;;;;gid://shopify/Product/8582660751655;Anel First Diamond | Ouro Branco 18K E Diamante;66.0;13.0;2.0;AN03305
gid://shopify/ProductVariant/46393481330983;AN02446-10;10;3200.0;;;;;;gid://shopify/Product/8582660817191;Anel First Diamond | Ouro Rosa 18K E Diamante;65.0;13.0;3.0;AN02446
gid://shopify/ProductVariant/46393482543399;AN03026-10;10;6500.0;;;;;;gid://shopify/Product/8582660882727;Anel Lifestyle | Ouro Branco 18K Com Ródio Negro, Diamantes E Esmeralda;66.0;13.0;2.0;AN03026
gid://shopify/ProductVariant/46393483297063;AN03030-10;10;7800.0;;;;;;gid://shopify/Product/8582660981031;Anel Lifestyle | Ouro Branco 18K Com Ródio Negro E Diamantes;65.0;13.0;2.0;AN03030
gid://shopify/ProductVariant/46393483821351;AN03032-10;10;7900.0;;;;;;gid://shopify/Product/8582661046567;Anel Lifestyle | Ouro Branco 18K Com Ródio Negro E Diamantes;0.0;13.0;2.0;AN03032
gid://shopify/ProductVariant/46393484247335;AN03033-10;10;7100.0;;;;;;gid://shopify/Product/8582661079335;Anel Lifestyle | Ouro Branco 18K Com Ródio Negro E Diamantes Negros;66.0;13.0;2.0;AN03033
gid://shopify/ProductVariant/46393484706087;AN03027-10;10;17500.0;;;;;;gid://shopify/Product/8582661144871;Anel Lifestyle - G | Ouro Branco 18K E Diamantes;1.0;13.0;2.0;AN03027
gid://shopify/ProductVariant/46393485230375;AN03029-10;10;8500.0;;;;;;gid://shopify/Product/8582661210407;Anel Lifestyle | Ouro Branco 18K E Diamantes;65.0;13.0;2.0;AN03029
gid://shopify/ProductVariant/46393486115111;AN03031-10;10;23000.0;;;;;;gid://shopify/Product/8582661308711;Anel Lifestyle | Ouro Branco 18K E Diamantes;66.0;13.0;2.0;AN03031
gid://shopify/ProductVariant/46393486541095;AN03028-10;10;5900.0;;;;;;gid://shopify/Product/8582661341479;Anel Lifestyle | Ouro Amarelo 18K;66.0;13.0;2.0;AN03028
gid://shopify/ProductVariant/46393487130919;AN02823-10;10;8500.0;;;;;;gid://shopify/Product/8582661407015;Anel Love NY | Ouro Branco 18K Com Ródio Negro E Diamantes;1.0;13.0;3.0;AN02823
gid://shopify/ProductVariant/46393487687975;AN02824-10;10;9800.0;;;;;;gid://shopify/Product/8582661472551;Anel Love Ny | Ouro Branco 18K E Diamantes;65.0;13.0;3.0;AN02824
gid://shopify/ProductVariant/46393488146727;AN02815-10;10;6800.0;;;;;;gid://shopify/Product/8582661538087;Anel Love Ny | Ouro Amarelo 18K;66.0;13.0;3.0;AN02815
gid://shopify/ProductVariant/46393488769319;AN02935-10;10;41000.0;;;;;;gid://shopify/Product/8582661636391;Anel Mães 2013 Solitário | Ouro Branco 18K E Diamantes;0.0;13.0;1.0;AN02935
gid://shopify/ProductVariant/46393489260839;AN03585-10;10;1500.0;;;;;;gid://shopify/Product/8582661734695;Anel Mare | Prata com Ouro Amarelo e Pérola;65.0;13.0;3.0;AN03585
gid://shopify/ProductVariant/46393489785127;AN03586-10;10;2100.0;;;;;;gid://shopify/Product/8582661865767;Anel Mare | Prata com Ouro Amarelo 18K;70.0;13.0;3.0;AN03586
gid://shopify/ProductVariant/46393490407719;AN01604-10;10;3500.0;;;;;;gid://shopify/Product/8582661996839;Anel Namo 2012 | Ouro Branco 18K Com Ródio Negro E Diamantes;66.0;13.0;2.0;AN01604
gid://shopify/ProductVariant/46393490997543;AN01605-10;10;3500.0;;;;;;gid://shopify/Product/8582662095143;Anel Namo 2012 | Ouro Branco 18K E Diamantes;65.0;13.0;2.0;AN01605
gid://shopify/ProductVariant/46393491620135;AN01606-10;10;3500.0;;;;;;gid://shopify/Product/8582662226215;Anel Namo 2012 | Ouro Rosa 18K E Diamantes;66.0;13.0;2.0;AN01606
gid://shopify/ProductVariant/46393492177191;AN01607-10;10;3500.0;;;;;;gid://shopify/Product/8582662324519;Anel Namo 2012 | Ouro Amarelo 18K E Diamantes;66.0;13.0;2.0;AN01607
gid://shopify/ProductVariant/46393492635943;AN01611-10;10;2500.0;;;;;;gid://shopify/Product/8582662390055;Anel Namorados 2012 | Ouro Amarelo 18K;67.0;13.0;2.0;AN01611
gid://shopify/ProductVariant/46393493094695;AN01608-10;10;2500.0;;;;;;gid://shopify/Product/8582662455591;Anel Namo 2012 | Ouro Branco 18K Com Ródio Negro;69.0;13.0;2.0;AN01608
gid://shopify/ProductVariant/46393493717287;AN01609-10;10;2500.0;;;;;;gid://shopify/Product/8582662521127;Anel Namo 2012 | Ouro Branco 18K;66.0;13.0;2.0;AN01609
gid://shopify/ProductVariant/46393494339879;AN01610-10;10;2500.0;;;;;;gid://shopify/Product/8582662619431;Anel Namo 2012 | Ouro Rosa 18K;66.0;13.0;2.0;AN01610
gid://shopify/ProductVariant/46393495159079;AN02506-10;10;3200.0;;;;;;gid://shopify/Product/8582662816039;Anel Orquidea | Prata Com Ouro Rosa E Diamante;66.0;13.0;3.0;AN02506
gid://shopify/ProductVariant/46393495879975;AN02505-10;10;2850.0;;;;;;gid://shopify/Product/8582663078183;Anel Orquídea | Prata Com Ródio Negro E Diamante.;65.0;13.0;2.0;AN02505
gid://shopify/ProductVariant/46393496928551;AN03360-10;10;1100.0;;;;;;gid://shopify/Product/8582663176487;Anel Pop Chain | Prata Com Ouro Amarelo 18k;83.0;13.0;2.0;AN03360
gid://shopify/ProductVariant/46393498042663;AN03361-10;10;950.0;;;;;;gid://shopify/Product/8582663340327;Anel Pop Chain | Prata Com Ródio Negro;85.0;13.0;2.0;AN03361
gid://shopify/ProductVariant/46393498730791;AN03444-10;10;40800.0;;;;;;gid://shopify/Product/8582663471399;Anel Rock Star | Ouro Rosa E Branco 18K com Morganita e Diamantes;1.0;13.0;1.0;AN03444
gid://shopify/ProductVariant/46393499156775;AN03541-10;10;15000.0;;;;;;gid://shopify/Product/8582663504167;Anel Rock Star | Ouro Amarelo 18K com Citrino e Diamantes;0.0;13.0;1.0;AN03541
gid://shopify/ProductVariant/46393500631335;AN03404-10;10;8500.0;;;;;;gid://shopify/Product/8582663569703;Anel Rock Star - M | Ouro Branco 18K com Ródio Negro, Diamantes e Esmeralda;66.0;13.0;2.0;AN03404
gid://shopify/ProductVariant/46393501450535;AN03405-10;10;7500.0;;;;;;gid://shopify/Product/8582663700775;Anel Rock Star - M | Ouro Branco 18K com Ródio Negro, Diamantes e Rubi;66.0;13.0;2.0;AN03405
gid://shopify/ProductVariant/46393501974823;AN03406-10;10;7500.0;;;;;;gid://shopify/Product/8582663799079;Anel Rock Star - M | Ouro Branco 18K com Ródio Negro, Diamantes e Safira;65.0;13.0;2.0;AN03406
gid://shopify/ProductVariant/46393502761255;AN03407-10;10;6500.0;;;;;;gid://shopify/Product/8582663930151;Anel Rock Star | Ouro Branco 18K com Ródio Negro, Diamantes e Safira;65.0;13.0;2.0;AN03407
gid://shopify/ProductVariant/46393503285543;AN03408-10;10;21000.0;;;;;;gid://shopify/Product/8582664028455;Anel Rock Star - G | Ouro Branco 18K com Ródio Negro, Diamantes e Esmeralda;65.0;13.0;2.0;AN03408
gid://shopify/ProductVariant/46393503711527;AN03409-10;10;19000.0;;;;;;gid://shopify/Product/8582664093991;Anel Rock Star - G | Ouro Branco 18K com Ródio Negro, Diamantes e Rubi;66.0;13.0;2.0;AN03409
gid://shopify/ProductVariant/46393504366887;AN03410-10;10;19000.0;;;;;;gid://shopify/Product/8582664126759;Anel Rock Star - G | Ouro Branco 18K com Ródio Negro, Diamantes e Safira;65.0;13.0;2.0;AN03410
gid://shopify/ProductVariant/46393505055015;AN03456-10;10;18000.0;;;;;;gid://shopify/Product/8582664290599;Anel Rock Star | Ouro Branco 18K com Ródio Negro, Quartzo e Diamantes;1.0;13.0;1.0;AN03456
gid://shopify/ProductVariant/46393505480999;AN03542-10;10;24000.0;;;;;;gid://shopify/Product/8582664323367;Anel Rock Star | Ouro Branco 18K com Ródio Negro, Diamantes e Rubi;0.0;13.0;1.0;AN03542
gid://shopify/ProductVariant/46393506038055;AN03397-10;10;16500.0;;;;;;gid://shopify/Product/8582664388903;Anel Rock Star | Ouro Branco 18K com Ametista e Diamantes;65.0;13.0;1.0;AN03397
gid://shopify/ProductVariant/46393507021095;AN03398-10;10;8000.0;;;;;;gid://shopify/Product/8582664585511;Anel Rock Star | Ouro Branco 18K com Ródio Negro, Diamantes e Safira;65.0;13.0;2.0;AN03398
gid://shopify/ProductVariant/46393507709223;AN03399-10;10;7500.0;;;;;;gid://shopify/Product/8582664782119;Anel Rock Star | Ouro Branco 18K com Ródio Negro, Diamante e Safiras;65.0;13.0;2.0;AN03399
gid://shopify/ProductVariant/46393508299047;AN03400-10;10;4600.0;;;;;;gid://shopify/Product/8582664913191;Anel Rock Star - P | Ouro Branco 18K com Ródio Negro e Diamante Negros;67.0;13.0;2.0;AN03400
gid://shopify/ProductVariant/46393509282087;AN03401-10;10;8100.0;;;;;;gid://shopify/Product/8582665077031;Anel Rock Star - P | Ouro Branco 18K com Ródio Negro e Esmeraldas;65.0;13.0;2.0;AN03401
gid://shopify/ProductVariant/46393509904679;AN03402-10;10;6500.0;;;;;;gid://shopify/Product/8582665273639;Anel Rock Star - P | Ouro Branco 18K com Ródio Negro e Rubi;66.0;13.0;2.0;AN03402
gid://shopify/ProductVariant/46393510396199;AN03403-10;10;6500.0;;;;;;gid://shopify/Product/8582665371943;Anel Rock Star - P | Ouro Branco 18K com Ródio Negro e Safira;69.0;13.0;2.0;AN03403
gid://shopify/ProductVariant/46393510822183;AN06169-10;10;7500.0;;;;;;gid://shopify/Product/8582665404711;Anel Rock Star | Ouro Branco 18K com Ródio Negro, Diamante e Safiras;65.0;13.0;2.0;AN06169
gid://shopify/ProductVariant/46393511248167;AN06195-10;10;6500.0;;;;;;gid://shopify/Product/8582665437479;Anel Rock Star | Ouro Branco 18K com Ródio Negro e Diamantes;67.0;13.0;2.0;AN06195
gid://shopify/ProductVariant/46393512657191;AN03395-10;10;7500.0;;;;;;gid://shopify/Product/8582665503015;Anel Rock Star | Ouro Branco 18K e Diamantes;68.0;13.0;3.0;AN03395
gid://shopify/ProductVariant/46393513181479;AN03245-10;10;2400.0;;;;;;gid://shopify/Product/8582665568551;Anel Rock&Hot | Prata Com Ouro Amarelo 18k E Ágata negra;66.0;13.0;3.0;AN03245
gid://shopify/ProductVariant/46393513738535;AN02276-10;10;4500.0;;;;;;gid://shopify/Product/8582665634087;Anel Savage Solitário | Ouro Amarelo 18K E Diamante;66.0;13.0;2.0;AN02276
gid://shopify/ProductVariant/46393514197287;AN01867-10;10;3200.0;;;;;;gid://shopify/Product/8582665699623;Anel Savage Solitário | Ouro Branco 18K Com Ródio Negro E Safira;66.0;13.0;2.0;AN01867
gid://shopify/ProductVariant/46393514721575;AN01868-10;10;3200.0;;;;;;gid://shopify/Product/8582665830695;Anel Savage Solitário | Ouro Branco 18K Com Ródio Negro E Esmeralda;65.0;13.0;2.0;AN01868
gid://shopify/ProductVariant/46393515180327;AN01869-10;10;4500.0;;;;;;gid://shopify/Product/8582665896231;Anel Savage Solitário | Ouro Branco 18K Com Ródio Negro E Diamante;66.0;13.0;2.0;AN01869
gid://shopify/ProductVariant/46393515639079;AN01890-10;10;3200.0;;;;;;gid://shopify/Product/8582665928999;Anel Savage Solitário | Ouro Branco 18K Com Ródio Negro E Safira;65.0;13.0;1.0;AN01890
gid://shopify/ProductVariant/46393516065063;AN01864-10;10;4900.0;;;;;;gid://shopify/Product/8582665961767;Anel Savage Solitário | Ouro Branco 18K E Diamante Solitário;69.0;13.0;3.0;AN01864
gid://shopify/ProductVariant/46393516523815;AN03307-10;10;12000.0;;;;;;gid://shopify/Product/8582665994535;Anel Savage Solitário | Ouro Branco 18K E Diamante;69.0;13.0;3.0;AN03307
gid://shopify/ProductVariant/46393517015335;AN03368-10;10;5700.0;;;;;;gid://shopify/Product/8582666092839;Anel Savage De Ouro Branco 18K E Diamante Solitário;65.0;13.0;3.0;AN03368
gid://shopify/ProductVariant/46393517441319;AN01870-10;10;4500.0;;;;;;gid://shopify/Product/8582666125607;Anel Savage Solitário | Ouro Rosa 18K E Diamante;67.0;13.0;1.0;AN01870
gid://shopify/ProductVariant/46393517867303;AN02299-10;10;1400.0;;;;;;gid://shopify/Product/8582666158375;Anel Tropical | Prata Com Ouro Amarelo 18k;0.0;13.0;2.0;AN02299
gid://shopify/ProductVariant/46393518293287;AN02300-10;10;1400.0;;;;;;gid://shopify/Product/8582666191143;Anel Tropical | Prata Com Ródio Negro;0.0;13.0;2.0;AN02300
gid://shopify/ProductVariant/46393518719271;AN01724-10;10;7200.0;;;;;;gid://shopify/Product/8582666223911;Anel Universo | Ouro Branco 18K Com Ródio Negro E Esmeraldas;69.0;13.0;3.0;AN01724
gid://shopify/ProductVariant/46393519178023;AN01748-10;10;6200.0;;;;;;gid://shopify/Product/8582666322215;Anel Universo | Ouro Branco 18K Com Ródio Negro E Rubis;66.0;13.0;3.0;AN01748
gid://shopify/ProductVariant/46393519800615;AN01749-10;10;6200.0;;;;;;gid://shopify/Product/8582666453287;Anel Universo | Ouro Branco 18K Com Ródio Negro E Safiras;68.0;13.0;4.0;AN01749
gid://shopify/ProductVariant/46393520423207;AN01865-10;10;7500.0;;;;;;gid://shopify/Product/8582666649895;Anel Universo | Ouro Branco 18K Com Ródio Negro E Diamantes Negros;66.0;13.0;3.0;AN01865
gid://shopify/ProductVariant/46393521013031;AN02038-10;10;13500.0;;;;;;gid://shopify/Product/8582666846503;Anel Universo | Ouro Branco 18K Com Ródio Negro E Diamantes;66.0;13.0;3.0;AN02038
gid://shopify/ProductVariant/46393521537319;AN03573-10;10;89000.0;;;;;;gid://shopify/Product/8582666977575;Anel Vita Eterna | Ouro Amarelo e Branco 18K com Diamantes e Esmeralda;1.0;13.0;2.0;AN03573
gid://shopify/ProductVariant/46393521963303;AN03175-10;10;1100.0;;;;;;gid://shopify/Product/8582667010343;Anel White chain | Prata Com Ouro Branco 18k;71.0;14.0;2.0;AN03175
gid://shopify/ProductVariant/46393523274023;AN03537-10;10;20000.0;;;;;;gid://shopify/Product/8582667108647;Anel Celebrate De Ouro Branco 18K E Diamante E Safira;0.0;13.0;0.0;AN03537
gid://shopify/ProductVariant/46393523798311;AN03215-10;10;220900.0;;;;;;gid://shopify/Product/8582667174183;Anel Deco 2019 De Ouro Branco 18K E Diamante E Esmeralda;0.0;13.0;0.0;AN03215
gid://shopify/ProductVariant/46393527206183;AN02785-10;10;12500.0;;;;;;gid://shopify/Product/8582667436327;Anel Especial | Ouro Branco 18K com Diamantes e Diamante negro;1.0;13.0;1.0;AN02785
gid://shopify/ProductVariant/46393528615207;AN02948-10;10;17500.0;;;;;;gid://shopify/Product/8582667567399;Anel Especial De Ouro Branco 18K E Diamante Negro;0.0;13.0;1.0;AN02948
gid://shopify/ProductVariant/46393529106727;AN03090-10;10;12500.0;;;;;;gid://shopify/Product/8582667632935;Anel Especial | Ouro Branco 18K com diamantes e  Diamante Negro;1.0;13.0;1.0;AN03090
gid://shopify/ProductVariant/46393537691943;AN02817-10;10;17000.0;;;;;;gid://shopify/Product/8582668353831;Anel Mães 2013 | Ouro Branco 18K com Diamantes e Diamante Negro.;1.0;13.0;1.0;AN02817
gid://shopify/ProductVariant/46393538117927;AN02859-10;10;72000.0;;;;;;gid://shopify/Product/8582668386599;Anel Maes 2013 De Ouro Amarelo 18K E Diamante Fancy;1.0;13.0;0.0;AN02859
gid://shopify/ProductVariant/46393541263655;AN03318-10;10;11200.0;;;;;;gid://shopify/Product/8582668714279;Anel Maes 2013 De Ouro Branco 18K E Diamante E Rubi;0.0;13.0;0.0;AN03318
gid://shopify/ProductVariant/46393542213927;AN03321-10;10;11200.0;;;;;;gid://shopify/Product/8582668812583;Anel Maes 2013 De Ouro Branco 18K E Diamante E Rubi;1.0;13.0;0.0;AN03321
gid://shopify/ProductVariant/46393547522343;AN03430-10;10;20500.0;;;;;;gid://shopify/Product/8582669140263;Anel Rock Star De Ouro Branco 18K E Kunzita E Diamante;1.0;13.0;0.0;AN03430
