id;sku;title;price;compareAtPrice;product_id;title.1;totalInventory;totalVariants;mediaCount;sku_2
gid://shopify/ProductVariant/46496835764519;PU01626T;Default Title;47500.0;47500.0;gid://shopify/Product/8608802242855;Pulseira Clássico De Ouro Branco 18K E Diamante Negro;6.0;1.0;1;PU01626T
gid://shopify/ProductVariant/46498360787239;AN03533-10;10;123000.0;123000.0;gid://shopify/Product/8609680982311;Anel Celebrate De Ouro Amarelo E Branco 18K E Diamante E Esmeralda;1.0;13.0;1;AN03533
gid://shopify/ProductVariant/46579526435111;AN03267-10;10;248000.0;248000.0;gid://shopify/Product/8630831677735;Anel New Vintage De Ouro Branco 18K, com Safira e Diamantes;1.0;13.0;5;AN03267
gid://shopify/ProductVariant/46579528401191;AN03604-10;10;69000.0;69000.0;gid://shopify/Product/8630832431399;Anel New Vintage De Ouro Amarelo 18K, com Esmeralda E Diamantes;1.0;13.0;4;AN03604
gid://shopify/ProductVariant/46579532890407;BR06594T;Default Title;22000.0;22000.0;gid://shopify/Product/8630833709351;Brinco New Vintage De Ouro Amarelo 18K, com Diamantes;6.0;1.0;3;BR06594T
gid://shopify/ProductVariant/46579537084711;BR06625T;Default Title;37500.0;37500.0;gid://shopify/Product/8630835773735;Argola Power Fringe New Vintage De Ouro Branco 18K com Diamantes;8.0;1.0;4;BR06625T
gid://shopify/ProductVariant/46579538297127;BR06628T;M;37000.0;37000.0;gid://shopify/Product/8630836298023;Argola  Power Diamond New Vintage De Ouro Branco 18K, com Diamantes - M;7.0;1.0;4;BR06628T
gid://shopify/ProductVariant/46579539050791;BR06629T;G;54000.0;54000.0;gid://shopify/Product/8630836592935;Argola  Power Diamond New Vintage De Ouro Branco 18K, com Diamantes - G;7.0;1.0;4;BR06629T
gid://shopify/ProductVariant/46579539312935;BR06632T;Default Title;25000.0;25000.0;gid://shopify/Product/8630836789543;Brinco New Vintage Diamond De Ouro Amarelo 18K, com Diamantes;6.0;1.0;5;BR06632T
gid://shopify/ProductVariant/46579542065447;BR06637T;Default Title;115000.0;115000.0;gid://shopify/Product/8630837805351;Brinco New Vintage Fringe De Ouro Amarelo E Branco 18K, com Esmeraldas e Diamantes;1.0;1.0;5;BR06637T
gid://shopify/ProductVariant/46579542425895;BR06638T;Default Title;95000.0;95000.0;gid://shopify/Product/8630838067495;Brinco New Vintage Fringe De Ouro Amarelo E Branco 18K, com Esmeralda E Diamantes;1.0;1.0;4;BR06638T
gid://shopify/ProductVariant/46581803417895;BR06636T;Default Title;36000.0;36000.0;gid://shopify/Product/8631433986343;Brinco New Vintage Fringe  De Ouro 18K, Com Rodio Negro, Safira E Diamantes;1.0;1.0;3;BR06636T
gid://shopify/ProductVariant/46336551715111;PU01333T;P;3700.0;3700.0;gid://shopify/Product/8573630546215;Pulseira Algeminha De Ouro Branco 18K E Diamante - P;6.0;1.0;3;PU01333T
gid://shopify/ProductVariant/46335107072295;BR06374T;Default Title;68000.0;68000.0;gid://shopify/Product/8573494853927;Brinco Celebrate De Ouro Branco 18K E Diamante;6.0;1.0;3;BR06374T
gid://shopify/ProductVariant/46335255904551;CL04179;P;6200.0;6200.0;gid://shopify/Product/8573508124967;Colar Chain De Prata Com Ródio Negro - P;1.0;1.0;2;CL04179
gid://shopify/ProductVariant/46335274320167;PU01805T;G;4900.0;4900.0;gid://shopify/Product/8573509730599;Pulseira Chain De Prata Com Ouro Amarelo - Elo G;7.0;1.0;2;PU01805T
gid://shopify/ProductVariant/46336536477991;CL00331;P;5200.0;5200.0;gid://shopify/Product/8573628023079;Colar Algema De Ouro Amarelo 18K E Diamante - P;8.0;1.0;3;CL00331
gid://shopify/ProductVariant/46355636191527;CL04619;P;2200.0;2200.0;gid://shopify/Product/8577853948199;Colar Mare De Prata Com Ouro Amarelo - P;9.0;1.0;4;CL04619
gid://shopify/ProductVariant/46356783464743;PI01383;Default Title;1100.0;1100.0;gid://shopify/Product/8578001797415;Piercing Rock Chain De Prata Com Ouro Amarelo;6.0;1.0;3;PI01383
gid://shopify/ProductVariant/46579534528807;BR06621T;Default Title;25000.0;25000.0;gid://shopify/Product/8630834725159;Brinco New Vintage Diamond De Ouro Branco 18K, com Diamantes;6.0;1.0;4;BR06621T
gid://shopify/ProductVariant/46579535708455;BR06623T;Default Title;42500.0;42500.0;gid://shopify/Product/8630835249447;Brinco Power Fringe New Vintage De Ouro Branco 18K, com Diamantes;6.0;1.0;5;BR06623T
gid://shopify/ProductVariant/46335067750695;BR06377T;Default Title;33000.0;33000.0;gid://shopify/Product/8573491413287;Brinco Celebrate Duo | Ouro Amarelo 18K e Diamantes;6.0;1.0;2;BR06377T
gid://shopify/ProductVariant/46579537805607;BR06627T;M;37000.0;37000.0;gid://shopify/Product/8630836068647;Argola Power Diamond - M New Vintage | Ouro Amarelo 18K com Diamantes;6.0;1.0;4;BR06627T
