id;sku;__parentId;product_id;product_title;totalVariants;inventoryItem_id;variant.id;variant.sku;variant.title;location_id;location_name;Qty;sku_2
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406894575911;BR04918T;gid://shopify/ProductVariant/46355452002599;gid://shopify/Product/8577751580967;Brinco Voyeur De Ouro Branco 18K Com Ródio Negro E Diamante Negro;1;gid://shopify/InventoryItem/48406894575911;gid://shopify/ProductVariant/46355452002599;BR04918T;Default Title;gid://shopify/Location/88734335271;Encomenda - Prata;0;BR04918T
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406894739751;BR04924T;gid://shopify/ProductVariant/46355452166439;gid://shopify/Product/8577751744807;Brinco Voyeur De Ouro Branco 18K Com Ródio Negro E Diamante E Safira;1;gid://shopify/InventoryItem/48406894739751;gid://shopify/ProductVariant/46355452166439;BR04924T;Default Title;gid://shopify/Location/88734269735;Encomenda - Ouro;5;BR04924T
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406894739751;BR04924T;gid://shopify/ProductVariant/46355452166439;gid://shopify/Product/8577751744807;Brinco Voyeur De Ouro Branco 18K Com Ródio Negro E Diamante E Safira;1;gid://shopify/InventoryItem/48406894739751;gid://shopify/ProductVariant/46355452166439;BR04924T;Default Title;gid://shopify/Location/88734335271;Encomenda - Prata;0;BR04924T
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406894838055;BR04925T;gid://shopify/ProductVariant/46355452264743;gid://shopify/Product/8577751843111;Brinco Voyeur De Ouro Branco 18K Com Ródio Negro E Diamante E Esmeralda;1;gid://shopify/InventoryItem/48406894838055;gid://shopify/ProductVariant/46355452264743;BR04925T;Default Title;gid://shopify/Location/88734269735;Encomenda - Ouro;5;BR04925T
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406894838055;BR04925T;gid://shopify/ProductVariant/46355452264743;gid://shopify/Product/8577751843111;Brinco Voyeur De Ouro Branco 18K Com Ródio Negro E Diamante E Esmeralda;1;gid://shopify/InventoryItem/48406894838055;gid://shopify/ProductVariant/46355452264743;BR04925T;Default Title;gid://shopify/Location/88734335271;Encomenda - Prata;0;BR04925T
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406894936359;BR04913T;gid://shopify/ProductVariant/46355452363047;gid://shopify/Product/8577751941415;Brinco Ear Cuff Voyeur De Ouro Branco 18K E Diamante;1;gid://shopify/InventoryItem/48406894936359;gid://shopify/ProductVariant/46355452363047;BR04913T;Default Title;gid://shopify/Location/88734269735;Encomenda - Ouro;5;BR04913T
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406894936359;BR04913T;gid://shopify/ProductVariant/46355452363047;gid://shopify/Product/8577751941415;Brinco Ear Cuff Voyeur De Ouro Branco 18K E Diamante;1;gid://shopify/InventoryItem/48406894936359;gid://shopify/ProductVariant/46355452363047;BR04913T;Default Title;gid://shopify/Location/88734335271;Encomenda - Prata;0;BR04913T
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406895198503;BR04916T;gid://shopify/ProductVariant/46355452625191;gid://shopify/Product/8577752105255;Brinco Voyeur De Ouro Branco 18K E Diamante;1;gid://shopify/InventoryItem/48406895198503;gid://shopify/ProductVariant/46355452625191;BR04916T;Default Title;gid://shopify/Location/88734269735;Encomenda - Ouro;5;BR04916T
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406895198503;BR04916T;gid://shopify/ProductVariant/46355452625191;gid://shopify/Product/8577752105255;Brinco Voyeur De Ouro Branco 18K E Diamante;1;gid://shopify/InventoryItem/48406895198503;gid://shopify/ProductVariant/46355452625191;BR04916T;Default Title;gid://shopify/Location/88734335271;Encomenda - Prata;0;BR04916T
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406895264039;BR04922T;gid://shopify/ProductVariant/46355452690727;gid://shopify/Product/8577752170791;Brinco Ear Cuff Voyeur De Ouro Branco 18K E Diamante E Safira;1;gid://shopify/InventoryItem/48406895264039;gid://shopify/ProductVariant/46355452690727;BR04922T;Default Title;gid://shopify/Location/88734269735;Encomenda - Ouro;5;BR04922T
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406895264039;BR04922T;gid://shopify/ProductVariant/46355452690727;gid://shopify/Product/8577752170791;Brinco Ear Cuff Voyeur De Ouro Branco 18K E Diamante E Safira;1;gid://shopify/InventoryItem/48406895264039;gid://shopify/ProductVariant/46355452690727;BR04922T;Default Title;gid://shopify/Location/88734335271;Encomenda - Prata;0;BR04922T
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406895395111;BR04923T;gid://shopify/ProductVariant/46355452821799;gid://shopify/Product/8577752301863;Brinco Ear Cuff Voyeur De Ouro Branco 18K E Diamante E Esmeralda;1;gid://shopify/InventoryItem/48406895395111;gid://shopify/ProductVariant/46355452821799;BR04923T;Default Title;gid://shopify/Location/88734269735;Encomenda - Ouro;5;BR04923T
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406895395111;BR04923T;gid://shopify/ProductVariant/46355452821799;gid://shopify/Product/8577752301863;Brinco Ear Cuff Voyeur De Ouro Branco 18K E Diamante E Esmeralda;1;gid://shopify/InventoryItem/48406895395111;gid://shopify/ProductVariant/46355452821799;BR04923T;Default Title;gid://shopify/Location/88734335271;Encomenda - Prata;0;BR04923T
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406896214311;CL03837;gid://shopify/ProductVariant/46355453640999;gid://shopify/Product/8577752400167;Colar Voyeur De Ouro Branco 18K Com Ródio Negro E Diamante;1;gid://shopify/InventoryItem/48406896214311;gid://shopify/ProductVariant/46355453640999;CL03837;Default Title;gid://shopify/Location/88734269735;Encomenda - Ouro;5;CL03837
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406896214311;CL03837;gid://shopify/ProductVariant/46355453640999;gid://shopify/Product/8577752400167;Colar Voyeur De Ouro Branco 18K Com Ródio Negro E Diamante;1;gid://shopify/InventoryItem/48406896214311;gid://shopify/ProductVariant/46355453640999;CL03837;Default Title;gid://shopify/Location/88734335271;Encomenda - Prata;0;CL03837
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406896345383;CL03838;gid://shopify/ProductVariant/46355453772071;gid://shopify/Product/8577752531239;Colar Voyeur De Ouro Branco 18K Com Ródio Negro E Diamante Negro;1;gid://shopify/InventoryItem/48406896345383;gid://shopify/ProductVariant/46355453772071;CL03838;Default Title;gid://shopify/Location/88734269735;Encomenda - Ouro;5;CL03838
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406896345383;CL03838;gid://shopify/ProductVariant/46355453772071;gid://shopify/Product/8577752531239;Colar Voyeur De Ouro Branco 18K Com Ródio Negro E Diamante Negro;1;gid://shopify/InventoryItem/48406896345383;gid://shopify/ProductVariant/46355453772071;CL03838;Default Title;gid://shopify/Location/88734335271;Encomenda - Prata;0;CL03838
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406896673063;CL03832;gid://shopify/ProductVariant/46355454099751;gid://shopify/Product/8577752695079;Colar Voyeur De Ouro Branco 18K E Diamante;1;gid://shopify/InventoryItem/48406896673063;gid://shopify/ProductVariant/46355454099751;CL03832;Default Title;gid://shopify/Location/88734269735;Encomenda - Ouro;5;CL03832
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406896673063;CL03832;gid://shopify/ProductVariant/46355454099751;gid://shopify/Product/8577752695079;Colar Voyeur De Ouro Branco 18K E Diamante;1;gid://shopify/InventoryItem/48406896673063;gid://shopify/ProductVariant/46355454099751;CL03832;Default Title;gid://shopify/Location/88734335271;Encomenda - Prata;0;CL03832
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406896738599;BR04920T;gid://shopify/ProductVariant/46355454165287;gid://shopify/Product/8577752760615;Piercing Voyeur De Ouro Branco 18K Com Ródio Negro E Esmeralda;1;gid://shopify/InventoryItem/48406896738599;gid://shopify/ProductVariant/46355454165287;BR04920T;Default Title;gid://shopify/Location/88734269735;Encomenda - Ouro;5;BR04920T
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406896738599;BR04920T;gid://shopify/ProductVariant/46355454165287;gid://shopify/Product/8577752760615;Piercing Voyeur De Ouro Branco 18K Com Ródio Negro E Esmeralda;1;gid://shopify/InventoryItem/48406896738599;gid://shopify/ProductVariant/46355454165287;BR04920T;Default Title;gid://shopify/Location/88734335271;Encomenda - Prata;0;BR04920T
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406896967975;PU01704T;gid://shopify/ProductVariant/46355454394663;gid://shopify/Product/8577752891687;Pulseira Voyeur De Ouro Branco 18K Com Ródio Negro E Diamante - M;1;gid://shopify/InventoryItem/48406896967975;gid://shopify/ProductVariant/46355454394663;PU01704T;M;gid://shopify/Location/88734269735;Encomenda - Ouro;5;PU01704T
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406896967975;PU01704T;gid://shopify/ProductVariant/46355454394663;gid://shopify/Product/8577752891687;Pulseira Voyeur De Ouro Branco 18K Com Ródio Negro E Diamante - M;1;gid://shopify/InventoryItem/48406896967975;gid://shopify/ProductVariant/46355454394663;PU01704T;M;gid://shopify/Location/88734335271;Encomenda - Prata;0;PU01704T
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406897754407;PU01705T;gid://shopify/ProductVariant/46355455148327;gid://shopify/Product/8577752989991;Pulseira Voyeur De Ouro Branco 18K Com Ródio Negro E Diamante Negro - M;1;gid://shopify/InventoryItem/48406897754407;gid://shopify/ProductVariant/46355455148327;PU01705T;M;gid://shopify/Location/88734269735;Encomenda - Ouro;5;PU01705T
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406897754407;PU01705T;gid://shopify/ProductVariant/46355455148327;gid://shopify/Product/8577752989991;Pulseira Voyeur De Ouro Branco 18K Com Ródio Negro E Diamante Negro - M;1;gid://shopify/InventoryItem/48406897754407;gid://shopify/ProductVariant/46355455148327;PU01705T;M;gid://shopify/Location/88734335271;Encomenda - Prata;0;PU01705T
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406916170023;BR03065T;gid://shopify/ProductVariant/46355473727783;gid://shopify/Product/8577761902887;Brinco Ear Cuff Universo De Ouro Branco 18K Com Ródio Negro E Safira;1;gid://shopify/InventoryItem/48406916170023;gid://shopify/ProductVariant/46355473727783;BR03065T;Default Title;gid://shopify/Location/88734269735;Encomenda - Ouro;5;BR03065T
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406916170023;BR03065T;gid://shopify/ProductVariant/46355473727783;gid://shopify/Product/8577761902887;Brinco Ear Cuff Universo De Ouro Branco 18K Com Ródio Negro E Safira;1;gid://shopify/InventoryItem/48406916170023;gid://shopify/ProductVariant/46355473727783;BR03065T;Default Title;gid://shopify/Location/88734335271;Encomenda - Prata;0;BR03065T
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406919512359;BR03066T;gid://shopify/ProductVariant/46355477070119;gid://shopify/Product/8577761968423;Brinco Ear Cuff Universo De Ouro Branco 18K Com Ródio Negro E Esmeralda;1;gid://shopify/InventoryItem/48406919512359;gid://shopify/ProductVariant/46355477070119;BR03066T;Default Title;gid://shopify/Location/88734269735;Encomenda - Ouro;5;BR03066T
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406919512359;BR03066T;gid://shopify/ProductVariant/46355477070119;gid://shopify/Product/8577761968423;Brinco Ear Cuff Universo De Ouro Branco 18K Com Ródio Negro E Esmeralda;1;gid://shopify/InventoryItem/48406919512359;gid://shopify/ProductVariant/46355477070119;BR03066T;Default Title;gid://shopify/Location/88734335271;Encomenda - Prata;0;BR03066T
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406919643431;BR03067T;gid://shopify/ProductVariant/46355477201191;gid://shopify/Product/8577762099495;Brinco Ear Cuff Universo De Ouro Branco 18K Com Ródio Negro E Rubi;1;gid://shopify/InventoryItem/48406919643431;gid://shopify/ProductVariant/46355477201191;BR03067T;Default Title;gid://shopify/Location/88734269735;Encomenda - Ouro;5;BR03067T
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406919643431;BR03067T;gid://shopify/ProductVariant/46355477201191;gid://shopify/Product/8577762099495;Brinco Ear Cuff Universo De Ouro Branco 18K Com Ródio Negro E Rubi;1;gid://shopify/InventoryItem/48406919643431;gid://shopify/ProductVariant/46355477201191;BR03067T;Default Title;gid://shopify/Location/88734335271;Encomenda - Prata;0;BR03067T
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406919840039;BR03071T;gid://shopify/ProductVariant/46355477397799;gid://shopify/Product/8577762230567;Brinco Ear Cuff Universo De Ouro Branco 18K Com Ródio Negro E Diamante Negro;1;gid://shopify/InventoryItem/48406919840039;gid://shopify/ProductVariant/46355477397799;BR03071T;Default Title;gid://shopify/Location/88734269735;Encomenda - Ouro;5;BR03071T
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406919840039;BR03071T;gid://shopify/ProductVariant/46355477397799;gid://shopify/Product/8577762230567;Brinco Ear Cuff Universo De Ouro Branco 18K Com Ródio Negro E Diamante Negro;1;gid://shopify/InventoryItem/48406919840039;gid://shopify/ProductVariant/46355477397799;BR03071T;Default Title;gid://shopify/Location/88734335271;Encomenda - Prata;0;BR03071T
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406919971111;BR03110T;gid://shopify/ProductVariant/46355477528871;gid://shopify/Product/8577762361639;Brinco Ear Cuff Universo De Ouro Branco 18K Com Ródio Negro E Diamante Negro;1;gid://shopify/InventoryItem/48406919971111;gid://shopify/ProductVariant/46355477528871;BR03110T;Default Title;gid://shopify/Location/88734269735;Encomenda - Ouro;5;BR03110T
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406919971111;BR03110T;gid://shopify/ProductVariant/46355477528871;gid://shopify/Product/8577762361639;Brinco Ear Cuff Universo De Ouro Branco 18K Com Ródio Negro E Diamante Negro;1;gid://shopify/InventoryItem/48406919971111;gid://shopify/ProductVariant/46355477528871;BR03110T;Default Title;gid://shopify/Location/88734335271;Encomenda - Prata;0;BR03110T
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406920036647;BR03150T;gid://shopify/ProductVariant/46355477594407;gid://shopify/Product/8577762427175;Brinco Ear Cuff Universo De Ouro Branco 18K Com Ródio Negro E Diamante;1;gid://shopify/InventoryItem/48406920036647;gid://shopify/ProductVariant/46355477594407;BR03150T;Default Title;gid://shopify/Location/88734269735;Encomenda - Ouro;5;BR03150T
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406920036647;BR03150T;gid://shopify/ProductVariant/46355477594407;gid://shopify/Product/8577762427175;Brinco Ear Cuff Universo De Ouro Branco 18K Com Ródio Negro E Diamante;1;gid://shopify/InventoryItem/48406920036647;gid://shopify/ProductVariant/46355477594407;BR03150T;Default Title;gid://shopify/Location/88734335271;Encomenda - Prata;0;BR03150T
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406920266023;BR05002T;gid://shopify/ProductVariant/46355477823783;gid://shopify/Product/8577762656551;Brinco Ear Cuff Universo De Ouro Branco 18K Com Ródio Negro E Diamante;1;gid://shopify/InventoryItem/48406920266023;gid://shopify/ProductVariant/46355477823783;BR05002T;Default Title;gid://shopify/Location/88734269735;Encomenda - Ouro;5;BR05002T
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406920266023;BR05002T;gid://shopify/ProductVariant/46355477823783;gid://shopify/Product/8577762656551;Brinco Ear Cuff Universo De Ouro Branco 18K Com Ródio Negro E Diamante;1;gid://shopify/InventoryItem/48406920266023;gid://shopify/ProductVariant/46355477823783;BR05002T;Default Title;gid://shopify/Location/88734335271;Encomenda - Prata;0;BR05002T
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406920364327;BR03063T;gid://shopify/ProductVariant/46355477922087;gid://shopify/Product/8577762754855;Brinco Ear Cuff Universo De Ouro Branco 18K E Diamante;1;gid://shopify/InventoryItem/48406920364327;gid://shopify/ProductVariant/46355477922087;BR03063T;Default Title;gid://shopify/Location/88734269735;Encomenda - Ouro;5;BR03063T
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406920364327;BR03063T;gid://shopify/ProductVariant/46355477922087;gid://shopify/Product/8577762754855;Brinco Ear Cuff Universo De Ouro Branco 18K E Diamante;1;gid://shopify/InventoryItem/48406920364327;gid://shopify/ProductVariant/46355477922087;BR03063T;Default Title;gid://shopify/Location/88734335271;Encomenda - Prata;0;BR03063T
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406920495399;BR03070T;gid://shopify/ProductVariant/46355478053159;gid://shopify/Product/8577762885927;Brinco Ear Cuff Universo De Ouro Branco 18K E Diamante;1;gid://shopify/InventoryItem/48406920495399;gid://shopify/ProductVariant/46355478053159;BR03070T;Default Title;gid://shopify/Location/88734269735;Encomenda - Ouro;5;BR03070T
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406920495399;BR03070T;gid://shopify/ProductVariant/46355478053159;gid://shopify/Product/8577762885927;Brinco Ear Cuff Universo De Ouro Branco 18K E Diamante;1;gid://shopify/InventoryItem/48406920495399;gid://shopify/ProductVariant/46355478053159;BR03070T;Default Title;gid://shopify/Location/88734335271;Encomenda - Prata;0;BR03070T
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406920626471;BR04906T;gid://shopify/ProductVariant/46355478184231;gid://shopify/Product/8577763016999;Brinco Ear Cuff Universo De Ouro Branco 18K E Diamante;1;gid://shopify/InventoryItem/48406920626471;gid://shopify/ProductVariant/46355478184231;BR04906T;Default Title;gid://shopify/Location/88734269735;Encomenda - Ouro;5;BR04906T
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406920626471;BR04906T;gid://shopify/ProductVariant/46355478184231;gid://shopify/Product/8577763016999;Brinco Ear Cuff Universo De Ouro Branco 18K E Diamante;1;gid://shopify/InventoryItem/48406920626471;gid://shopify/ProductVariant/46355478184231;BR04906T;Default Title;gid://shopify/Location/88734335271;Encomenda - Prata;0;BR04906T
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406931341607;BR05598T;gid://shopify/ProductVariant/46355489784103;gid://shopify/Product/8577767112999;Brinco Whitechain De Prata Com Ouro Branco;1;gid://shopify/InventoryItem/48406931341607;gid://shopify/ProductVariant/46355489784103;BR05598T;Default Title;gid://shopify/Location/88734269735;Encomenda - Ouro;0;BR05598T
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406931341607;BR05598T;gid://shopify/ProductVariant/46355489784103;gid://shopify/Product/8577767112999;Brinco Whitechain De Prata Com Ouro Branco;1;gid://shopify/InventoryItem/48406931341607;gid://shopify/ProductVariant/46355489784103;BR05598T;Default Title;gid://shopify/Location/88734335271;Encomenda - Prata;0;BR05598T
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406932095271;BR05599T;gid://shopify/ProductVariant/46355490537767;gid://shopify/Product/8577767375143;Brinco Whitechain De Prata Com Ouro Branco;1;gid://shopify/InventoryItem/48406932095271;gid://shopify/ProductVariant/46355490537767;BR05599T;Default Title;gid://shopify/Location/88734269735;Encomenda - Ouro;0;BR05599T
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406932095271;BR05599T;gid://shopify/ProductVariant/46355490537767;gid://shopify/Product/8577767375143;Brinco Whitechain De Prata Com Ouro Branco;1;gid://shopify/InventoryItem/48406932095271;gid://shopify/ProductVariant/46355490537767;BR05599T;Default Title;gid://shopify/Location/88734335271;Encomenda - Prata;0;BR05599T
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406932619559;CL04260;gid://shopify/ProductVariant/46355491062055;gid://shopify/Product/8577767571751;Colar Whitechain De Prata Com Ouro Branco - G;1;gid://shopify/InventoryItem/48406932619559;gid://shopify/ProductVariant/46355491062055;CL04260;G;gid://shopify/Location/88734269735;Encomenda - Ouro;0;CL04260
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406932619559;CL04260;gid://shopify/ProductVariant/46355491062055;gid://shopify/Product/8577767571751;Colar Whitechain De Prata Com Ouro Branco - G;1;gid://shopify/InventoryItem/48406932619559;gid://shopify/ProductVariant/46355491062055;CL04260;G;gid://shopify/Location/88734335271;Encomenda - Prata;0;CL04260
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406933537063;BR06049T;gid://shopify/ProductVariant/46355491979559;gid://shopify/Product/8577768292647;Brinco We Love Sapphire De Ouro Amarelo 18K E Safira - P;1;gid://shopify/InventoryItem/48406933537063;gid://shopify/ProductVariant/46355491979559;BR06049T;P;gid://shopify/Location/88734269735;Encomenda - Ouro;0;BR06049T
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406933537063;BR06049T;gid://shopify/ProductVariant/46355491979559;gid://shopify/Product/8577768292647;Brinco We Love Sapphire De Ouro Amarelo 18K E Safira - P;1;gid://shopify/InventoryItem/48406933537063;gid://shopify/ProductVariant/46355491979559;BR06049T;P;gid://shopify/Location/88734335271;Encomenda - Prata;0;BR06049T
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406933635367;BR06050T;gid://shopify/ProductVariant/46355492077863;gid://shopify/Product/8577768390951;Brinco We Love Sapphire De Ouro Amarelo 18K E Safira - G;1;gid://shopify/InventoryItem/48406933635367;gid://shopify/ProductVariant/46355492077863;BR06050T;G;gid://shopify/Location/88734269735;Encomenda - Ouro;0;BR06050T
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406933635367;BR06050T;gid://shopify/ProductVariant/46355492077863;gid://shopify/Product/8577768390951;Brinco We Love Sapphire De Ouro Amarelo 18K E Safira - G;1;gid://shopify/InventoryItem/48406933635367;gid://shopify/ProductVariant/46355492077863;BR06050T;G;gid://shopify/Location/88734335271;Encomenda - Prata;0;BR06050T
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406934028583;BR06051T;gid://shopify/ProductVariant/46355492471079;gid://shopify/Product/8577768489255;Brinco Ear Cuff We Love Sapphire De Ouro Amarelo 18K E Diamante - P;1;gid://shopify/InventoryItem/48406934028583;gid://shopify/ProductVariant/46355492471079;BR06051T;P;gid://shopify/Location/88734269735;Encomenda - Ouro;5;BR06051T
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406934028583;BR06051T;gid://shopify/ProductVariant/46355492471079;gid://shopify/Product/8577768489255;Brinco Ear Cuff We Love Sapphire De Ouro Amarelo 18K E Diamante - P;1;gid://shopify/InventoryItem/48406934028583;gid://shopify/ProductVariant/46355492471079;BR06051T;P;gid://shopify/Location/88734335271;Encomenda - Prata;0;BR06051T
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406934257959;BR06053T;gid://shopify/ProductVariant/46355492700455;gid://shopify/Product/8577768685863;Brinco We Love Sapphire De Ouro Amarelo 18K E Diamante - P;1;gid://shopify/InventoryItem/48406934257959;gid://shopify/ProductVariant/46355492700455;BR06053T;P;gid://shopify/Location/88734269735;Encomenda - Ouro;5;BR06053T
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406934257959;BR06053T;gid://shopify/ProductVariant/46355492700455;gid://shopify/Product/8577768685863;Brinco We Love Sapphire De Ouro Amarelo 18K E Diamante - P;1;gid://shopify/InventoryItem/48406934257959;gid://shopify/ProductVariant/46355492700455;BR06053T;P;gid://shopify/Location/88734335271;Encomenda - Prata;0;BR06053T
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406936027431;BR06054T;gid://shopify/ProductVariant/46355494469927;gid://shopify/Product/8577768915239;Brinco We Love Sapphire De Ouro Amarelo 18K E Diamante - G;1;gid://shopify/InventoryItem/48406936027431;gid://shopify/ProductVariant/46355494469927;BR06054T;G;gid://shopify/Location/88734269735;Encomenda - Ouro;5;BR06054T
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406936027431;BR06054T;gid://shopify/ProductVariant/46355494469927;gid://shopify/Product/8577768915239;Brinco We Love Sapphire De Ouro Amarelo 18K E Diamante - G;1;gid://shopify/InventoryItem/48406936027431;gid://shopify/ProductVariant/46355494469927;BR06054T;G;gid://shopify/Location/88734335271;Encomenda - Prata;0;BR06054T
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406936125735;BR06062T;gid://shopify/ProductVariant/46355494568231;gid://shopify/Product/8577769013543;Brinco Ear Cuff We Love Sapphire De Ouro Branco 18K Com Ródio Negro E Safira - P;1;gid://shopify/InventoryItem/48406936125735;gid://shopify/ProductVariant/46355494568231;BR06062T;P;gid://shopify/Location/88734269735;Encomenda - Ouro;5;BR06062T
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406936125735;BR06062T;gid://shopify/ProductVariant/46355494568231;gid://shopify/Product/8577769013543;Brinco Ear Cuff We Love Sapphire De Ouro Branco 18K Com Ródio Negro E Safira - P;1;gid://shopify/InventoryItem/48406936125735;gid://shopify/ProductVariant/46355494568231;BR06062T;P;gid://shopify/Location/88734335271;Encomenda - Prata;0;BR06062T
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406936191271;BR06063T;gid://shopify/ProductVariant/46355494633767;gid://shopify/Product/8577769079079;Brinco Ear Cuff We Love Sapphire De Ouro Branco 18K Com Ródio Negro E Safira - P;1;gid://shopify/InventoryItem/48406936191271;gid://shopify/ProductVariant/46355494633767;BR06063T;P;gid://shopify/Location/88734269735;Encomenda - Ouro;5;BR06063T
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406936191271;BR06063T;gid://shopify/ProductVariant/46355494633767;gid://shopify/Product/8577769079079;Brinco Ear Cuff We Love Sapphire De Ouro Branco 18K Com Ródio Negro E Safira - P;1;gid://shopify/InventoryItem/48406936191271;gid://shopify/ProductVariant/46355494633767;BR06063T;P;gid://shopify/Location/88734335271;Encomenda - Prata;0;BR06063T
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406936322343;BR06064T;gid://shopify/ProductVariant/46355494764839;gid://shopify/Product/8577769177383;Brinco Ear Cuff We Love Sapphire De Ouro Branco 18K Com Ródio Negro E Diamante - P;1;gid://shopify/InventoryItem/48406936322343;gid://shopify/ProductVariant/46355494764839;BR06064T;P;gid://shopify/Location/88734269735;Encomenda - Ouro;5;BR06064T
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406936322343;BR06064T;gid://shopify/ProductVariant/46355494764839;gid://shopify/Product/8577769177383;Brinco Ear Cuff We Love Sapphire De Ouro Branco 18K Com Ródio Negro E Diamante - P;1;gid://shopify/InventoryItem/48406936322343;gid://shopify/ProductVariant/46355494764839;BR06064T;P;gid://shopify/Location/88734335271;Encomenda - Prata;0;BR06064T
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406936453415;BR06068T;gid://shopify/ProductVariant/46355494895911;gid://shopify/Product/8577769308455;Brinco We Love Sapphire De Ouro Branco 18K Com Ródio Negro E Safira - P;1;gid://shopify/InventoryItem/48406936453415;gid://shopify/ProductVariant/46355494895911;BR06068T;P;gid://shopify/Location/88734269735;Encomenda - Ouro;5;BR06068T
gid://shopify/InventoryLevel/125625663783?inventory_item_id=48406936453415;BR06068T;gid://shopify/ProductVariant/46355494895911;gid://shopify/Product/8577769308455;Brinco We Love Sapphire De Ouro Branco 18K Com Ródio Negro E Safira - P;1;gid://shopify/InventoryItem/48406936453415;gid://shopify/ProductVariant/46355494895911;BR06068T;P;gid://shopify/Location/88734335271;Encomenda - Prata;0;BR06068T
gid://shopify/InventoryLevel/125625598247?inventory_item_id=48406936518951;BR06069T;gid://shopify/ProductVariant/46355494961447;gid://shopify/Product/8577769373991;Brinco We Love Sapphire De Ouro Branco 18K Com Ródio Negro E Safira - P;1;gid://shopify/InventoryItem/48406936518951;gid://shopify/ProductVariant/46355494961447;BR06069T;P;gid://shopify/Location/88734269735;Encomenda - Ouro;5;BR06069T
