id;sku;title;price;compareAtPrice;inventoryQuantity;product_id;title.1;totalInventory;totalVariants;mediaCount;sku_2
gid://shopify/ProductVariant/46336251560231;CL01042;Default Title;4900.0;4100.0;5;gid://shopify/Product/8573592273191;Colar Clássico De Ouro Branco 18K Com Ródio Negro E Diamante Negro;5.0;1.0;2;CL01042
gid://shopify/ProductVariant/46336255263015;CL00016;Default Title;2500.0;1800.0;5;gid://shopify/Product/8573592699175;Corrente Clássico De Ouro Amarelo 18K;5.0;1.0;3;CL00016
gid://shopify/ProductVariant/46336261521703;CO01277;Default Title;2500.0;1800.0;5;gid://shopify/Product/8573593551143;Corrente Clássico De Ouro Branco 18K;5.0;1.0;2;CO01277
gid://shopify/ProductVariant/46336267059495;BR03167T;Default Title;2900.0;1600.0;5;gid://shopify/Product/8573594304807;Piercing Clássico De Ouro Branco 18K Com Ródio Negro E Diamante Negro;5.0;1.0;3;BR03167T
gid://shopify/ProductVariant/46336272269607;PU01422T;Default Title;2500.0;1500.0;5;gid://shopify/Product/8573595222311;Pulseira Clássico De Ouro Branco 18K E Safira;5.0;1.0;2;PU01422T
gid://shopify/ProductVariant/46336276201767;PU01552T;Default Title;2900.0;1500.0;5;gid://shopify/Product/8573595549991;Pulseira Clássico De Ouro Rosa 18K E Safira;5.0;1.0;2;PU01552T
gid://shopify/ProductVariant/46336304644391;BR04220T;Default Title;2900.0;2200.0;5;gid://shopify/Product/8573598564647;Brinco Especial De Ouro Branco 18K E Diamante Negro;5.0;1.0;1;BR04220T
gid://shopify/ProductVariant/46336308347175;BR04223T;Default Title;14500.0;12400.0;5;gid://shopify/Product/8573598957863;Brinco Especial De Ouro Branco 18K E Diamante Negro;5.0;1.0;0;BR04223T
gid://shopify/ProductVariant/46336406159655;BR06039T;Default Title;6900.0;5900.0;5;gid://shopify/Product/8573608821031;Brinco Especial De Ouro Branco 18K E Diamante Solitário;5.0;1.0;3;BR06039T
gid://shopify/ProductVariant/46336406225191;BR06040T;Default Title;8900.0;;5;gid://shopify/Product/8573608853799;Brinco Especial De Ouro Branco 18K E Diamante Solitário;5.0;1.0;3;BR06040T
gid://shopify/ProductVariant/46336406257959;BR06041T;Default Title;12500.0;10500.0;5;gid://shopify/Product/8573608886567;Brinco Especial De Ouro Branco 18K E Diamante Solitário;5.0;1.0;3;BR06041T
gid://shopify/ProductVariant/46336406847783;BR06042T;Default Title;19500.0;16800.0;5;gid://shopify/Product/8573609017639;Brinco Especial De Ouro Branco 18K E Diamante Solitário;5.0;1.0;3;BR06042T
gid://shopify/ProductVariant/46336408060199;BR06111T;Default Title;1900.0;1400.0;5;gid://shopify/Product/8573609214247;Brinco Especial De Ouro Rosa 18K E Diamante Solitário;5.0;1.0;0;BR06111T
gid://shopify/ProductVariant/46336409796903;CL04441;Default Title;8900.0;5950.0;5;gid://shopify/Product/8573609476391;Colar Especial De Ouro Branco 18K E Diamante Solitário;5.0;1.0;2;CL04441
gid://shopify/ProductVariant/46336411205927;CL04443;Default Title;12900.0;11000.0;5;gid://shopify/Product/8573609705767;Colar Especial De Ouro Branco 18K E Diamante Solitário;5.0;1.0;2;CL04443
gid://shopify/ProductVariant/46336529334567;BR02064T;Default Title;10500.0;8400.0;5;gid://shopify/Product/8573626286375;Brinco Galeria De Ouro Amarelo 18K;5.0;1.0;2;BR02064T
gid://shopify/ProductVariant/46336531333415;BR02005T;Default Title;19800.0;13900.0;5;gid://shopify/Product/8573626679591;Brinco Galeria De Ouro Branco 18K E Diamante;5.0;1.0;2;BR02005T
gid://shopify/ProductVariant/46336542605607;CL00332;P;5500.0;4400.0;5;gid://shopify/Product/8573629301031;Colar Algema De Ouro Branco 18K E Diamante - P;5.0;1.0;5;CL00332
gid://shopify/ProductVariant/46336548995367;PU01335T;P;4500.0;3700.0;5;gid://shopify/Product/8573630185767;Pulseira Algeminha De Ouro Amarelo 18K E Diamante - P;5.0;1.0;4;PU01335T
gid://shopify/ProductVariant/46336573538599;BR04305T;Default Title;5500.0;3200.0;5;gid://shopify/Product/8573635100967;Brinco First Diamond De Ouro Rosa 18K E Diamante;5.0;1.0;4;BR04305T
gid://shopify/ProductVariant/46336592675111;PI01066;Default Title;2800.0;1900.0;5;gid://shopify/Product/8573638541607;Pingente Pequeno De Ouro Branco 18K Com Ródio Negro E Diamante;5.0;1.0;3;PI01066
gid://shopify/ProductVariant/46336594510119;PI01067;Default Title;2400.0;1650.0;5;gid://shopify/Product/8573638902055;Pingente Pequeno De Ouro Branco 18K Com Ródio Negro E Diamante;5.0;1.0;3;PI01067
gid://shopify/ProductVariant/46336646447399;CL04480;M;7800.0;7800.0;5;gid://shopify/Product/8573648732455;Colar Leopardo De Prata Com Ouro Amarelo - Maxi;5.0;1.0;5;CL04480
gid://shopify/ProductVariant/46336657981735;BR04845T;Default Title;18900.0;14500.0;5;gid://shopify/Product/8573650796839;Brinco Love Ny De Ouro Amarelo 18K E Diamante;5.0;1.0;3;BR04845T
gid://shopify/ProductVariant/46336660963623;BR04820T;Default Title;21900.0;16000.0;5;gid://shopify/Product/8573651681575;Brinco Love Ny De Ouro Branco 18K E Diamante;5.0;1.0;3;BR04820T
gid://shopify/ProductVariant/46336662864167;BR04847T;Default Title;44900.0;28000.0;5;gid://shopify/Product/8573652107559;Brinco Love Ny De Ouro Branco 18K E Diamante;5.0;1.0;3;BR04847T
gid://shopify/ProductVariant/46336664207655;BR04850T;Default Title;18500.0;13000.0;5;gid://shopify/Product/8573652500775;Brinco Love Ny De Ouro Branco 18K E Diamante;5.0;1.0;3;BR04850T
gid://shopify/ProductVariant/46336666075431;BR04852T;Default Title;31500.0;23000.0;5;gid://shopify/Product/8573652861223;Brinco Ear Cuff Love Ny | Ouro Branco 18K E Diamantes;5.0;1.0;3;BR04852T
gid://shopify/ProductVariant/46336667812135;CL03693;Default Title;40500.0;35000.0;5;gid://shopify/Product/8573653123367;Colar Love Ny De Ouro Amarelo 18K;5.0;1.0;3;CL03693
gid://shopify/ProductVariant/46336673612071;CL03712;Default Title;58900.0;51000.0;5;gid://shopify/Product/8573654499623;Colar Love NY De Ouro Branco 18K E Diamante;5.0;1.0;3;CL03712
gid://shopify/ProductVariant/46336675283239;CL03716;M;23000.0;22000.0;5;gid://shopify/Product/8573654860071;Colar Love NY De Ouro Branco 18K E Diamante;15.0;3.0;2;CL03716
gid://shopify/ProductVariant/46355364610343;BR05260T;Default Title;9900.0;6900.0;5;gid://shopify/Product/8577717993767;Brinco Lifestyle De Ouro Amarelo 18K;5.0;1.0;2;BR05260T
gid://shopify/ProductVariant/46355364806951;BR05271T;Default Title;13500.0;9500.0;5;gid://shopify/Product/8577718190375;Brinco Lifestyle De Ouro Amarelo 18K;5.0;1.0;2;BR05271T
gid://shopify/ProductVariant/46355365364007;BR05258T;Default Title;17500.0;10500.0;5;gid://shopify/Product/8577718681895;Brinco Lifestyle De Ouro Branco 18K Com Ródio Negro E Diamante E Esmeralda;5.0;1.0;2;BR05258T
