id;sku;title;price;compareAtPrice;inventoryQuantity;product_id;title.1;totalInventory;totalVariants;mediaCount.count;sku_2;variant.sku;variant.id;encomenda ouro;encomenda prata;Encomendavel;Em estoque
gid://shopify/ProductVariant/46358266249511;PI01452;Y;1700.0;1400.0;5;gid://shopify/Product/8578290483495;Pingente Letra Rock Para Colar | Prata Com Ouro Amarelo 18K e Diamantes;150;26;29;PI01452;PI01452;gid://shopify/ProductVariant/46358266249511;0.0;5.0;True;False
gid://shopify/ProductVariant/46358266282279;PI01453;Z;1700.0;1400.0;7;gid://shopify/Product/8578290483495;Pingente Letra Rock Para Colar | Prata Com Ouro Amarelo 18K e Diamantes;150;26;29;PI01453;PI01453;gid://shopify/ProductVariant/46358266282279;0.0;5.0;True;True
gid://shopify/ProductVariant/46358387949863;PI01149;A;1000.0;1000.0;5;gid://shopify/Product/8578318860583;Pingente Letra Pop Para Colar - M | Prata Com Ouro Amarelo 18K;204;26;27;PI01149;PI01149;gid://shopify/ProductVariant/46358387949863;0.0;5.0;True;False
gid://shopify/ProductVariant/46358387982631;PI01150;B;1000.0;750.0;5;gid://shopify/Product/8578318860583;Pingente Letra Pop Para Colar - M | Prata Com Ouro Amarelo 18K;204;26;27;PI01150;PI01150;gid://shopify/ProductVariant/46358387982631;0.0;5.0;True;False
gid://shopify/ProductVariant/46358388015399;PI01151;C;1000.0;750.0;5;gid://shopify/Product/8578318860583;Pingente Letra Pop Para Colar - M | Prata Com Ouro Amarelo 18K;204;26;27;PI01151;PI01151;gid://shopify/ProductVariant/46358388015399;0.0;5.0;True;False
gid://shopify/ProductVariant/46358388048167;PI01152;D;1000.0;750.0;7;gid://shopify/Product/8578318860583;Pingente Letra Pop Para Colar - M | Prata Com Ouro Amarelo 18K;204;26;27;PI01152;PI01152;gid://shopify/ProductVariant/46358388048167;0.0;5.0;True;True
gid://shopify/ProductVariant/46358388080935;PI01153;E;1000.0;750.0;6;gid://shopify/Product/8578318860583;Pingente Letra Pop Para Colar - M | Prata Com Ouro Amarelo 18K;204;26;27;PI01153;PI01153;gid://shopify/ProductVariant/46358388080935;0.0;5.0;True;True
gid://shopify/ProductVariant/46358388113703;PI01154;F;1000.0;1000.0;7;gid://shopify/Product/8578318860583;Pingente Letra Pop Para Colar - M | Prata Com Ouro Amarelo 18K;204;26;27;PI01154;PI01154;gid://shopify/ProductVariant/46358388113703;0.0;5.0;True;True
gid://shopify/ProductVariant/46358388146471;PI01155;G;1000.0;750.0;6;gid://shopify/Product/8578318860583;Pingente Letra Pop Para Colar - M | Prata Com Ouro Amarelo 18K;204;26;27;PI01155;PI01155;gid://shopify/ProductVariant/46358388146471;0.0;5.0;True;True
gid://shopify/ProductVariant/46358388179239;PI01156;H;1000.0;750.0;7;gid://shopify/Product/8578318860583;Pingente Letra Pop Para Colar - M | Prata Com Ouro Amarelo 18K;204;26;27;PI01156;PI01156;gid://shopify/ProductVariant/46358388179239;0.0;5.0;True;True
gid://shopify/ProductVariant/46358388212007;PI01157;I;1000.0;750.0;7;gid://shopify/Product/8578318860583;Pingente Letra Pop Para Colar - M | Prata Com Ouro Amarelo 18K;204;26;27;PI01157;PI01157;gid://shopify/ProductVariant/46358388212007;0.0;5.0;True;True
gid://shopify/ProductVariant/46358388244775;PI01158;J;1000.0;750.0;8;gid://shopify/Product/8578318860583;Pingente Letra Pop Para Colar - M | Prata Com Ouro Amarelo 18K;204;26;27;PI01158;PI01158;gid://shopify/ProductVariant/46358388244775;0.0;5.0;True;True
gid://shopify/ProductVariant/46358388277543;PI01159;K;1000.0;750.0;9;gid://shopify/Product/8578318860583;Pingente Letra Pop Para Colar - M | Prata Com Ouro Amarelo 18K;204;26;27;PI01159;PI01159;gid://shopify/ProductVariant/46358388277543;0.0;5.0;True;True
gid://shopify/ProductVariant/46358388310311;PI01160;L;1000.0;750.0;5;gid://shopify/Product/8578318860583;Pingente Letra Pop Para Colar - M | Prata Com Ouro Amarelo 18K;204;26;27;PI01160;PI01160;gid://shopify/ProductVariant/46358388310311;0.0;5.0;True;False
gid://shopify/ProductVariant/46358388343079;PI01161;M;1000.0;750.0;5;gid://shopify/Product/8578318860583;Pingente Letra Pop Para Colar - M | Prata Com Ouro Amarelo 18K;204;26;27;PI01161;PI01161;gid://shopify/ProductVariant/46358388343079;0.0;5.0;True;False
gid://shopify/ProductVariant/46358388375847;PI01162;N;1000.0;1000.0;8;gid://shopify/Product/8578318860583;Pingente Letra Pop Para Colar - M | Prata Com Ouro Amarelo 18K;204;26;27;PI01162;PI01162;gid://shopify/ProductVariant/46358388375847;0.0;5.0;True;True
gid://shopify/ProductVariant/46358388408615;PI01163;O;1000.0;750.0;9;gid://shopify/Product/8578318860583;Pingente Letra Pop Para Colar - M | Prata Com Ouro Amarelo 18K;204;26;27;PI01163;PI01163;gid://shopify/ProductVariant/46358388408615;0.0;5.0;True;True
gid://shopify/ProductVariant/46358388441383;PI01164;P;1000.0;750.0;6;gid://shopify/Product/8578318860583;Pingente Letra Pop Para Colar - M | Prata Com Ouro Amarelo 18K;204;26;27;PI01164;PI01164;gid://shopify/ProductVariant/46358388441383;0.0;5.0;True;True
gid://shopify/ProductVariant/46358388474151;PI01165;Q;1000.0;1000.0;7;gid://shopify/Product/8578318860583;Pingente Letra Pop Para Colar - M | Prata Com Ouro Amarelo 18K;204;26;27;PI01165;PI01165;gid://shopify/ProductVariant/46358388474151;0.0;5.0;True;True
gid://shopify/ProductVariant/46358388506919;PI01166;R;1000.0;750.0;8;gid://shopify/Product/8578318860583;Pingente Letra Pop Para Colar - M | Prata Com Ouro Amarelo 18K;204;26;27;PI01166;PI01166;gid://shopify/ProductVariant/46358388506919;0.0;5.0;True;True
gid://shopify/ProductVariant/46358388539687;PI01167;S;1000.0;750.0;8;gid://shopify/Product/8578318860583;Pingente Letra Pop Para Colar - M | Prata Com Ouro Amarelo 18K;204;26;27;PI01167;PI01167;gid://shopify/ProductVariant/46358388539687;0.0;5.0;True;True
gid://shopify/ProductVariant/46358388572455;PI01168;T;1000.0;750.0;7;gid://shopify/Product/8578318860583;Pingente Letra Pop Para Colar - M | Prata Com Ouro Amarelo 18K;204;26;27;PI01168;PI01168;gid://shopify/ProductVariant/46358388572455;0.0;5.0;True;True
gid://shopify/ProductVariant/46358388605223;PI01169;U;1000.0;1000.0;15;gid://shopify/Product/8578318860583;Pingente Letra Pop Para Colar - M | Prata Com Ouro Amarelo 18K;204;26;27;PI01169;PI01169;gid://shopify/ProductVariant/46358388605223;0.0;5.0;True;True
gid://shopify/ProductVariant/46358388637991;PI01170;V;1000.0;750.0;5;gid://shopify/Product/8578318860583;Pingente Letra Pop Para Colar - M | Prata Com Ouro Amarelo 18K;204;26;27;PI01170;PI01170;gid://shopify/ProductVariant/46358388637991;0.0;5.0;True;False
gid://shopify/ProductVariant/46358388670759;PI01171;W;1000.0;1000.0;13;gid://shopify/Product/8578318860583;Pingente Letra Pop Para Colar - M | Prata Com Ouro Amarelo 18K;204;26;27;PI01171;PI01171;gid://shopify/ProductVariant/46358388670759;0.0;5.0;True;True
gid://shopify/ProductVariant/46358388703527;PI01172;X;1000.0;1000.0;15;gid://shopify/Product/8578318860583;Pingente Letra Pop Para Colar - M | Prata Com Ouro Amarelo 18K;204;26;27;PI01172;PI01172;gid://shopify/ProductVariant/46358388703527;0.0;5.0;True;True
gid://shopify/ProductVariant/46358388736295;PI01173;Y;1000.0;1000.0;13;gid://shopify/Product/8578318860583;Pingente Letra Pop Para Colar - M | Prata Com Ouro Amarelo 18K;204;26;27;PI01173;PI01173;gid://shopify/ProductVariant/46358388736295;0.0;5.0;True;True
gid://shopify/ProductVariant/46358388769063;PI01174;Z;1000.0;1000.0;8;gid://shopify/Product/8578318860583;Pingente Letra Pop Para Colar - M | Prata Com Ouro Amarelo 18K;204;26;27;PI01174;PI01174;gid://shopify/ProductVariant/46358388769063;0.0;5.0;True;True
gid://shopify/ProductVariant/46358389227815;PI01098;A;1000.0;750.0;29;gid://shopify/Product/8578319089959;Pingente Letra Pop para Brinco | Prata com Ouro Amarelo 18K;400;26;28;PI01098;PI01098;gid://shopify/ProductVariant/46358389227815;0.0;5.0;True;True
gid://shopify/ProductVariant/46358389260583;PI01099;B;1000.0;1000.0;8;gid://shopify/Product/8578319089959;Pingente Letra Pop para Brinco | Prata com Ouro Amarelo 18K;400;26;28;PI01099;PI01099;gid://shopify/ProductVariant/46358389260583;0.0;5.0;True;True
gid://shopify/ProductVariant/46358389293351;PI01100;C;1000.0;750.0;6;gid://shopify/Product/8578319089959;Pingente Letra Pop para Brinco | Prata com Ouro Amarelo 18K;400;26;28;PI01100;PI01100;gid://shopify/ProductVariant/46358389293351;0.0;5.0;True;True
gid://shopify/ProductVariant/46358389326119;PI01101;D;1000.0;1000.0;13;gid://shopify/Product/8578319089959;Pingente Letra Pop para Brinco | Prata com Ouro Amarelo 18K;400;26;28;PI01101;PI01101;gid://shopify/ProductVariant/46358389326119;0.0;5.0;True;True
gid://shopify/ProductVariant/46358389358887;PI01102;E;1000.0;750.0;36;gid://shopify/Product/8578319089959;Pingente Letra Pop para Brinco | Prata com Ouro Amarelo 18K;400;26;28;PI01102;PI01102;gid://shopify/ProductVariant/46358389358887;0.0;5.0;True;True
gid://shopify/ProductVariant/46358389391655;PI01103;F;1000.0;1000.0;10;gid://shopify/Product/8578319089959;Pingente Letra Pop para Brinco | Prata com Ouro Amarelo 18K;400;26;28;PI01103;PI01103;gid://shopify/ProductVariant/46358389391655;0.0;5.0;True;True
gid://shopify/ProductVariant/46358389424423;PI01104;G;1000.0;750.0;6;gid://shopify/Product/8578319089959;Pingente Letra Pop para Brinco | Prata com Ouro Amarelo 18K;400;26;28;PI01104;PI01104;gid://shopify/ProductVariant/46358389424423;0.0;5.0;True;True
gid://shopify/ProductVariant/46358389457191;PI01105;H;1000.0;750.0;8;gid://shopify/Product/8578319089959;Pingente Letra Pop para Brinco | Prata com Ouro Amarelo 18K;400;26;28;PI01105;PI01105;gid://shopify/ProductVariant/46358389457191;0.0;5.0;True;True
gid://shopify/ProductVariant/46358389489959;PI01106;I;1000.0;1000.0;16;gid://shopify/Product/8578319089959;Pingente Letra Pop para Brinco | Prata com Ouro Amarelo 18K;400;26;28;PI01106;PI01106;gid://shopify/ProductVariant/46358389489959;0.0;5.0;True;True
gid://shopify/ProductVariant/46358389522727;PI01107;J;1000.0;1000.0;10;gid://shopify/Product/8578319089959;Pingente Letra Pop para Brinco | Prata com Ouro Amarelo 18K;400;26;28;PI01107;PI01107;gid://shopify/ProductVariant/46358389522727;0.0;5.0;True;True
gid://shopify/ProductVariant/46358389555495;PI01108;K;1000.0;1000.0;13;gid://shopify/Product/8578319089959;Pingente Letra Pop para Brinco | Prata com Ouro Amarelo 18K;400;26;28;PI01108;PI01108;gid://shopify/ProductVariant/46358389555495;0.0;5.0;True;True
gid://shopify/ProductVariant/46358389588263;PI01109;L;1000.0;750.0;36;gid://shopify/Product/8578319089959;Pingente Letra Pop para Brinco | Prata com Ouro Amarelo 18K;400;26;28;PI01109;PI01109;gid://shopify/ProductVariant/46358389588263;0.0;5.0;True;True
gid://shopify/ProductVariant/46358389621031;PI01110;M;1000.0;750.0;5;gid://shopify/Product/8578319089959;Pingente Letra Pop para Brinco | Prata com Ouro Amarelo 18K;400;26;28;PI01110;PI01110;gid://shopify/ProductVariant/46358389621031;0.0;5.0;True;False
gid://shopify/ProductVariant/46358389653799;PI01111;N;1000.0;750.0;14;gid://shopify/Product/8578319089959;Pingente Letra Pop para Brinco | Prata com Ouro Amarelo 18K;400;26;28;PI01111;PI01111;gid://shopify/ProductVariant/46358389653799;0.0;5.0;True;True
gid://shopify/ProductVariant/46358389686567;PI01112;O;1000.0;1000.0;13;gid://shopify/Product/8578319089959;Pingente Letra Pop para Brinco | Prata com Ouro Amarelo 18K;400;26;28;PI01112;PI01112;gid://shopify/ProductVariant/46358389686567;0.0;5.0;True;True
gid://shopify/ProductVariant/46358389719335;PI01113;P;1000.0;1000.0;6;gid://shopify/Product/8578319089959;Pingente Letra Pop para Brinco | Prata com Ouro Amarelo 18K;400;26;28;PI01113;PI01113;gid://shopify/ProductVariant/46358389719335;0.0;5.0;True;True
gid://shopify/ProductVariant/46358389752103;PI01114;Q;1000.0;750.0;12;gid://shopify/Product/8578319089959;Pingente Letra Pop para Brinco | Prata com Ouro Amarelo 18K;400;26;28;PI01114;PI01114;gid://shopify/ProductVariant/46358389752103;0.0;5.0;True;True
gid://shopify/ProductVariant/46358389784871;PI01115;R;1000.0;1000.0;48;gid://shopify/Product/8578319089959;Pingente Letra Pop para Brinco | Prata com Ouro Amarelo 18K;400;26;28;PI01115;PI01115;gid://shopify/ProductVariant/46358389784871;0.0;5.0;True;True
gid://shopify/ProductVariant/46358389817639;PI01116;S;1000.0;1000.0;21;gid://shopify/Product/8578319089959;Pingente Letra Pop para Brinco | Prata com Ouro Amarelo 18K;400;26;28;PI01116;PI01116;gid://shopify/ProductVariant/46358389817639;0.0;5.0;True;True
gid://shopify/ProductVariant/46358389850407;PI01117;T;1000.0;1000.0;21;gid://shopify/Product/8578319089959;Pingente Letra Pop para Brinco | Prata com Ouro Amarelo 18K;400;26;28;PI01117;PI01117;gid://shopify/ProductVariant/46358389850407;0.0;5.0;True;True
gid://shopify/ProductVariant/46358389883175;PI01118;U;1000.0;1000.0;14;gid://shopify/Product/8578319089959;Pingente Letra Pop para Brinco | Prata com Ouro Amarelo 18K;400;26;28;PI01118;PI01118;gid://shopify/ProductVariant/46358389883175;0.0;5.0;True;True
gid://shopify/ProductVariant/46358389915943;PI01119;V;1000.0;750.0;7;gid://shopify/Product/8578319089959;Pingente Letra Pop para Brinco | Prata com Ouro Amarelo 18K;400;26;28;PI01119;PI01119;gid://shopify/ProductVariant/46358389915943;0.0;5.0;True;True
gid://shopify/ProductVariant/46358389948711;PI01120;W;1000.0;1000.0;18;gid://shopify/Product/8578319089959;Pingente Letra Pop para Brinco | Prata com Ouro Amarelo 18K;400;26;28;PI01120;PI01120;gid://shopify/ProductVariant/46358389948711;0.0;5.0;True;True
gid://shopify/ProductVariant/46358389981479;PI01121;X;1000.0;1000.0;11;gid://shopify/Product/8578319089959;Pingente Letra Pop para Brinco | Prata com Ouro Amarelo 18K;400;26;28;PI01121;PI01121;gid://shopify/ProductVariant/46358389981479;0.0;5.0;True;True
gid://shopify/ProductVariant/46358390014247;PI01122;Y;1000.0;1000.0;12;gid://shopify/Product/8578319089959;Pingente Letra Pop para Brinco | Prata com Ouro Amarelo 18K;400;26;28;PI01122;PI01122;gid://shopify/ProductVariant/46358390014247;0.0;5.0;True;True
gid://shopify/ProductVariant/46358390047015;PI01123;Z;1000.0;1000.0;7;gid://shopify/Product/8578319089959;Pingente Letra Pop para Brinco | Prata com Ouro Amarelo 18K;400;26;28;PI01123;PI01123;gid://shopify/ProductVariant/46358390047015;0.0;5.0;True;True
gid://shopify/ProductVariant/46358393225511;PI01072;A;1200.0;900.0;5;gid://shopify/Product/8578319286567;Pingente Letra Pop Para Colar - G | Prata Com Ouro Amarelo 18K;259;26;28;PI01072;PI01072;gid://shopify/ProductVariant/46358393225511;0.0;5.0;True;False
gid://shopify/ProductVariant/46358393258279;PI01073;B;1200.0;900.0;10;gid://shopify/Product/8578319286567;Pingente Letra Pop Para Colar - G | Prata Com Ouro Amarelo 18K;259;26;28;PI01073;PI01073;gid://shopify/ProductVariant/46358393258279;0.0;5.0;True;True
gid://shopify/ProductVariant/46358393291047;PI01074;C;1200.0;900.0;5;gid://shopify/Product/8578319286567;Pingente Letra Pop Para Colar - G | Prata Com Ouro Amarelo 18K;259;26;28;PI01074;PI01074;gid://shopify/ProductVariant/46358393291047;0.0;5.0;True;False
gid://shopify/ProductVariant/46358393323815;PI01075;D;1200.0;900.0;6;gid://shopify/Product/8578319286567;Pingente Letra Pop Para Colar - G | Prata Com Ouro Amarelo 18K;259;26;28;PI01075;PI01075;gid://shopify/ProductVariant/46358393323815;0.0;5.0;True;True
gid://shopify/ProductVariant/46358393356583;PI01076;E;1200.0;900.0;8;gid://shopify/Product/8578319286567;Pingente Letra Pop Para Colar - G | Prata Com Ouro Amarelo 18K;259;26;28;PI01076;PI01076;gid://shopify/ProductVariant/46358393356583;0.0;5.0;True;True
gid://shopify/ProductVariant/46358393389351;PI01077;F;1200.0;900.0;13;gid://shopify/Product/8578319286567;Pingente Letra Pop Para Colar - G | Prata Com Ouro Amarelo 18K;259;26;28;PI01077;PI01077;gid://shopify/ProductVariant/46358393389351;0.0;5.0;True;True
gid://shopify/ProductVariant/46358393422119;PI01078;G;1200.0;900.0;6;gid://shopify/Product/8578319286567;Pingente Letra Pop Para Colar - G | Prata Com Ouro Amarelo 18K;259;26;28;PI01078;PI01078;gid://shopify/ProductVariant/46358393422119;0.0;5.0;True;True
gid://shopify/ProductVariant/46358393454887;PI01079;H;1200.0;900.0;5;gid://shopify/Product/8578319286567;Pingente Letra Pop Para Colar - G | Prata Com Ouro Amarelo 18K;259;26;28;PI01079;PI01079;gid://shopify/ProductVariant/46358393454887;0.0;5.0;True;False
gid://shopify/ProductVariant/46358393487655;PI01080;I;1200.0;900.0;6;gid://shopify/Product/8578319286567;Pingente Letra Pop Para Colar - G | Prata Com Ouro Amarelo 18K;259;26;28;PI01080;PI01080;gid://shopify/ProductVariant/46358393487655;0.0;5.0;True;True
gid://shopify/ProductVariant/46358393520423;PI01081;J;1200.0;900.0;8;gid://shopify/Product/8578319286567;Pingente Letra Pop Para Colar - G | Prata Com Ouro Amarelo 18K;259;26;28;PI01081;PI01081;gid://shopify/ProductVariant/46358393520423;0.0;5.0;True;True
gid://shopify/ProductVariant/46358393553191;PI01082;K;1200.0;1200.0;9;gid://shopify/Product/8578319286567;Pingente Letra Pop Para Colar - G | Prata Com Ouro Amarelo 18K;259;26;28;PI01082;PI01082;gid://shopify/ProductVariant/46358393553191;0.0;5.0;True;True
gid://shopify/ProductVariant/46358393585959;PI01083;L;1200.0;900.0;8;gid://shopify/Product/8578319286567;Pingente Letra Pop Para Colar - G | Prata Com Ouro Amarelo 18K;259;26;28;PI01083;PI01083;gid://shopify/ProductVariant/46358393585959;0.0;5.0;True;True
gid://shopify/ProductVariant/46358393618727;PI01084;M;1200.0;900.0;5;gid://shopify/Product/8578319286567;Pingente Letra Pop Para Colar - G | Prata Com Ouro Amarelo 18K;259;26;28;PI01084;PI01084;gid://shopify/ProductVariant/46358393618727;0.0;5.0;True;False
gid://shopify/ProductVariant/46358393651495;PI01085;N;1200.0;900.0;8;gid://shopify/Product/8578319286567;Pingente Letra Pop Para Colar - G | Prata Com Ouro Amarelo 18K;259;26;28;PI01085;PI01085;gid://shopify/ProductVariant/46358393651495;0.0;5.0;True;True
gid://shopify/ProductVariant/46358393684263;PI01086;O;1200.0;1200.0;9;gid://shopify/Product/8578319286567;Pingente Letra Pop Para Colar - G | Prata Com Ouro Amarelo 18K;259;26;28;PI01086;PI01086;gid://shopify/ProductVariant/46358393684263;0.0;5.0;True;True
gid://shopify/ProductVariant/46358393717031;PI01087;P;1200.0;900.0;7;gid://shopify/Product/8578319286567;Pingente Letra Pop Para Colar - G | Prata Com Ouro Amarelo 18K;259;26;28;PI01087;PI01087;gid://shopify/ProductVariant/46358393717031;0.0;5.0;True;True
gid://shopify/ProductVariant/46358393749799;PI01088;Q;1200.0;1200.0;18;gid://shopify/Product/8578319286567;Pingente Letra Pop Para Colar - G | Prata Com Ouro Amarelo 18K;259;26;28;PI01088;PI01088;gid://shopify/ProductVariant/46358393749799;0.0;5.0;True;True
gid://shopify/ProductVariant/46358393782567;PI01089;R;1200.0;1200.0;9;gid://shopify/Product/8578319286567;Pingente Letra Pop Para Colar - G | Prata Com Ouro Amarelo 18K;259;26;28;PI01089;PI01089;gid://shopify/ProductVariant/46358393782567;0.0;5.0;True;True
gid://shopify/ProductVariant/46358393848103;PI01090;S;1200.0;900.0;8;gid://shopify/Product/8578319286567;Pingente Letra Pop Para Colar - G | Prata Com Ouro Amarelo 18K;259;26;28;PI01090;PI01090;gid://shopify/ProductVariant/46358393848103;0.0;5.0;True;True
gid://shopify/ProductVariant/46358393880871;PI01091;T;1200.0;900.0;51;gid://shopify/Product/8578319286567;Pingente Letra Pop Para Colar - G | Prata Com Ouro Amarelo 18K;259;26;28;PI01091;PI01091;gid://shopify/ProductVariant/46358393880871;0.0;5.0;True;True
gid://shopify/ProductVariant/46358393913639;PI01092;U;1200.0;1200.0;18;gid://shopify/Product/8578319286567;Pingente Letra Pop Para Colar - G | Prata Com Ouro Amarelo 18K;259;26;28;PI01092;PI01092;gid://shopify/ProductVariant/46358393913639;0.0;5.0;True;True
gid://shopify/ProductVariant/46358393946407;PI01093;V;1200.0;900.0;5;gid://shopify/Product/8578319286567;Pingente Letra Pop Para Colar - G | Prata Com Ouro Amarelo 18K;259;26;28;PI01093;PI01093;gid://shopify/ProductVariant/46358393946407;0.0;5.0;True;False
gid://shopify/ProductVariant/46358393979175;PI01094;W;1200.0;900.0;8;gid://shopify/Product/8578319286567;Pingente Letra Pop Para Colar - G | Prata Com Ouro Amarelo 18K;259;26;28;PI01094;PI01094;gid://shopify/ProductVariant/46358393979175;0.0;5.0;True;True
gid://shopify/ProductVariant/46358394011943;PI01095;X;1200.0;1200.0;12;gid://shopify/Product/8578319286567;Pingente Letra Pop Para Colar - G | Prata Com Ouro Amarelo 18K;259;26;28;PI01095;PI01095;gid://shopify/ProductVariant/46358394011943;0.0;5.0;True;True
gid://shopify/ProductVariant/46358394044711;PI01096;Y;1200.0;1200.0;7;gid://shopify/Product/8578319286567;Pingente Letra Pop Para Colar - G | Prata Com Ouro Amarelo 18K;259;26;28;PI01096;PI01096;gid://shopify/ProductVariant/46358394044711;0.0;5.0;True;True
gid://shopify/ProductVariant/46358394077479;PI01097;Z;1200.0;900.0;5;gid://shopify/Product/8578319286567;Pingente Letra Pop Para Colar - G | Prata Com Ouro Amarelo 18K;259;26;28;PI01097;PI01097;gid://shopify/ProductVariant/46358394077479;0.0;5.0;True;False
gid://shopify/ProductVariant/46358729228583;CL04548;P;6700.0;6700.0;0;gid://shopify/Product/8578411102503;Colar Black Leopardo | Prata com Ródio Negro;1;3;2;CL04548;CL04548;gid://shopify/ProductVariant/46358729228583;0.0;0.0;False;False
gid://shopify/ProductVariant/46358729261351;CL04549;M;6700.0;6700.0;0;gid://shopify/Product/8578411102503;Colar Black Leopardo | Prata com Ródio Negro;1;3;2;CL04549;CL04549;gid://shopify/ProductVariant/46358729261351;0.0;0.0;False;False
gid://shopify/ProductVariant/46358729294119;CL04550;G;6700.0;6700.0;1;gid://shopify/Product/8578411102503;Colar Black Leopardo | Prata com Ródio Negro;1;3;2;CL04550;CL04550;gid://shopify/ProductVariant/46358729294119;0.0;0.0;False;True
gid://shopify/ProductVariant/46358730375463;PU02039T;PP;3500.0;3500.0;0;gid://shopify/Product/8578411659559;Pulseira Black Leopardo | Prata com Ródio Negro;2;3;4;PU02039T;PU02039T;gid://shopify/ProductVariant/46358730375463;0.0;0.0;False;False
gid://shopify/ProductVariant/46358730408231;PU02036T;M;3500.0;3500.0;0;gid://shopify/Product/8578411659559;Pulseira Black Leopardo | Prata com Ródio Negro;2;3;4;PU02036T;PU02036T;gid://shopify/ProductVariant/46358730408231;0.0;0.0;False;False
gid://shopify/ProductVariant/46358730440999;PU02038T;G;3500.0;3500.0;2;gid://shopify/Product/8578411659559;Pulseira Black Leopardo | Prata com Ródio Negro;2;3;4;PU02038T;PU02038T;gid://shopify/ProductVariant/46358730440999;0.0;0.0;False;True
gid://shopify/ProductVariant/46358753411367;PU02080T;P;2800.0;2800.0;6;gid://shopify/Product/8578425356583;Pulseira Mare | Prata com Ouro Amarelo 18K;18;3;4;PU02080T;PU02080T;gid://shopify/ProductVariant/46358753411367;0.0;5.0;True;True
gid://shopify/ProductVariant/46358753444135;PU02076T;M;2800.0;2800.0;5;gid://shopify/Product/8578425356583;Pulseira Mare | Prata com Ouro Amarelo 18K;18;3;4;PU02076T;PU02076T;gid://shopify/ProductVariant/46358753444135;0.0;5.0;True;False
gid://shopify/ProductVariant/46358753476903;PU02079T;G;2800.0;2800.0;7;gid://shopify/Product/8578425356583;Pulseira Mare | Prata com Ouro Amarelo 18K;18;3;4;PU02079T;PU02079T;gid://shopify/ProductVariant/46358753476903;0.0;5.0;True;True
gid://shopify/ProductVariant/46358760849703;PU02077T;P;4900.0;4900.0;7;gid://shopify/Product/8578429944103;Cuff Mare Maxi | Prata com Ouro Amarelo 18K;24;3;4;PU02077T;PU02077T;gid://shopify/ProductVariant/46358760849703;0.0;5.0;True;True
gid://shopify/ProductVariant/46358760882471;PU02075T;M;4900.0;4900.0;6;gid://shopify/Product/8578429944103;Cuff Mare Maxi | Prata com Ouro Amarelo 18K;24;3;4;PU02075T;PU02075T;gid://shopify/ProductVariant/46358760882471;0.0;5.0;True;True
gid://shopify/ProductVariant/46358760915239;PU02078T;G;4900.0;4900.0;11;gid://shopify/Product/8578429944103;Cuff Mare Maxi | Prata com Ouro Amarelo 18K;24;3;4;PU02078T;PU02078T;gid://shopify/ProductVariant/46358760915239;0.0;5.0;True;True
gid://shopify/ProductVariant/46358771466535;PU01729T;P;3900.0;3900.0;6;gid://shopify/Product/8578434957607;Pulseira Riviera De Prata Com Ouro Amarelo;19;3;2;PU01729T;PU01729T;gid://shopify/ProductVariant/46358771466535;0.0;5.0;True;True
gid://shopify/ProductVariant/46358771499303;PU01730T;M;3900.0;3900.0;7;gid://shopify/Product/8578434957607;Pulseira Riviera De Prata Com Ouro Amarelo;19;3;2;PU01730T;PU01730T;gid://shopify/ProductVariant/46358771499303;0.0;5.0;True;True
gid://shopify/ProductVariant/46358771532071;PU01731T;G;3900.0;3900.0;6;gid://shopify/Product/8578434957607;Pulseira Riviera De Prata Com Ouro Amarelo;19;3;2;PU01731T;PU01731T;gid://shopify/ProductVariant/46358771532071;0.0;5.0;True;True
gid://shopify/ProductVariant/46358773203239;PU01735T;P;2150.0;2150.0;8;gid://shopify/Product/8578435481895;Pulseira Riviera De Prata Com Ouro Amarelo;21;3;3;PU01735T;PU01735T;gid://shopify/ProductVariant/46358773203239;0.0;5.0;True;True
gid://shopify/ProductVariant/46358773268775;PU01736T;M;2150.0;2150.0;7;gid://shopify/Product/8578435481895;Pulseira Riviera De Prata Com Ouro Amarelo;21;3;3;PU01736T;PU01736T;gid://shopify/ProductVariant/46358773268775;0.0;5.0;True;True
gid://shopify/ProductVariant/46358773301543;PU01737T;G;2150.0;2150.0;6;gid://shopify/Product/8578435481895;Pulseira Riviera De Prata Com Ouro Amarelo;21;3;3;PU01737T;PU01737T;gid://shopify/ProductVariant/46358773301543;0.0;5.0;True;True
gid://shopify/ProductVariant/46358778642727;PU01937T;P;2200.0;2200.0;8;gid://shopify/Product/8578438136103;Pulseira Pop Chain De Prata Com Ouro Amarelo;13;2;3;PU01937T;PU01937T;gid://shopify/ProductVariant/46358778642727;0.0;5.0;True;True
gid://shopify/ProductVariant/46358778675495;PU01945T;G;2200.0;2200.0;5;gid://shopify/Product/8578438136103;Pulseira Pop Chain De Prata Com Ouro Amarelo;13;2;3;PU01945T;PU01945T;gid://shopify/ProductVariant/46358778675495;0.0;5.0;True;False
gid://shopify/ProductVariant/46358779953447;PU01938T;P;1950.0;1950.0;5;gid://shopify/Product/8578438824231;Pulseira Pop Chain De Prata Com Ródio Negro;5;2;3;PU01938T;PU01938T;gid://shopify/ProductVariant/46358779953447;0.0;0.0;False;True
gid://shopify/ProductVariant/46358779986215;PU01946T;G;1950.0;1950.0;0;gid://shopify/Product/8578438824231;Pulseira Pop Chain De Prata Com Ródio Negro;5;2;3;PU01946T;PU01946T;gid://shopify/ProductVariant/46358779986215;0.0;0.0;False;False
